Order_ID,Customer_ID,Order_Date,Product_Category,Region,Payment_Method,Customer_Segment,Customer_Age,Quantity,Unit_Price,Discount_Percent,Shipping_Cost,Product_Rating,Delivery_Days,Return_Flag,Cost_Price,Gross_Sales,Discount_Amount,Net_Sales,Profit
ORD50513,CUST10513,2024-01-12,Beauty,South,UPI,Wholesale,63,5,141.48,7.85,166.61,3.8,1,No,93.23,707.4,55.53,651.87,19.11
ORD50514,CUST10514,2025-08-29,Beauty,Central,UPI,Premium,53,3,180.86,16.85,40.65,4.1,4,No,135.24,542.58,91.42,451.16,4.79
ORD50515,CUST10515,2024-10-28,Fashion,South,Debit Card,Wholesale,34,7,92.81,0.0,20.0,3.9,2,No,49.96,649.67,0.0,649.67,279.95
ORD50516,CUST10516,2024-09-09,Home & Kitchen,North,Debit Card,New,29,2,127.74,0.0,112.05,3.6,1,No,99.22,255.48,0.0,255.48,-55.01
ORD50517,CUST10517,2025-05-13,Electronics,West,UPI,New,37,3,140.82,14.55,120.52,4.0,8,No,113.03,422.46,61.47,360.99,-98.62
ORD50518,CUST10518,2024-02-04,Sports,Central,Net Banking,New,20,9,200.86,11.11,71.37,4.1,2,No,93.28,1807.74,200.84,1606.9,696.01
ORD50519,CUST10519,2025-12-27,Beauty,North,Credit Card,Regular,60,4,80.0,14.62,37.97,3.1,4,No,37.75,320.0,46.78,273.22,84.25
ORD50520,CUST10520,2024-03-30,Sports,Central,Debit Card,Regular,21,4,221.95,25.12,103.94,4.0,3,No,107.35,887.8,223.02,664.78,131.44
ORD50521,CUST10521,2025-08-27,Grocery,North,Credit Card,Wholesale,34,3,164.87,3.34,88.93,2.8,2,No,121.58,494.61,16.52,478.09,24.42
ORD50522,CUST10522,2025-08-24,Fashion,West,COD,Premium,54,5,234.81,,104.5,5.0,8,No,122.11,1174.05,144.06,1029.99,314.94
ORD50523,CUST10523,2025-02-21,Sports,West,UPI,Premium,63,3,258.72,22.34,39.02,3.9,3,No,185.89,776.16,173.39,602.77,6.08
ORD50524,CUST10524,2024-04-24,Fashion,East,Net Banking,Premium,59,9,156.51,4.35,104.62,3.3,9,No,95.98,1408.59,61.27,1347.32,378.88
ORD50525,CUST10525,2025-09-08,Sports,North,COD,Regular,32,3,248.97,7.91,126.88,4.3,10,Yes,189.07,746.91,59.08,687.83,-6.26
ORD50526,CUST10526,2024-07-14,Electronics,East,COD,New,50,2,171.29,0.0,22.24,3.5,5,No,128.32,342.58,0.0,342.58,63.7
ORD50527,CUST10527,2025-05-15,Electronics,North,COD,New,33,5,293.91,27.66,155.72,4.0,9,No,236.62,1469.55,406.48,1063.07,-275.75
ORD50528,CUST10528,2025-09-17,Electronics,East,UPI,Regular,28,6,222.62,0.0,101.45,4.3,3,No,120.86,1335.72,0.0,1335.72,509.11
ORD50529,CUST10529,2025-05-07,Electronics,West,Debit Card,Premium,37,1,203.91,17.59,128.29,3.3,5,No,109.05,203.91,35.87,168.04,-69.3
ORD50530,CUST10530,2024-03-15,Electronics,Central,UPI,Premium,55,6,169.59,2.76,32.45,5.0,10,No,78.29,1017.54,28.08,989.46,487.27
ORD50531,CUST10531,2025-02-16,Electronics,East,Debit Card,Wholesale,41,10,420.85,4.64,120.72,5.0,6,No,253.29,4208.5,195.27,4013.23,1359.61
ORD50532,CUST10532,2025-01-10,Fashion,North,COD,Wholesale,33,3,235.89,19.45,20.0,3.7,9,No,146.22,707.67,137.64,570.03,111.37
ORD50533,CUST10533,2025-02-23,Beauty,North,COD,Premium,47,4,80.0,6.8,47.33,3.3,8,No,64.55,320.0,21.76,298.24,-7.29
ORD50534,CUST10534,2025-12-29,Sports,West,Net Banking,Regular,51,6,133.38,16.56,101.85,3.7,2,No,101.02,800.28,132.53,667.75,-40.22
ORD50535,CUST10535,2024-10-03,Electronics,North,Debit Card,Premium,18,8,156.24,21.66,77.58,3.7,2,No,79.95,1249.92,270.73,979.19,262.01
ORD50536,CUST10536,2025-11-06,Fashion,South,COD,Wholesale,41,9,181.14,13.4,91.24,4.7,5,No,135.03,1630.26,218.45,1411.81,105.3
ORD50537,CUST10537,2025-01-28,Fashion,Central,Credit Card,Premium,41,6,203.34,18.23,176.73,3.7,5,No,104.92,1220.04,222.41,997.63,191.38
ORD50538,CUST10538,2025-04-01,Fashion,East,Net Banking,Regular,26,7,98.13,12.56,90.53,3.2,5,No,46.98,686.91,86.28,600.63,181.24
ORD50539,CUST10539,2024-07-10,Beauty,Central,UPI,New,39,5,173.43,12.89,121.94,4.1,4,No,131.76,867.15,111.78,755.37,-25.37
ORD50540,CUST10540,2025-11-19,Sports,West,Net Banking,Regular,29,9,147.79,7.56,87.0,3.0,8,No,119.87,1330.11,100.56,1229.55,63.72
ORD50541,CUST10541,2024-04-08,Beauty,East,Credit Card,Regular,34,4,366.9,25.5,85.66,4.7,5,Yes,177.07,1467.6,374.24,1093.36,299.42
ORD50542,CUST10542,2025-07-01,Home & Kitchen,East,Debit Card,Wholesale,42,10,94.94,17.2,45.98,4.4,1,No,71.31,949.4,163.3,786.1,27.02
ORD50543,CUST10543,2024-04-05,Fashion,South,UPI,Regular,45,6,179.24,15.65,106.57,3.6,10,No,137.64,1075.44,168.31,907.13,-25.28
ORD50544,CUST10544,2025-10-25,Home & Kitchen,West,UPI,Regular,32,5,116.11,17.39,204.1,3.7,5,No,57.35,580.55,100.96,479.59,-11.26
ORD50545,CUST10545,2025-10-24,Grocery,North,Debit Card,Wholesale,47,1,608.47,7.26,93.95,4.2,1,Yes,337.58,608.47,44.17,564.3,132.77
ORD50546,CUST10546,2024-07-08,Electronics,South,Net Banking,Wholesale,44,5,410.26,18.52,77.98,3.3,4,No,295.98,2051.3,379.9,1671.4,113.52
ORD50547,CUST10547,2024-02-06,Electronics,South,COD,New,39,5,80.0,22.89,141.31,3.5,1,No,59.91,400.0,91.56,308.44,-132.42
ORD50548,CUST10548,2025-01-03,Beauty,Central,Net Banking,Premium,27,9,108.04,2.34,136.03,3.9,6,No,62.77,972.36,22.75,949.61,248.65
ORD50549,CUST10549,2025-11-25,Sports,Central,Credit Card,Regular,48,1,319.29,15.79,109.76,3.1,6,No,162.57,319.29,50.42,268.87,-3.46
ORD50550,CUST10550,2025-06-08,Home & Kitchen,Central,COD,Wholesale,44,5,244.02,12.44,76.12,3.7,1,No,168.35,1220.1,151.78,1068.32,150.45
ORD50551,CUST10551,2024-10-05,Sports,South,Net Banking,New,29,7,239.09,8.37,141.5,3.3,8,No,169.69,1673.63,140.08,1533.55,204.22
ORD50552,CUST10552,2024-08-04,Beauty,North,Debit Card,Premium,63,6,205.21,4.35,95.44,4.9,4,No,130.58,1231.26,53.56,1177.7,298.78
ORD50553,CUST10553,2024-09-29,Electronics,East,Credit Card,Wholesale,48,6,336.39,19.36,131.12,3.7,2,No,169.42,2018.34,390.75,1627.59,479.95
ORD50554,CUST10554,2024-03-02,Sports,Central,Credit Card,Premium,49,7,301.16,13.46,53.13,3.4,1,No,229.62,2108.12,283.75,1824.37,163.9
ORD50555,CUST10555,2025-08-18,Sports,North,Credit Card,Premium,49,6,150.08,10.55,63.6,4.4,3,Yes,103.37,900.48,95.0,805.48,121.66
ORD50556,CUST10556,2025-12-29,Electronics,West,COD,Regular,58,5,83.14,15.8,94.36,3.6,7,No,64.15,415.7,65.68,350.02,-65.09
ORD50557,CUST10557,2024-12-07,Home & Kitchen,Central,UPI,Regular,62,10,80.0,11.11,34.42,3.3,10,No,63.62,800.0,88.88,711.12,40.5
ORD50558,CUST10558,2025-01-31,Electronics,East,COD,Wholesale,52,5,169.46,7.07,73.35,4.6,10,Yes,126.77,847.3,59.9,787.4,80.2
ORD50559,CUST10559,2025-11-29,Sports,West,Net Banking,Premium,63,9,80.0,12.9,32.42,3.8,8,No,64.38,720.0,92.88,627.12,15.28
ORD50560,CUST10560,2024-01-19,Home & Kitchen,West,UPI,Wholesale,38,8,213.4,11.8,20.49,4.5,5,No,171.38,1707.2,201.45,1505.75,114.22
ORD50561,CUST10561,2024-06-25,Home & Kitchen,East,Net Banking,Wholesale,27,10,148.38,0.0,199.62,4.0,7,No,100.77,1483.8,0.0,1483.8,276.48
ORD50562,CUST10562,2025-09-03,Electronics,Central,UPI,Premium,33,4,641.33,7.59,62.6,4.1,2,No,461.39,2565.32,194.71,2370.61,462.45
ORD50563,CUST10563,2025-01-30,Sports,South,COD,Wholesale,24,4,226.57,3.15,66.55,4.4,4,No,160.59,906.28,28.55,877.73,168.82
ORD50564,CUST10564,2025-03-20,Beauty,East,Credit Card,Premium,21,10,177.86,0.44,93.61,3.6,6,No,120.91,1778.6,7.83,1770.77,468.06
ORD50565,CUST10565,2024-08-20,Sports,East,Debit Card,Premium,44,5,80.0,15.27,42.22,3.5,5,No,36.57,400.0,61.08,338.92,113.85
ORD50566,CUST10566,2024-03-16,Fashion,East,Credit Card,Premium,42,3,80.0,7.32,67.42,4.8,6,No,46.53,240.0,17.57,222.43,15.42
ORD50567,CUST10567,2024-09-21,Grocery,West,COD,Premium,48,8,282.27,19.29,172.55,4.4,2,No,137.47,2258.16,435.6,1822.56,550.25
ORD50568,CUST10568,2025-03-30,Beauty,North,UPI,New,28,7,147.89,0.0,106.11,4.0,7,No,82.98,1035.23,0.0,1035.23,348.26
ORD50569,CUST10569,2025-12-18,Home & Kitchen,South,Credit Card,Premium,65,5,941.99,9.92,134.37,4.5,8,No,447.79,4709.95,467.23,4242.72,1869.4
ORD50570,CUST10570,2025-01-18,Beauty,Central,COD,Regular,37,10,171.75,7.69,160.81,4.4,9,Yes,135.75,1717.5,132.08,1585.42,67.11
ORD50571,CUST10571,2025-07-17,Home & Kitchen,Central,Net Banking,Regular,53,3,202.31,0.95,99.48,4.6,6,No,124.82,606.93,5.77,601.16,127.22
ORD50572,CUST10572,2025-05-20,Home & Kitchen,North,Debit Card,Regular,34,5,80.0,12.04,80.04,3.3,7,No,41.61,400.0,48.16,351.84,63.75
ORD50573,CUST10573,2025-01-01,Beauty,East,Credit Card,Premium,62,3,335.57,1.57,25.48,4.0,1,No,223.61,1006.71,15.81,990.9,294.59
ORD50574,CUST10574,2024-05-23,Home & Kitchen,South,UPI,Regular,28,10,99.31,13.56,72.77,4.7,9,No,51.91,993.1,134.66,858.44,266.57
ORD50575,CUST10575,2024-03-09,Home & Kitchen,Central,Net Banking,New,47,5,254.9,17.05,82.69,5.0,6,No,190.57,1274.5,217.3,1057.2,21.66
ORD50576,CUST10576,2024-04-08,Fashion,Central,COD,Wholesale,52,1,307.25,13.87,53.67,3.7,4,No,173.04,307.25,42.62,264.63,37.92
ORD50577,CUST10577,2025-01-30,Sports,East,Debit Card,Premium,58,6,192.84,14.76,159.54,4.1,10,No,109.25,1157.04,170.78,986.26,171.22
ORD50578,CUST10578,2024-01-25,Sports,North,UPI,Regular,55,10,567.95,19.22,139.6,4.0,9,No,438.39,5679.5,1091.6,4587.9,64.4
ORD50579,CUST10579,2025-04-13,Grocery,South,COD,New,39,4,121.88,11.81,134.35,3.2,1,Yes,80.06,487.52,57.58,429.94,-24.65
ORD50580,CUST10580,2025-04-28,Grocery,North,COD,Wholesale,60,4,538.67,6.22,84.77,3.8,2,No,419.25,2154.68,134.02,2020.66,258.89
ORD50581,CUST10581,2025-07-18,Fashion,North,Credit Card,New,65,8,80.0,7.74,43.51,3.0,3,No,48.22,640.0,49.54,590.46,161.19
ORD50582,CUST10582,2024-05-30,Grocery,South,Credit Card,Regular,44,2,304.71,7.89,149.76,3.9,1,No,175.89,609.42,48.08,561.34,59.8
ORD50583,CUST10583,2024-05-23,Beauty,South,UPI,New,54,4,165.25,4.7,105.09,3.3,2,No,105.31,661.0,31.07,629.93,103.6
ORD50584,CUST10584,2025-07-22,Electronics,Central,COD,Wholesale,63,2,114.4,17.49,124.79,4.1,2,No,54.08,228.8,40.02,188.78,-44.17
ORD50585,CUST10585,2024-02-08,Electronics,Central,Credit Card,Regular,52,1,80.0,15.69,117.87,3.8,7,Yes,40.56,80.0,12.55,67.45,-90.98
ORD50586,CUST10586,2024-04-18,Electronics,South,Debit Card,Wholesale,21,10,153.02,0.34,103.98,3.8,10,No,81.29,1530.2,5.2,1525.0,608.12
ORD50587,CUST10587,2025-11-23,Fashion,West,Debit Card,New,33,3,146.87,6.22,179.98,5.0,6,No,110.47,440.61,27.41,413.2,-98.19
ORD50588,CUST10588,2024-02-11,Fashion,Central,COD,Premium,33,8,202.83,4.36,60.42,4.0,9,No,146.34,1622.64,70.75,1551.89,320.75
ORD50589,CUST10589,2024-07-04,Home & Kitchen,West,Credit Card,Premium,38,6,290.36,14.22,76.1,5.0,5,No,151.43,1742.16,247.74,1494.42,509.74
ORD50590,CUST10590,2025-02-01,Electronics,South,UPI,Premium,43,7,107.18,19.54,163.85,4.3,9,No,59.21,750.26,146.6,603.66,25.34
ORD50591,CUST10591,2024-08-10,Beauty,Central,UPI,Premium,53,2,568.43,15.14,93.69,4.5,10,No,454.39,1136.86,172.12,964.74,-37.73
ORD50592,CUST10592,2025-09-25,Grocery,North,UPI,Wholesale,36,6,127.73,7.09,84.33,3.4,9,No,61.53,766.38,54.34,712.04,258.53
ORD50593,CUST10593,2024-05-12,Beauty,South,Debit Card,Premium,34,8,268.12,9.77,78.61,3.5,2,No,174.96,2144.96,209.56,1935.4,457.11
ORD50594,CUST10594,2024-06-11,Grocery,East,Credit Card,Wholesale,62,8,192.21,2.25,120.57,4.0,9,No,123.62,1537.68,34.6,1503.08,393.55
ORD50595,CUST10595,2024-08-02,Electronics,West,Credit Card,Regular,43,4,159.31,2.79,79.68,4.8,3,No,114.47,637.24,17.78,619.46,81.9
ORD50596,CUST10596,2024-08-22,Electronics,South,Debit Card,Premium,39,6,186.05,17.92,74.63,3.8,3,No,101.72,1116.3,200.04,916.26,231.31
ORD50597,CUST10597,2025-10-19,Electronics,South,UPI,Wholesale,45,5,98.38,22.11,119.83,3.1,9,No,78.3,491.9,108.76,383.14,-128.19
ORD50598,CUST10598,2025-08-10,Fashion,Central,UPI,Premium,18,9,140.9,7.0,94.2,4.3,7,No,84.81,1268.1,88.77,1179.33,321.84
ORD50599,CUST10599,2024-01-09,Grocery,Central,COD,Premium,61,8,80.0,12.34,44.57,4.0,8,No,44.46,640.0,78.98,561.02,160.77
ORD50600,CUST10600,2024-03-14,Fashion,Central,Net Banking,Premium,53,2,126.85,17.04,91.44,3.6,7,No,72.89,253.7,43.23,210.47,-26.75
ORD50601,CUST10601,2025-05-06,Fashion,East,Credit Card,Wholesale,60,7,133.84,0.35,152.75,3.8,9,No,77.5,936.88,3.28,933.6,238.35
ORD50602,CUST10602,2024-09-09,Sports,Central,Credit Card,New,54,7,314.0,4.66,124.44,3.4,8,No,164.41,2198.0,102.43,2095.57,820.26
ORD50603,CUST10603,2024-08-17,Beauty,South,Credit Card,Premium,19,1,146.09,25.96,158.31,4.6,4,No,115.9,146.09,37.92,108.17,-166.04
ORD50604,CUST10604,2025-06-02,Beauty,Central,Net Banking,Premium,34,1,135.47,5.3,57.09,4.0,2,No,69.73,135.47,7.18,128.29,1.47
ORD50605,CUST10605,2024-06-22,Home & Kitchen,North,COD,Regular,57,4,209.14,9.47,138.16,4.2,5,No,162.43,836.56,79.22,757.34,-30.54
ORD50606,CUST10606,2025-10-14,Fashion,Central,Net Banking,New,55,5,203.88,7.78,60.82,3.6,2,No,122.29,1019.4,79.31,940.09,267.82
ORD50607,CUST10607,2024-06-16,Grocery,East,UPI,Wholesale,38,4,123.45,0.0,34.54,4.9,4,No,67.85,493.8,0.0,493.8,187.86
ORD50608,CUST10608,2024-06-18,Sports,North,UPI,Regular,26,7,234.22,12.58,53.86,4.1,2,Yes,122.6,1639.54,206.25,1433.29,521.23
ORD50609,CUST10609,2025-01-27,Sports,South,Credit Card,Premium,30,3,161.4,11.82,95.91,2.6,5,No,102.75,484.2,57.23,426.97,22.81
ORD50610,CUST10610,2025-09-25,Beauty,South,Debit Card,Regular,28,7,123.32,13.27,136.26,4.3,6,Yes,86.03,863.24,114.55,748.69,10.22
ORD50611,CUST10611,2024-07-12,Fashion,West,Credit Card,Regular,33,8,131.36,11.41,103.97,3.8,1,No,102.77,1050.88,119.91,930.97,4.84
ORD50612,CUST10612,2025-05-31,Home & Kitchen,North,Debit Card,Premium,33,6,335.99,8.78,83.1,3.9,8,No,232.31,2015.94,177.0,1838.94,361.98
ORD50613,CUST10613,2024-01-29,Fashion,West,Net Banking,New,19,6,133.95,8.38,43.55,4.6,2,No,84.25,803.7,67.35,736.35,187.3
ORD50614,CUST10614,2024-06-13,Electronics,North,UPI,New,59,8,214.81,8.5,121.74,4.1,5,No,99.33,1718.48,146.07,1572.41,656.03
ORD50615,CUST10615,2025-02-25,Fashion,North,Debit Card,Regular,61,8,80.0,5.08,133.36,5.0,8,No,63.1,640.0,32.51,607.49,-30.67
ORD50616,CUST10616,2024-12-04,Electronics,East,Net Banking,Premium,25,7,374.26,6.16,103.42,4.1,5,Yes,293.37,2619.82,161.38,2458.44,301.43
ORD50617,CUST10617,2025-10-09,Electronics,West,UPI,Wholesale,60,6,124.1,5.2,42.65,3.7,3,No,73.23,744.6,38.72,705.88,223.85
ORD50618,CUST10618,2025-05-10,Home & Kitchen,East,Debit Card,Regular,59,6,235.14,16.01,126.39,2.8,6,No,108.34,1410.84,225.88,1184.96,408.53
ORD50619,CUST10619,2024-12-30,Grocery,North,Credit Card,Wholesale,30,10,153.93,14.14,145.23,3.5,1,No,111.04,1539.3,217.66,1321.64,66.01
ORD50620,CUST10620,2024-12-07,Beauty,South,Credit Card,Regular,34,6,233.4,12.19,158.99,3.8,1,No,173.4,1400.4,170.71,1229.69,30.3
ORD50621,CUST10621,2025-05-14,Fashion,North,Credit Card,Regular,56,8,241.83,25.6,70.3,5.0,8,No,157.36,1934.64,495.27,1439.37,110.19
ORD50622,CUST10622,2025-10-18,Electronics,East,Net Banking,Premium,41,1,165.0,5.52,109.63,3.7,7,No,98.85,165.0,9.11,155.89,-52.59
ORD50623,CUST10623,2025-05-25,Fashion,West,Credit Card,Premium,20,5,80.0,19.83,65.95,5.0,10,No,61.19,400.0,79.32,320.68,-51.22
ORD50624,CUST10624,2024-11-22,Grocery,West,COD,Wholesale,47,3,368.4,10.18,48.49,3.3,10,No,192.02,1105.2,112.51,992.69,368.14
ORD50625,CUST10625,2024-08-04,Beauty,East,UPI,Wholesale,30,8,165.52,13.1,161.24,3.5,3,No,101.4,1324.16,173.46,1150.7,178.26
ORD50626,CUST10626,2024-10-27,Grocery,West,Net Banking,New,36,6,230.26,16.7,115.41,4.7,8,No,105.7,1381.56,230.72,1150.84,401.23
ORD50627,CUST10627,2024-05-11,Beauty,Central,Credit Card,Premium,24,2,284.18,8.66,148.17,3.6,8,No,145.13,568.36,49.22,519.14,80.71
ORD50628,CUST10628,2024-03-10,Sports,South,UPI,Regular,26,7,134.67,4.6,34.88,4.7,1,No,107.48,942.69,43.36,899.33,112.09
ORD50629,CUST10629,2024-09-08,Beauty,South,Debit Card,Regular,36,7,253.7,5.76,102.98,3.5,10,No,168.43,1775.9,102.29,1673.61,391.62
ORD50630,CUST10630,2025-02-18,Home & Kitchen,South,Credit Card,New,62,5,111.5,0.0,112.87,3.5,7,No,83.41,557.5,0.0,557.5,27.58
ORD50631,CUST10631,2025-03-20,Grocery,West,UPI,Premium,57,8,233.2,16.25,52.55,4.4,2,No,146.92,1865.6,303.16,1562.44,334.53
ORD50632,CUST10632,2024-06-30,Electronics,West,COD,Regular,39,5,183.61,16.08,156.95,3.5,2,No,139.34,918.05,147.62,770.43,-83.22
ORD50633,CUST10633,2024-06-15,Sports,North,Debit Card,New,35,1,137.74,23.09,78.95,3.8,2,No,89.45,137.74,31.8,105.94,-62.46
ORD50634,CUST10634,2024-03-31,Home & Kitchen,North,COD,New,40,9,186.89,14.9,110.41,4.3,5,No,84.41,1682.01,250.62,1431.39,561.29
ORD50635,CUST10635,2025-12-14,Fashion,South,UPI,Regular,19,4,91.3,16.59,65.24,3.8,7,No,71.48,365.2,60.59,304.61,-46.55
ORD50636,CUST10636,2025-06-14,Grocery,Central,COD,Regular,28,2,221.6,11.43,36.25,3.6,4,No,111.9,443.2,50.66,392.54,132.49
ORD50637,CUST10637,2024-02-08,Electronics,North,UPI,Wholesale,48,4,237.06,15.25,131.09,3.2,4,No,146.2,948.24,144.61,803.63,87.74
ORD50638,CUST10638,2024-05-05,Beauty,North,UPI,Premium,50,9,226.94,19.63,107.06,4.9,9,No,142.15,2042.46,400.93,1641.53,255.12
ORD50639,CUST10639,2025-03-26,Electronics,West,COD,Wholesale,31,2,481.26,13.27,100.68,5.0,10,No,224.98,962.52,127.73,834.79,284.15
ORD50640,CUST10640,2024-06-21,Fashion,Central,UPI,New,33,4,170.42,8.35,77.48,4.2,9,No,80.04,681.68,56.92,624.76,227.12
ORD50641,CUST10641,2025-10-14,Sports,South,Credit Card,Regular,28,2,178.22,10.46,105.83,3.8,7,No,130.48,356.44,37.28,319.16,-47.63
ORD50642,CUST10642,2024-08-07,Sports,North,UPI,Wholesale,50,5,84.72,17.26,146.98,3.9,10,No,47.54,423.6,73.11,350.49,-34.19
ORD50643,CUST10643,2025-09-29,Grocery,Central,Net Banking,New,24,3,503.76,8.56,59.23,4.5,4,No,303.04,1511.28,129.37,1381.91,413.56
ORD50644,CUST10644,2024-02-27,Sports,Central,UPI,Premium,48,10,80.0,,115.21,4.7,8,Yes,52.7,800.0,145.76,654.24,12.03
ORD50645,CUST10645,2025-10-21,Grocery,South,Net Banking,Regular,65,2,210.31,25.36,99.11,3.6,10,No,123.69,420.62,106.67,313.95,-32.54
ORD50646,CUST10646,2025-04-20,Grocery,Central,UPI,Wholesale,63,9,121.56,18.31,81.7,4.7,3,No,89.56,1094.04,200.32,893.72,5.98
ORD50647,CUST10647,2025-03-31,Grocery,Central,UPI,Premium,64,5,188.77,17.23,20.0,4.4,3,No,146.72,943.85,162.63,781.22,27.62
ORD50648,CUST10648,2024-12-26,Beauty,Central,COD,Wholesale,31,10,80.0,14.43,89.46,4.7,7,No,37.77,800.0,115.44,684.56,217.4
ORD50649,CUST10649,2024-01-01,Home & Kitchen,North,Credit Card,New,45,5,323.62,6.56,120.27,3.0,9,No,221.71,1618.1,106.15,1511.95,283.13
ORD50650,CUST10650,2025-01-21,Grocery,South,Credit Card,Premium,60,1,97.43,5.93,104.58,3.7,4,No,55.29,97.43,5.78,91.65,-68.22
ORD50651,CUST10651,2024-12-13,Grocery,Central,Debit Card,Wholesale,33,6,386.86,5.86,25.26,3.9,4,No,257.58,2321.16,136.02,2185.14,614.4
ORD50652,CUST10652,2024-07-08,Home & Kitchen,Central,COD,Premium,36,7,99.19,15.88,146.12,3.7,1,No,62.4,694.33,110.26,584.07,1.15
ORD50653,CUST10653,2025-05-19,Electronics,North,COD,New,34,1,341.68,9.27,164.16,5.0,1,No,195.94,341.68,31.67,310.01,-50.09
ORD50654,CUST10654,2024-07-09,Grocery,South,Credit Card,Premium,43,9,105.62,11.8,85.07,3.7,3,No,51.23,950.58,112.17,838.41,292.27
ORD50655,CUST10655,2025-05-22,Beauty,West,COD,Wholesale,23,8,121.57,14.93,194.0,4.3,7,No,79.87,972.56,145.2,827.36,-5.6
ORD50656,CUST10656,2025-01-03,Sports,North,Credit Card,New,60,8,181.05,6.12,52.67,4.1,9,No,89.03,1448.4,88.64,1359.76,594.85
ORD50657,CUST10657,2025-02-12,Sports,South,COD,Regular,26,7,104.46,8.49,32.76,3.8,4,Yes,53.04,731.22,62.08,669.14,265.1
ORD50658,CUST10658,2024-04-26,Fashion,Central,UPI,Wholesale,34,5,102.48,14.26,44.33,3.5,2,No,83.36,512.4,73.07,439.33,-21.8
ORD50659,CUST10659,2024-05-13,Fashion,South,Credit Card,Wholesale,48,3,105.25,9.96,101.03,5.0,6,No,59.7,315.75,31.45,284.3,4.17
ORD50660,CUST10660,2024-02-27,Sports,South,Credit Card,New,29,9,223.02,10.62,20.0,3.9,6,No,148.59,2007.18,213.16,1794.02,436.71
ORD50661,CUST10661,2025-07-09,Sports,South,Net Banking,New,40,7,181.22,4.77,76.01,4.6,9,No,99.8,1268.54,60.51,1208.03,433.42
ORD50662,CUST10662,2025-11-15,Beauty,West,COD,Regular,22,10,187.58,10.71,222.05,4.0,4,No,144.48,1875.8,200.9,1674.9,8.05
ORD50663,CUST10663,2025-11-02,Home & Kitchen,South,COD,Wholesale,60,10,146.79,,22.33,3.7,8,No,81.44,1467.9,345.98,1121.92,285.19
ORD50664,CUST10664,2024-06-21,Fashion,West,Credit Card,New,53,8,258.96,8.88,65.38,4.1,3,No,151.69,2071.68,183.97,1887.71,608.81
ORD50665,CUST10665,2024-05-28,Home & Kitchen,Central,UPI,Regular,53,6,358.72,3.97,43.38,4.2,2,No,242.17,2152.32,85.45,2066.87,570.47
ORD50666,CUST10666,2024-03-20,Beauty,West,UPI,Regular,20,5,263.53,18.71,77.18,3.7,9,No,203.42,1317.65,246.53,1071.12,-23.16
ORD50667,CUST10667,2024-07-31,Sports,Central,UPI,New,41,8,158.25,15.66,74.33,3.5,6,No,119.0,1266.0,198.26,1067.74,41.41
ORD50668,CUST10668,2024-07-21,Grocery,Central,COD,Wholesale,34,3,81.98,13.49,59.87,4.3,8,Yes,44.89,245.94,33.18,212.76,18.22
ORD50669,CUST10669,2024-08-16,Home & Kitchen,West,Net Banking,Premium,56,7,80.0,2.77,82.97,4.1,10,No,60.55,560.0,15.51,544.49,37.67
ORD50670,CUST10670,2025-11-06,Sports,North,Credit Card,Premium,43,2,173.79,3.76,118.49,3.6,9,No,123.29,347.58,13.07,334.51,-30.56
ORD50671,CUST10671,2024-08-14,Sports,East,Debit Card,Regular,21,3,80.0,1.24,152.34,3.4,1,No,65.3,240.0,2.98,237.02,-111.22
ORD50672,CUST10672,2025-10-20,Electronics,South,Net Banking,Premium,62,2,159.25,15.02,77.2,4.2,1,No,126.78,318.5,47.84,270.66,-60.1
ORD50673,CUST10673,2025-06-15,Home & Kitchen,East,Debit Card,Premium,29,5,451.11,19.14,90.26,2.8,5,No,291.99,2255.55,431.71,1823.84,273.63
ORD50674,CUST10674,2025-03-16,Grocery,South,Net Banking,New,18,7,85.65,15.26,110.85,3.8,9,Yes,62.31,599.55,91.49,508.06,-38.96
ORD50675,CUST10675,2025-02-05,Home & Kitchen,South,UPI,Regular,38,10,80.0,25.65,34.39,4.1,7,No,52.88,800.0,205.2,594.8,31.61
ORD50676,CUST10676,2024-02-16,Sports,Central,COD,Wholesale,36,10,274.24,8.91,83.13,5.0,7,No,183.78,2742.4,244.35,2498.05,577.12
ORD50677,CUST10677,2024-08-20,Grocery,South,Debit Card,Regular,38,1,80.0,9.73,,4.0,2,No,39.0,80.0,7.78,72.22,-34.03
ORD50678,CUST10678,2024-10-31,Beauty,South,Net Banking,New,35,10,232.33,12.75,132.84,3.8,3,Yes,104.74,2323.3,296.22,2027.08,846.84
ORD50679,CUST10679,2025-06-09,Electronics,West,COD,Premium,60,9,470.85,10.39,168.83,4.2,4,No,220.28,4237.65,440.29,3797.36,1646.01
ORD50680,CUST10680,2024-05-22,Sports,East,Debit Card,Wholesale,20,1,102.81,15.49,55.03,3.5,2,No,83.03,102.81,15.93,86.88,-51.18
ORD50681,CUST10681,2025-02-18,Fashion,West,Credit Card,Regular,61,1,91.95,7.52,147.6,3.9,10,No,45.67,91.95,6.91,85.04,-108.23
ORD50682,CUST10682,2025-05-27,Fashion,South,Net Banking,Premium,49,10,266.01,2.24,24.37,4.0,9,No,124.07,2660.1,59.59,2600.51,1335.44
ORD50683,CUST10683,2025-01-07,Electronics,Central,Credit Card,Regular,27,8,84.69,0.0,99.03,4.4,5,Yes,47.81,677.52,0.0,677.52,196.01
