Application_ID,Customer_ID,Application_Date,Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Loan_Tenure_Months,Existing_Loans,Previous_Defaults,Monthly_Expenses,Savings,Dependents,Gender,Employment_Type,Education_Level,Location,Loan_Type,Marital_Status,Payment_History,Loan_Defaulted
APP100652,CUST10652,2024-02-27,21,80507.0,654.0,9,866460,72,2,1,82551.0,700179,4,Female,Salaried,Postgraduate,Urban,Vehicle,Single,Average,1
APP100653,CUST10653,2023-01-06,23,75134.0,655.0,7,1689422,48,2,0,50440.0,246921,0,Male,Business,Graduate,Urban,Home,Married,Excellent,0
APP100654,CUST10654,2024-04-02,36,151172.0,781.0,19,1909339,60,3,0,40744.0,289160,5,Male,Self-Employed,Graduate,Urban,Education,Married,Good,0
APP100655,CUST10655,2024-07-07,43,46172.0,693.0,7,117573,72,1,0,88391.0,411464,5,Female,Self-Employed,Graduate,Urban,Business,Single,Excellent,1
APP100656,CUST10656,2024-06-05,31,38132.0,707.0,8,703761,24,2,0,16891.0,649472,2,Male,Salaried,Graduate,Urban,Education,Single,Excellent,1
APP100657,CUST10657,2025-04-25,32,36199.0,656.0,6,517508,60,1,0,77131.0,415492,4,Male,Salaried,Graduate,Urban,Vehicle,Married,Average,1
APP100658,CUST10658,2024-07-04,30,54609.0,754.0,13,1089970,36,1,0,67093.0,625832,4,Female,Self-Employed,High School,Semi-Urban,Vehicle,Married,Excellent,1
APP100659,CUST10659,2023-01-11,52,157088.0,717.0,27,1275974,72,0,0,55294.0,758109,4,Female,Salaried,Postgraduate,Urban,Business,Single,Good,0
APP100660,CUST10660,2024-05-11,36,49881.0,667.0,1,395123,36,4,0,33557.0,153427,3,Male,,Postgraduate,Urban,Education,Single,Excellent,1
APP100661,CUST10661,2025-11-05,28,42472.0,571.0,24,1067232,60,4,1,66166.0,480238,0,Female,Business,High School,Rural,Education,Married,Good,0
APP100662,CUST10662,2025-11-22,58,72131.0,706.0,10,840555,24,5,0,88817.0,708636,0,Male,Salaried,Graduate,Urban,Business,Married,Excellent,1
APP100663,CUST10663,2025-01-14,32,173159.0,733.0,7,328747,36,3,0,7192.0,849883,2,Male,Salaried,Graduate,Urban,Vehicle,Single,Average,0
APP100664,CUST10664,2024-05-03,44,30828.0,617.0,12,378085,48,3,0,50032.0,518955,1,Female,Business,Graduate,Rural,Home,Married,Excellent,1
APP100665,CUST10665,2025-01-05,48,114664.0,668.0,20,92597,72,4,0,54851.0,550817,2,Male,Contract,Graduate,Semi-Urban,Education,Single,Average,0
APP100666,CUST10666,2024-04-02,28,150473.0,730.0,14,1817174,60,5,1,47861.0,172086,0,Female,Salaried,High School,Semi-Urban,Personal,Single,Good,1
APP100667,CUST10667,2025-12-10,48,33193.0,572.0,27,920670,24,4,0,39946.0,649830,3,Female,Business,Graduate,Urban,Education,Married,Good,1
APP100668,CUST10668,2024-04-08,56,169379.0,641.0,2,485935,48,5,0,54884.0,287240,2,Male,Self-Employed,Graduate,Rural,Education,Married,Average,0
APP100669,CUST10669,2023-02-12,46,120518.0,718.0,22,1845722,60,5,2,51360.0,624941,1,Male,Contract,Graduate,Urban,Education,Single,Excellent,1
APP100670,CUST10670,2024-06-22,28,37611.0,773.0,13,1402471,84,5,1,68252.0,969237,5,Female,Salaried,Graduate,Rural,Vehicle,Married,Good,0
APP100671,CUST10671,2024-07-21,48,161022.0,850.0,29,136978,24,5,0,46472.0,532705,2,Female,Contract,Postgraduate,Rural,Personal,Married,Excellent,0
APP100672,CUST10672,2023-05-01,48,94240.0,837.0,14,1378413,48,0,0,40455.0,601269,4,Female,Salaried,Postgraduate,Semi-Urban,Education,Single,Good,0
APP100673,CUST10673,2024-09-16,57,20745.0,701.0,1,1581333,36,0,0,33672.0,600241,1,Female,Salaried,Graduate,Semi-Urban,Home,Married,Poor,1
APP100674,CUST10674,2023-11-12,61,73243.0,654.0,28,1267345,60,4,0,8756.0,544782,4,Male,Salaried,High School,Semi-Urban,Personal,Married,Excellent,0
APP100675,CUST10675,2025-10-18,56,21866.0,759.0,18,406668,60,5,0,75030.0,903102,3,Female,Salaried,Graduate,Urban,Business,Married,Average,1
APP100676,CUST10676,2024-09-12,47,146681.0,649.0,11,410013,36,2,0,63151.0,385983,0,Male,Self-Employed,Graduate,Semi-Urban,Home,Married,Good,0
APP100677,CUST10677,2024-03-29,37,89354.0,633.0,24,735352,84,5,0,39047.0,411518,2,Female,Self-Employed,High School,Rural,Business,Single,Excellent,1
APP100678,CUST10678,2024-11-17,29,69374.0,667.0,19,1424545,12,2,0,77074.0,584957,2,Female,Salaried,Graduate,Urban,Education,Married,Poor,1
APP100679,CUST10679,2024-09-15,53,132397.0,658.0,3,714882,48,0,1,67391.0,958931,4,Male,Salaried,High School,Rural,Vehicle,Single,Poor,0
APP100680,CUST10680,2024-09-03,40,142577.0,721.0,2,1491195,36,5,2,7221.0,460486,4,Male,Salaried,Graduate,Semi-Urban,Education,Single,Average,1
APP100681,CUST10681,2025-08-16,33,179188.0,645.0,4,1930414,60,1,0,10164.0,325407,0,Female,Salaried,High School,Semi-Urban,Education,Married,Good,1
APP100682,CUST10682,2024-10-08,48,99029.0,696.0,2,288078,48,4,0,38622.0,831706,2,Male,Salaried,High School,Urban,Business,Single,Excellent,0
APP100683,CUST10683,2025-02-01,49,111574.0,810.0,24,1338716,84,5,0,40980.0,910672,0,Male,Salaried,Graduate,Urban,Education,Single,Good,0
APP100684,CUST10684,2023-08-28,33,169519.0,699.0,14,1766057,48,3,1,56738.0,495850,4,Male,Salaried,Postgraduate,Rural,Home,Married,Good,1
APP100685,CUST10685,2025-01-03,55,48431.0,804.0,18,1746235,12,2,1,89688.0,427019,5,Male,Salaried,Graduate,Urban,Vehicle,Single,Good,1
APP100686,CUST10686,2024-01-12,26,166980.0,780.0,1,1506011,60,5,2,84921.0,689524,4,Female,Business,Graduate,Semi-Urban,Business,Married,Average,0
APP100687,CUST10687,2023-01-04,38,47336.0,734.0,11,838049,24,1,2,28612.0,43441,1,Male,Salaried,Postgraduate,Semi-Urban,Personal,Married,Average,1
APP100688,CUST10688,2025-03-04,25,58992.0,663.0,4,93016,12,2,0,83066.0,68327,4,Female,Salaried,Graduate,Urban,Education,Single,Excellent,1
APP100689,CUST10689,2025-04-25,45,73350.0,768.0,21,493888,12,1,1,73876.0,367605,4,Female,Salaried,High School,Semi-Urban,Business,Single,Good,1
APP100690,CUST10690,2023-07-16,22,87561.0,671.0,16,1384996,24,4,0,65572.0,775629,5,Female,Salaried,Graduate,Urban,Education,Married,Poor,1
APP100691,CUST10691,2024-01-24,30,69955.0,690.0,13,1853823,24,4,0,38043.0,104099,0,Female,Self-Employed,Postgraduate,Urban,Education,Married,Excellent,1
APP100692,CUST10692,2023-09-18,50,79240.0,715.0,27,1432960,84,4,0,82831.0,81925,1,Male,Contract,Graduate,Urban,Business,Married,Good,0
APP100693,CUST10693,2024-08-25,65,169165.0,690.0,26,942724,84,0,0,71250.0,318179,1,Female,Business,High School,Semi-Urban,Home,Single,Excellent,1
APP100694,CUST10694,2023-04-04,25,,636.0,21,1285383,12,1,1,43822.0,377007,2,Female,Self-Employed,Graduate,Rural,Personal,Single,Good,1
APP100695,CUST10695,2023-05-16,53,64607.0,575.0,9,1640823,48,5,0,64424.0,280634,5,Male,Salaried,Postgraduate,Urban,Education,Single,Good,1
APP100696,CUST10696,2024-06-08,21,170035.0,762.0,2,1651386,36,3,1,71345.0,535332,3,Male,Salaried,High School,Urban,Home,Married,Excellent,0
APP100697,CUST10697,2024-05-12,38,70870.0,733.0,3,1547879,36,3,0,57878.0,964273,2,Male,Salaried,Graduate,Urban,Education,Single,Excellent,1
APP100698,CUST10698,2023-04-22,52,82110.0,561.0,5,1501745,12,4,0,69963.0,818941,2,Female,Business,Graduate,Urban,Education,Married,Good,1
APP100699,CUST10699,2024-01-04,31,170008.0,634.0,23,76567,48,3,0,5036.0,557132,2,Male,Business,Graduate,Urban,Home,Married,Good,1
APP100700,CUST10700,2025-07-24,41,134895.0,703.0,30,1552315,24,2,0,37402.0,853644,1,Female,Salaried,Graduate,Rural,Education,Single,Excellent,1
APP100701,CUST10701,2025-02-06,46,22426.0,723.0,24,1161284,72,1,0,15273.0,419820,0,Female,Salaried,Postgraduate,Rural,Personal,Single,Average,1
APP100702,CUST10702,2024-08-08,45,45606.0,576.0,21,176206,12,1,0,30030.0,425776,4,Female,Salaried,Graduate,Urban,Business,Single,Good,1
APP100703,CUST10703,2024-11-03,42,46151.0,683.0,15,596848,60,1,1,57460.0,464324,1,Male,Salaried,Graduate,Semi-Urban,Home,Married,Excellent,1
APP100704,CUST10704,2024-05-25,47,29308.0,730.0,6,1681254,48,2,0,81939.0,137278,4,Female,Business,Graduate,Semi-Urban,Vehicle,Married,Average,1
APP100705,CUST10705,2024-12-13,33,108306.0,664.0,14,1748636,60,5,0,85573.0,906019,4,Female,Salaried,High School,Rural,Education,Single,Good,1
APP100706,CUST10706,2025-03-30,53,124984.0,709.0,29,511365,60,0,1,24039.0,345776,3,Male,Salaried,Graduate,Urban,Business,Single,Excellent,0
APP100707,CUST10707,2024-01-12,54,20204.0,653.0,20,1004164,12,2,0,19017.0,165622,2,Female,Business,,Rural,Personal,Single,Average,1
APP100708,CUST10708,2024-06-28,61,110769.0,758.0,29,1405824,48,1,0,87901.0,581520,3,Male,Salaried,Graduate,Rural,Personal,Single,Excellent,1
APP100709,CUST10709,2023-03-14,55,105265.0,630.0,27,1680669,60,1,0,44215.0,826660,2,Male,Salaried,Graduate,Rural,Vehicle,Married,Average,0
APP100710,CUST10710,2025-08-31,21,49131.0,604.0,30,286109,84,1,0,17583.0,260693,1,Male,Salaried,Graduate,Semi-Urban,Personal,Married,Average,1
APP100711,CUST10711,2024-05-18,41,70428.0,692.0,24,545951,84,5,0,37919.0,615213,4,Male,Salaried,Graduate,Urban,Business,Single,Good,1
APP100712,CUST10712,2025-03-15,26,51870.0,582.0,19,1385216,48,3,0,52025.0,829125,3,Male,Salaried,Graduate,Semi-Urban,Vehicle,Married,Excellent,1
APP100713,CUST10713,2024-12-10,48,121547.0,532.0,25,1837237,36,0,0,49254.0,89533,5,Male,Salaried,Graduate,Urban,Home,Single,Excellent,1
APP100714,CUST10714,2023-11-21,37,67067.0,771.0,10,141257,72,2,0,51275.0,367163,1,Female,Business,Graduate,Urban,Vehicle,Single,Excellent,0
APP100715,CUST10715,2024-01-23,25,130217.0,616.0,21,1102091,60,1,0,62943.0,248815,1,Male,Self-Employed,Graduate,Urban,Home,Single,Average,0
APP100716,CUST10716,2025-04-07,51,170679.0,590.0,20,578742,60,4,0,14514.0,92165,5,Female,Salaried,Postgraduate,Urban,Personal,Married,Good,1
APP100717,CUST10717,2023-08-28,25,174040.0,629.0,0,287145,48,0,2,43416.0,39337,2,Female,Business,Graduate,Urban,Business,Married,Excellent,0
APP100718,CUST10718,2025-09-02,58,116934.0,626.0,4,72873,84,4,0,6511.0,22060,4,Female,Salaried,Postgraduate,Urban,Education,Single,Good,0
APP100719,CUST10719,2023-01-31,23,160980.0,679.0,12,1958928,72,0,0,23642.0,771896,2,Female,,High School,Urban,Vehicle,Single,Excellent,1
APP100720,CUST10720,2024-04-23,43,175495.0,608.0,20,1374447,36,1,1,87151.0,965297,2,Male,Salaried,Graduate,Urban,Personal,Single,Excellent,0
APP100721,CUST10721,2025-11-03,57,92707.0,,13,1751240,60,0,1,56894.0,216213,1,Female,Salaried,High School,Urban,Business,Single,Excellent,1
APP100722,CUST10722,2024-12-17,57,79215.0,738.0,8,643358,12,0,1,29225.0,695641,2,Male,Salaried,Graduate,Rural,Education,Married,Average,0
APP100723,CUST10723,2023-03-09,30,67429.0,594.0,16,1984067,84,1,2,25846.0,702120,0,Female,Salaried,Graduate,Semi-Urban,Vehicle,Single,Excellent,1
APP100724,CUST10724,2025-10-02,30,100152.0,644.0,14,1747428,48,5,0,34152.0,473085,5,Male,Contract,Graduate,Semi-Urban,Business,Married,Good,1
APP100725,CUST10725,2024-06-21,39,126048.0,651.0,20,278497,48,4,0,71107.0,53993,5,Male,Salaried,Graduate,Urban,Personal,Single,Excellent,1
APP100726,CUST10726,2023-10-18,37,156731.0,678.0,30,691501,84,5,0,55354.0,493539,4,Female,Salaried,Postgraduate,Rural,Vehicle,Married,Good,1
APP100727,CUST10727,2025-09-01,41,95240.0,771.0,6,755339,60,4,0,31188.0,608747,5,Male,Salaried,High School,Rural,Vehicle,Married,Good,0
APP100728,CUST10728,2023-01-24,34,131688.0,776.0,26,1648329,36,3,0,65910.0,515956,2,Male,Salaried,Graduate,Urban,Home,Married,Excellent,1
APP100729,CUST10729,2024-02-19,29,64473.0,850.0,21,1283548,60,4,0,47530.0,957303,2,Male,Business,Postgraduate,Urban,Home,Single,Good,1
APP100730,CUST10730,2025-04-30,21,114762.0,520.0,21,634087,84,4,1,83753.0,448876,3,Male,Contract,High School,Semi-Urban,Vehicle,Single,Good,1
APP100731,CUST10731,2025-08-19,65,124956.0,621.0,11,560237,24,0,0,46999.0,374750,4,Female,Salaried,Postgraduate,Semi-Urban,Business,Single,Excellent,1
APP100732,CUST10732,2024-11-11,33,136452.0,826.0,22,670417,60,3,0,11609.0,992369,4,Female,Salaried,High School,Urban,Personal,Married,Average,0
APP100733,CUST10733,2025-11-25,24,144311.0,555.0,5,1513122,72,1,0,63769.0,382744,5,Female,Salaried,Postgraduate,Rural,Education,Single,Good,1
APP100734,CUST10734,2023-04-11,21,25006.0,824.0,20,1762238,84,1,0,,518147,2,Female,Salaried,Postgraduate,Urban,Home,Single,Average,1
APP100735,CUST10735,2024-06-29,60,92218.0,701.0,15,1057470,72,2,1,54322.0,796754,0,Male,Salaried,Postgraduate,Semi-Urban,Personal,Married,Good,1
APP100736,CUST10736,2023-02-08,52,50430.0,704.0,25,419432,84,3,3,10151.0,759719,3,Female,Salaried,Graduate,Urban,Vehicle,Single,Average,1
APP100737,CUST10737,2023-07-30,54,41091.0,594.0,4,293761,24,0,1,11406.0,258390,0,Female,Business,Postgraduate,Urban,Personal,Married,Good,0
APP100738,CUST10738,2025-01-11,48,41989.0,656.0,8,1040221,72,2,0,67678.0,175947,2,Male,Salaried,High School,Urban,Personal,Married,Excellent,1
APP100739,CUST10739,2024-08-14,51,93451.0,821.0,13,292821,72,2,1,52062.0,567726,4,Male,Salaried,Graduate,Urban,Personal,Married,Average,0
APP100740,CUST10740,2025-01-19,28,36990.0,686.0,7,1111451,12,1,0,85429.0,181221,4,Female,Salaried,Graduate,Rural,Vehicle,Married,Average,1
APP100741,CUST10741,2023-06-21,59,108270.0,657.0,13,1650083,48,4,1,37956.0,84369,0,Female,Business,Graduate,Semi-Urban,Home,Single,Poor,1
APP100742,CUST10742,2025-04-17,46,98360.0,720.0,11,872614,72,0,0,58830.0,809566,1,Female,Salaried,Graduate,Rural,Education,Single,Excellent,0
APP100743,CUST10743,2024-03-17,54,54081.0,676.0,30,1834477,48,3,0,77681.0,274719,2,Male,Salaried,High School,Rural,Business,Single,Good,1
APP100744,CUST10744,2025-12-18,23,160105.0,716.0,9,485485,84,2,3,18133.0,606187,4,Female,Salaried,Postgraduate,Urban,Home,Single,Good,1
APP100745,CUST10745,2024-06-17,32,126272.0,626.0,29,391925,36,0,0,17209.0,355451,5,Male,Salaried,Graduate,Urban,Education,Single,Good,0
APP100746,CUST10746,2023-12-31,21,34241.0,684.0,19,1105033,60,1,1,79681.0,99265,1,Male,Salaried,Postgraduate,Rural,Vehicle,Married,Poor,1
APP100747,CUST10747,2024-01-02,64,142932.0,,19,974253,12,2,0,59345.0,171852,4,Female,Contract,Postgraduate,Semi-Urban,Education,Single,Good,1
APP100748,CUST10748,2023-10-23,25,23939.0,555.0,25,1131640,84,2,1,47585.0,811244,5,Male,Business,Postgraduate,Semi-Urban,Vehicle,Single,Good,1
APP100749,CUST10749,2024-08-28,50,131000.0,726.0,20,1738120,24,5,2,39638.0,573810,4,Male,Self-Employed,High School,Urban,Education,Married,Good,1
APP100750,CUST10750,2025-01-25,50,53063.0,597.0,12,934729,36,1,0,25645.0,93383,1,Female,Business,Graduate,Rural,Home,Single,Good,1
APP100751,CUST10751,2024-06-06,37,176117.0,678.0,28,1857523,12,5,0,23408.0,468890,0,Male,Self-Employed,Graduate,Semi-Urban,Vehicle,Single,Good,1
APP100752,CUST10752,2023-09-22,43,65118.0,759.0,18,1308303,12,1,0,17521.0,292076,2,Male,Business,High School,Rural,Personal,Single,Excellent,1
APP100753,CUST10753,2025-11-27,35,102703.0,578.0,14,210353,84,1,2,43221.0,257020,1,Male,Salaried,Graduate,Rural,Vehicle,Married,Good,1
APP100754,CUST10754,2024-01-17,57,170697.0,735.0,7,1880927,24,5,0,26086.0,223247,1,Female,Salaried,Graduate,Semi-Urban,Vehicle,Married,Excellent,0
APP100755,CUST10755,2024-03-06,41,146557.0,668.0,22,1335463,24,0,0,21923.0,53966,4,Male,Salaried,Graduate,Semi-Urban,Education,Married,Good,1
APP100756,CUST10756,2024-01-24,34,45076.0,618.0,20,475037,48,0,0,86761.0,500911,5,Male,Salaried,Graduate,Urban,Vehicle,Single,Good,1
APP100757,CUST10757,2023-02-23,22,62605.0,842.0,9,809129,60,0,0,12202.0,50580,1,Male,Salaried,Graduate,Urban,Education,Married,Average,0
APP100758,CUST10758,2023-01-24,31,102565.0,690.0,2,992151,84,4,0,42206.0,247788,2,Female,Self-Employed,High School,Semi-Urban,Home,Single,Good,1
APP100759,CUST10759,2024-01-30,59,57121.0,647.0,30,1692782,36,2,0,24885.0,717059,0,Female,Salaried,Graduate,Urban,Vehicle,Married,Good,1
APP100760,CUST10760,2024-09-24,58,49433.0,631.0,20,1311633,60,0,1,16218.0,176162,5,Female,Self-Employed,Graduate,Rural,Personal,Married,Excellent,1
APP100761,CUST10761,2023-04-29,54,61309.0,756.0,2,526015,36,4,0,50692.0,375257,0,Female,Self-Employed,Postgraduate,Semi-Urban,Personal,Married,Average,1
APP100762,CUST10762,2025-09-09,58,85468.0,644.0,25,926611,12,2,0,57689.0,293343,0,Female,Salaried,Graduate,Rural,Home,Married,Excellent,0
APP100763,CUST10763,2023-07-11,54,85293.0,747.0,4,387088,72,0,0,11716.0,632816,2,Female,Salaried,Graduate,Urban,Personal,Single,Poor,0
APP100764,CUST10764,2024-05-01,38,114258.0,690.0,15,1187718,72,1,0,21088.0,489993,4,Female,Salaried,Graduate,Rural,Education,Single,Good,0
APP100765,CUST10765,2024-09-24,50,56405.0,774.0,16,77603,84,3,1,36001.0,995991,5,Male,Salaried,Postgraduate,Semi-Urban,Vehicle,Married,Excellent,0
APP100766,CUST10766,2024-12-21,35,61527.0,612.0,5,1931466,24,0,0,27584.0,674197,5,Male,Salaried,Graduate,Rural,Business,Single,Good,1
APP100767,CUST10767,2024-01-19,47,95227.0,622.0,25,120605,24,3,0,,180231,2,Female,Business,Graduate,Urban,Vehicle,Married,Excellent,0
APP100768,CUST10768,2025-03-22,54,149564.0,669.0,19,1380343,12,0,0,9739.0,541976,5,Female,Salaried,Graduate,Semi-Urban,Vehicle,Married,Excellent,1
APP100769,CUST10769,2023-12-12,58,157883.0,675.0,19,618728,12,1,1,35158.0,932291,1,Female,Business,High School,Semi-Urban,Business,Married,Good,1
APP100770,CUST10770,2024-04-17,53,111344.0,663.0,15,1967435,36,3,3,10605.0,957261,3,Male,Business,,Urban,Personal,Married,Good,1
APP100771,CUST10771,2024-11-06,44,173344.0,850.0,23,405970,12,4,0,61492.0,261738,3,Male,Salaried,Graduate,Urban,Personal,Single,Excellent,0
APP100772,CUST10772,2023-01-03,35,,845.0,1,339604,84,1,0,8321.0,95640,3,Male,Self-Employed,Graduate,Rural,Vehicle,Single,Good,0
APP100773,CUST10773,2025-12-09,50,126042.0,712.0,19,264117,36,3,0,49541.0,728500,0,Male,Salaried,Graduate,Urban,Personal,Single,Average,0
APP100774,CUST10774,2025-07-13,62,72110.0,721.0,14,1836741,60,3,0,56701.0,495021,5,Female,Business,Graduate,Urban,Education,Single,Good,1
APP100775,CUST10775,2025-05-25,37,163051.0,672.0,17,1565303,24,5,0,17170.0,589827,2,Male,Salaried,Graduate,Urban,Education,Married,Good,1
APP100776,CUST10776,2025-09-10,25,46328.0,611.0,0,1208949,24,5,2,61045.0,777455,5,Male,Self-Employed,Graduate,Rural,Business,Single,Excellent,1
APP100777,CUST10777,2025-08-30,49,130911.0,676.0,25,1365590,72,1,1,13933.0,660423,2,Male,Salaried,Postgraduate,Semi-Urban,Vehicle,Married,Excellent,1
APP100778,CUST10778,2024-01-14,24,30867.0,748.0,28,1117485,72,1,1,14906.0,869120,5,Female,Contract,Postgraduate,Urban,Education,Single,Average,0
APP100779,CUST10779,2023-05-18,30,77234.0,788.0,28,1369837,84,1,0,28814.0,89732,0,Female,Salaried,High School,Urban,Home,Married,Good,0
APP100780,CUST10780,2023-05-05,37,43851.0,765.0,18,299975,24,2,0,5818.0,966285,1,Female,Salaried,Graduate,Rural,Personal,Married,Good,0
APP100781,CUST10781,2025-07-22,30,49279.0,577.0,11,1952482,84,4,0,13434.0,238403,3,Male,Salaried,Postgraduate,Urban,Vehicle,Married,Excellent,1
APP100782,CUST10782,2024-04-24,37,91402.0,668.0,7,668214,60,0,0,61153.0,151031,3,Male,Business,Graduate,Urban,Education,Married,Excellent,1
APP100783,CUST10783,2024-07-23,40,33449.0,580.0,5,487538,60,5,0,35571.0,758765,5,Male,Self-Employed,Graduate,Urban,Business,Married,Average,1
APP100784,CUST10784,2023-03-07,44,94221.0,778.0,11,177463,48,3,0,45694.0,167352,0,Female,Contract,Graduate,Urban,Education,Married,Good,0
APP100785,CUST10785,2025-05-01,25,107080.0,659.0,6,1200112,36,5,0,50485.0,491676,3,Female,Business,,Semi-Urban,Home,Married,Poor,1
APP100786,CUST10786,2024-03-07,54,23451.0,686.0,17,856560,72,0,0,17069.0,442474,5,Male,Salaried,Graduate,Semi-Urban,Education,Married,Poor,1
APP100787,CUST10787,2024-08-23,26,105178.0,726.0,21,1350557,36,1,0,,262046,4,Male,Salaried,High School,Semi-Urban,Vehicle,Married,Average,1
APP100788,CUST10788,2025-05-05,22,81761.0,850.0,13,1589109,72,5,0,43662.0,163539,5,Female,Salaried,Graduate,Urban,Business,Single,Good,1
APP100789,CUST10789,2023-01-06,33,56870.0,710.0,7,1429721,48,4,0,57169.0,414272,2,Male,Contract,Postgraduate,Urban,Business,Single,Excellent,1
APP100790,CUST10790,2023-06-07,63,114566.0,672.0,23,836872,24,4,0,77928.0,532423,3,Male,Contract,Postgraduate,Urban,Home,Married,Good,1
APP100791,CUST10791,2023-11-26,63,141749.0,597.0,19,230685,84,2,0,21102.0,808996,3,Male,Salaried,Graduate,Urban,Vehicle,Single,Poor,0
APP100792,CUST10792,2023-08-11,31,141765.0,799.0,21,1746355,36,5,0,38457.0,330402,4,Female,Self-Employed,Graduate,Urban,Home,Single,Good,0
APP100793,CUST10793,2024-02-06,43,142881.0,676.0,13,1595851,72,1,1,57290.0,108813,1,Female,Self-Employed,High School,Semi-Urban,Home,Single,Average,1
APP100794,CUST10794,2024-06-28,36,179945.0,814.0,4,1249195,36,3,1,16932.0,987164,5,Female,Self-Employed,,Urban,Home,Single,Poor,0
APP100795,CUST10795,2024-05-23,51,146389.0,773.0,8,1704526,24,2,1,16766.0,818894,1,Female,Business,High School,Semi-Urban,Education,Single,Average,0
APP100796,CUST10796,2023-07-03,31,43372.0,655.0,7,810416,84,1,0,18292.0,61682,5,Female,Salaried,Graduate,Semi-Urban,Personal,Married,Good,0
APP100797,CUST10797,2025-07-03,36,21642.0,586.0,1,1098581,12,2,0,52631.0,532016,4,Female,Business,High School,Urban,Education,Married,Excellent,1
APP100798,CUST10798,2024-08-03,28,177073.0,710.0,27,1332728,72,5,0,77944.0,667991,1,Female,Salaried,Graduate,Urban,Vehicle,Single,Excellent,1
APP100799,CUST10799,2024-06-21,24,52064.0,644.0,15,1367758,12,0,0,81230.0,409100,0,Female,Salaried,Graduate,Semi-Urban,Home,Married,Good,1
APP100800,CUST10800,2024-06-01,60,32122.0,693.0,12,1891422,48,5,0,39533.0,816406,4,Female,Salaried,Graduate,Rural,Home,Single,Poor,1
APP100801,CUST10801,2025-02-06,24,173892.0,769.0,6,1579451,84,1,0,85773.0,382236,5,Male,Salaried,Graduate,Rural,Personal,Single,Average,0
APP100802,CUST10802,2023-10-22,45,86431.0,566.0,15,1954514,60,3,0,10778.0,368321,2,Male,Self-Employed,Graduate,Urban,Business,Married,Excellent,1
APP100803,CUST10803,2025-10-11,23,73745.0,710.0,6,913018,36,3,2,40059.0,905227,2,Male,Self-Employed,Graduate,Semi-Urban,Home,Married,Good,1
APP100804,CUST10804,2023-09-17,52,68081.0,747.0,26,1494398,72,1,0,9866.0,434252,2,Male,Salaried,High School,Urban,Education,Single,Good,1
APP100805,CUST10805,2025-04-05,23,157783.0,751.0,13,852914,36,2,0,78965.0,89614,5,Female,Self-Employed,Graduate,Semi-Urban,Home,Single,Good,0
APP100806,CUST10806,2023-11-12,47,167865.0,588.0,13,804189,48,4,2,65661.0,670634,3,Male,Salaried,Graduate,Rural,Vehicle,Single,Excellent,0
APP100807,CUST10807,2025-01-15,49,157271.0,,11,1301521,48,1,1,48352.0,941355,4,Male,Contract,Graduate,Semi-Urban,Personal,Married,Good,1
APP100808,CUST10808,2024-12-19,52,94253.0,780.0,0,1656812,36,5,0,55736.0,853248,4,Male,Salaried,High School,Urban,Business,Single,Poor,1
APP100809,CUST10809,2024-11-10,39,54191.0,716.0,0,1450707,72,3,1,39075.0,577814,1,Female,Salaried,Graduate,Semi-Urban,Vehicle,Married,Poor,1
APP100810,CUST10810,2025-05-03,41,28211.0,681.0,11,272873,84,0,0,86951.0,582755,4,Male,Salaried,High School,Rural,Education,Married,Good,1
APP100811,CUST10811,2024-04-05,25,129086.0,775.0,19,272322,24,3,0,29104.0,908041,4,Male,Salaried,Graduate,Urban,Vehicle,Married,Good,0
APP100812,CUST10812,2025-12-15,38,170614.0,638.0,20,70875,84,4,0,70827.0,991999,1,Male,Salaried,Postgraduate,Urban,Home,Married,Excellent,0
APP100813,CUST10813,2025-03-17,48,119971.0,575.0,14,1373777,24,3,0,74222.0,224832,4,Female,Contract,Graduate,Urban,Personal,Married,Average,1
APP100814,CUST10814,2025-03-03,62,111783.0,675.0,3,82400,60,4,0,6642.0,391564,4,Male,Salaried,Graduate,Urban,Home,Married,Excellent,0
APP100815,CUST10815,2025-07-18,42,143681.0,730.0,6,514674,84,1,0,67845.0,346574,0,Female,Salaried,Graduate,Urban,Personal,Married,Excellent,1
APP100816,CUST10816,2023-05-29,41,105893.0,768.0,15,118607,36,3,0,13769.0,31965,5,Female,Business,Graduate,Urban,Education,Single,Excellent,1
APP100817,CUST10817,2025-02-06,26,176763.0,730.0,2,1972569,36,2,0,74445.0,501368,1,Male,Salaried,Graduate,Urban,Vehicle,Married,Good,1
APP100818,CUST10818,2023-12-11,21,95960.0,753.0,6,1388223,72,5,0,55375.0,690918,0,Female,Business,Graduate,Urban,Personal,Single,Average,1
APP100819,CUST10819,2025-08-31,25,102388.0,768.0,28,1515557,36,2,2,37078.0,589095,3,Female,Business,Graduate,Semi-Urban,Vehicle,Married,Poor,1
APP100820,CUST10820,2025-07-10,61,40601.0,665.0,23,1199672,72,5,0,17268.0,782671,1,Male,Self-Employed,,Urban,Personal,Single,Good,1
APP100821,CUST10821,2023-01-30,32,167092.0,679.0,21,1086970,36,3,0,,843952,5,Female,Salaried,Graduate,Rural,Home,Single,Average,0
APP100822,CUST10822,2024-12-30,46,157227.0,787.0,5,1669476,48,3,0,79174.0,442161,4,Male,Salaried,Postgraduate,Urban,Personal,Single,Good,0
