Employee_ID,Age,Monthly_Income,Years_At_Company,Job_Satisfaction,Performance_Rating,Working_Hours,Training_Hours,Projects_Completed,Overtime_Hours,Distance_From_Home_KM,Leave_Days,Department,Job_Level,Education_Level,Employment_Type,Work_Mode,Gender,Joining_Date,Attrition
10794,26.0,54500.0,13.4,1.0,5,49.8,39.6,4,7.5,4.2,11.3,HR,Mid,Master,Full-Time,Hybrid,Female,2023-10-03,0
10795,27.0,60200.0,4.4,5.0,1,43.8,44.8,6,8.4,4.5,14.3,Operations,Junior,Master,Contract,Office,Male,2021-02-18,0
10796,44.0,52700.0,3.9,1.0,3,48.9,37.9,5,1.8,7.4,6.7,Operations,Mid,Master,Full-Time,Hybrid,Female,2021-04-04,0
10797,36.0,56200.0,3.0,1.0,1,43.0,19.2,3,15.7,10.3,14.4,Marketing,Senior,Master,Full-Time,Office,Male,2018-06-25,1
10798,41.0,65300.0,1.2,3.0,2,47.0,29.7,6,9.9,3.0,10.6,Marketing,Mid,Diploma,Full-Time,Hybrid,Male,2020-01-19,0
10799,36.0,40300.0,0.2,1.0,4,39.3,43.0,12,7.0,6.1,17.2,Finance,Senior,Diploma,Full-Time,Office,Male,2015-08-13,0
10800,36.0,40000.0,1.4,5.0,2,49.3,20.0,2,4.8,8.0,10.4,Sales,Mid,Diploma,Full-Time,Hybrid,Male,2023-12-05,0
10801,44.0,34400.0,3.6,3.0,2,40.6,18.1,3,4.7,6.8,9.1,Operations,Mid,Diploma,Full-Time,Hybrid,Male,2017-02-11,0
10802,32.0,31600.0,2.4,1.0,4,46.3,30.5,6,1.1,4.9,15.5,HR,Mid,High School,Full-Time,Hybrid,Male,2018-05-30,0
10803,37.0,36900.0,3.0,3.0,5,36.6,39.1,3,0.0,3.9,12.6,Finance,Senior,Diploma,Full-Time,Office,Male,2023-04-01,0
10804,32.0,64000.0,19.7,4.0,1,44.1,7.4,2,0.0,26.9,10.7,Finance,Mid,Diploma,Full-Time,Office,Male,2022-04-20,0
10805,33.0,42000.0,2.2,3.0,3,44.9,31.4,7,14.4,1.6,11.0,HR,Senior,Diploma,Contract,Remote,Male,2019-06-13,1
10806,34.0,73700.0,3.0,4.0,2,40.6,42.8,2,3.4,16.4,9.6,HR,Lead,Bachelor,Full-Time,Office,Male,2023-08-28,0
10807,38.0,60800.0,0.7,4.0,2,43.5,45.7,7,1.5,3.6,22.3,Finance,Senior,Master,Full-Time,Hybrid,Female,2024-07-06,1
10808,32.0,27300.0,0.2,3.0,3,45.3,19.9,5,15.7,9.5,14.7,Marketing,Lead,Bachelor,Full-Time,Remote,Female,2020-06-18,0
10809,46.0,78000.0,7.5,5.0,1,46.8,40.6,1,8.4,8.5,15.8,HR,Mid,High School,Full-Time,Office,Male,2015-02-26,0
10810,29.0,83000.0,4.2,5.0,2,44.5,49.9,2,1.0,3.9,14.6,Operations,Junior,High School,Full-Time,Office,Female,2016-06-03,0
10811,35.0,40300.0,7.2,5.0,3,50.7,44.1,4,11.4,7.0,13.4,IT,Mid,Master,Full-Time,Office,Male,2024-08-30,0
10812,32.0,,0.8,2.0,2,49.8,28.8,5,16.7,6.1,9.9,HR,Junior,Master,Full-Time,Office,Male,2018-11-26,1
10813,48.0,42600.0,4.2,4.0,5,43.8,5.0,6,12.1,8.2,8.5,Operations,Mid,Diploma,Full-Time,Hybrid,Male,2017-05-22,0
10814,38.0,62400.0,1.5,3.0,5,37.3,38.1,5,8.8,19.6,9.9,Finance,Mid,Master,Full-Time,Hybrid,Female,2021-09-08,0
10815,44.0,36200.0,1.3,5.0,2,41.6,58.7,5,10.8,21.7,15.3,IT,Junior,High School,Full-Time,Hybrid,Female,2017-08-15,0
10816,24.0,29300.0,0.2,5.0,2,32.9,47.4,5,15.2,4.7,9.8,Finance,Mid,Diploma,Contract,Remote,Female,2015-06-07,0
10817,38.0,51500.0,0.7,3.0,5,43.1,46.3,5,18.4,10.2,18.5,Sales,Mid,High School,Full-Time,Hybrid,Male,2020-12-14,0
10818,43.0,57100.0,1.9,4.0,2,51.0,37.5,4,2.3,16.3,20.5,Sales,Junior,Bachelor,Full-Time,Hybrid,Male,2024-10-28,0
10819,37.0,51200.0,0.6,3.0,1,48.0,48.5,4,8.1,5.9,3.4,Marketing,Junior,Diploma,Full-Time,Office,Female,2023-04-20,0
10820,45.0,37400.0,21.3,2.0,1,44.4,39.5,3,11.6,12.2,20.0,HR,Senior,Diploma,Full-Time,Office,Female,2015-08-25,0
10821,32.0,51100.0,1.8,2.0,4,40.4,8.8,4,9.0,42.3,6.5,Finance,Mid,Bachelor,Full-Time,Office,Male,2015-11-29,0
10822,47.0,66800.0,0.7,3.0,1,44.6,48.4,3,11.2,3.6,10.7,IT,Senior,High School,Part-Time,Hybrid,Male,2023-07-05,0
10823,54.0,58900.0,1.1,4.0,2,54.7,22.1,2,21.3,11.2,12.7,Operations,Senior,Master,Full-Time,Remote,Male,2016-09-16,1
10824,33.0,64500.0,4.4,5.0,2,51.4,36.0,1,6.4,4.0,1.6,HR,Senior,Diploma,Full-Time,Remote,Female,2023-11-01,0
10825,32.0,45900.0,0.3,2.0,3,43.2,46.1,3,0.0,5.2,8.6,Marketing,Mid,Master,Full-Time,Office,Female,2019-04-17,0
10826,48.0,95900.0,9.9,2.0,1,36.6,23.8,3,19.1,5.7,12.8,Finance,Senior,Bachelor,Contract,Office,Female,2017-06-28,0
10827,49.0,37500.0,16.3,4.0,5,55.0,20.2,6,18.6,10.9,5.9,Operations,Junior,High School,Part-Time,Office,Female,2020-05-14,1
10828,32.0,72900.0,1.4,2.0,5,40.4,42.2,4,11.3,33.0,5.7,Operations,Senior,High School,Contract,Office,Female,2020-12-05,0
10829,33.0,96300.0,3.0,2.0,4,46.7,18.3,2,5.0,5.3,21.3,Finance,Mid,High School,Full-Time,Office,Male,2018-09-07,0
10830,34.0,72700.0,0.2,4.0,3,36.2,32.1,2,13.1,16.2,12.7,Sales,Senior,Master,Full-Time,Office,Male,2024-10-27,0
10831,25.0,55300.0,5.1,3.0,5,42.4,51.9,1,8.2,4.3,17.1,Marketing,Senior,Master,Full-Time,Office,Male,2024-02-21,0
10832,29.0,48600.0,2.7,5.0,4,36.2,59.4,3,6.1,5.9,21.6,Operations,Mid,Master,Full-Time,Office,Female,2018-10-17,0
10833,28.0,90800.0,1.6,5.0,1,38.2,8.3,4,3.9,20.1,16.1,Finance,Mid,Master,Full-Time,Office,Female,2021-12-07,0
10834,30.0,34000.0,1.2,2.0,3,39.4,31.7,5,7.9,15.6,9.5,Sales,Junior,Diploma,Full-Time,Hybrid,Female,2017-03-26,0
10835,36.0,40700.0,5.3,5.0,3,46.4,54.1,4,11.3,6.0,9.0,Sales,Mid,Master,Full-Time,Hybrid,Female,2018-06-07,0
10836,38.0,51200.0,2.7,3.0,2,43.5,29.0,2,9.0,5.2,14.7,IT,Mid,Bachelor,Full-Time,Remote,Female,2021-10-04,0
10837,48.0,98400.0,1.0,2.0,1,57.6,46.9,3,13.3,11.1,15.5,Operations,Mid,Diploma,Full-Time,Hybrid,Male,2018-11-21,1
10838,28.0,69800.0,5.8,5.0,3,49.7,48.0,3,6.7,5.1,13.3,Marketing,Mid,High School,Full-Time,Hybrid,Female,2017-03-20,0
10839,44.0,40700.0,4.2,1.0,4,49.8,25.8,3,5.5,5.7,15.9,Marketing,Mid,Master,Contract,Office,Female,2021-09-24,0
10840,34.0,53000.0,9.8,1.0,5,46.5,41.4,6,10.3,6.0,11.4,Finance,Mid,Master,Full-Time,Office,Male,2015-11-18,0
10841,36.0,46900.0,0.6,1.0,1,45.4,42.3,7,8.5,7.1,12.1,IT,Senior,Diploma,Full-Time,Hybrid,Female,2015-10-30,0
10842,41.0,45200.0,7.7,1.0,1,49.9,48.7,4,16.9,5.3,9.9,HR,Mid,High School,Full-Time,Office,Female,2024-09-16,0
10843,27.0,88800.0,5.6,1.0,3,32.1,10.6,7,5.9,2.5,7.7,Finance,Junior,High School,Full-Time,Hybrid,Male,2017-04-23,0
10844,39.0,34700.0,0.6,2.0,3,40.9,54.4,5,5.0,23.7,7.6,Sales,Junior,Bachelor,Full-Time,Hybrid,Male,2022-01-15,0
10845,37.0,114200.0,5.9,4.0,3,37.2,45.3,6,7.0,14.2,10.2,HR,Mid,Diploma,Full-Time,Hybrid,Female,2021-11-03,0
10846,40.0,83600.0,2.9,4.0,4,34.6,18.0,4,5.5,7.5,15.7,HR,Senior,Bachelor,Part-Time,Hybrid,Male,2022-01-29,0
10847,38.0,92800.0,14.5,2.0,2,40.2,33.1,2,4.2,4.8,12.2,Operations,Junior,Diploma,Full-Time,Hybrid,Male,2016-02-15,0
10848,56.0,49900.0,0.8,2.0,3,38.3,47.6,2,0.0,18.6,9.9,Finance,Mid,Diploma,Full-Time,Hybrid,Male,2024-10-10,0
10849,31.0,56500.0,5.1,3.0,2,50.0,18.8,8,1.1,11.1,10.7,Operations,Senior,Diploma,Full-Time,Hybrid,Male,2020-11-26,0
10850,32.0,33800.0,2.4,4.0,2,44.5,21.1,8,7.3,5.1,2.9,IT,Junior,High School,Full-Time,Hybrid,Female,2023-11-09,1
10851,31.0,48600.0,15.7,1.0,1,34.0,35.3,1,0.2,11.4,9.3,Marketing,Junior,Bachelor,Full-Time,Office,Male,2023-06-12,0
10852,32.0,73100.0,2.0,2.0,5,45.6,,2,11.4,8.5,15.8,IT,Lead,Bachelor,Full-Time,Office,Male,2018-02-24,0
10853,31.0,100800.0,16.4,1.0,5,38.9,38.8,3,10.2,8.8,6.2,Finance,Junior,Master,Part-Time,Hybrid,Male,2022-09-06,0
10854,46.0,38500.0,11.6,4.0,4,44.3,47.3,5,4.0,14.6,4.2,Marketing,Mid,Bachelor,Full-Time,Office,Male,2017-04-03,0
10855,47.0,51800.0,1.6,5.0,4,46.0,39.1,5,7.7,11.4,5.9,HR,Mid,Master,Full-Time,Remote,Male,2021-11-05,0
10856,31.0,56500.0,8.1,5.0,5,40.2,34.8,5,6.9,14.5,9.5,Sales,Junior,Master,Full-Time,Office,Female,2021-01-27,0
10857,29.0,34300.0,27.1,2.0,5,45.1,47.4,4,0.0,28.9,11.7,Operations,Junior,High School,Full-Time,Office,Female,2020-03-24,0
10858,40.0,76000.0,1.5,3.0,1,46.0,33.4,7,10.7,12.0,13.2,IT,Mid,Master,Full-Time,Hybrid,Male,2023-12-25,0
10859,32.0,44900.0,2.9,1.0,1,43.2,23.8,3,4.4,41.5,15.5,Operations,Senior,Diploma,Full-Time,Hybrid,Male,2022-09-10,0
10860,41.0,55500.0,3.7,2.0,5,40.4,52.3,6,2.2,18.5,10.8,Operations,Junior,Diploma,Full-Time,Office,Male,2021-07-14,0
10861,38.0,50100.0,1.7,3.0,3,44.0,5.0,5,12.1,6.7,15.6,Marketing,Senior,High School,Contract,Office,Female,2020-02-19,0
10862,24.0,43800.0,0.2,1.0,3,43.3,36.0,5,9.5,2.8,6.0,IT,Mid,Diploma,Full-Time,Hybrid,Male,2015-02-28,0
10863,48.0,59800.0,1.2,4.0,1,45.6,29.5,3,13.5,18.6,18.0,Marketing,Mid,Diploma,Full-Time,Hybrid,Male,2020-06-29,1
10864,50.0,55000.0,1.7,5.0,2,42.7,21.2,8,7.3,3.2,13.8,Sales,Senior,Bachelor,Full-Time,Hybrid,Male,2016-05-21,0
10865,31.0,51700.0,2.9,3.0,5,38.0,39.5,4,9.3,8.9,2.0,Operations,Junior,High School,Contract,Hybrid,Female,2024-02-22,0
10866,33.0,44800.0,0.9,1.0,4,43.2,41.9,10,12.8,13.3,12.5,Finance,Mid,Diploma,Full-Time,Hybrid,Male,2021-12-02,0
10867,38.0,68200.0,10.3,2.0,3,45.6,22.6,2,18.1,3.8,23.6,Finance,Mid,High School,Full-Time,Office,Male,2016-10-30,0
10868,39.0,116300.0,6.1,1.0,2,44.9,14.1,5,6.1,5.1,22.3,Marketing,Mid,High School,Full-Time,Office,Female,2024-10-28,0
10869,41.0,63500.0,0.4,2.0,3,43.4,15.4,2,9.5,3.8,11.9,Marketing,Mid,Diploma,Full-Time,Remote,Female,2023-03-12,0
10870,52.0,89400.0,5.3,5.0,2,41.6,62.2,2,11.4,33.9,15.0,Finance,Senior,Diploma,Full-Time,Office,Male,2023-05-30,0
10871,35.0,34400.0,5.3,5.0,5,41.3,63.9,8,11.4,13.4,6.4,HR,Senior,Master,Part-Time,Office,Female,2021-10-31,0
10872,30.0,63900.0,15.6,1.0,5,41.8,35.4,3,4.9,4.8,5.6,HR,Mid,High School,Full-Time,Hybrid,Male,2023-01-09,0
10873,25.0,38700.0,0.2,1.0,5,49.4,14.4,7,7.3,2.7,11.1,HR,Senior,High School,Full-Time,Hybrid,Male,2019-04-28,0
10874,30.0,33200.0,1.4,2.0,1,39.3,32.8,7,11.4,4.3,9.6,Sales,Lead,Diploma,Contract,Hybrid,Male,2019-05-21,0
10875,36.0,44600.0,13.1,2.0,2,44.5,5.0,3,9.1,5.2,12.7,Marketing,Mid,Master,Part-Time,Office,Male,2018-03-03,0
10876,50.0,96700.0,13.5,3.0,4,37.7,39.7,4,19.5,5.4,15.1,IT,Mid,Bachelor,Full-Time,Office,Male,2015-08-01,0
10877,32.0,87700.0,6.4,3.0,4,47.8,20.1,4,6.1,13.9,15.0,IT,Senior,Diploma,Full-Time,Hybrid,Male,2020-11-16,0
10878,38.0,66100.0,7.3,3.0,5,41.3,16.8,1,3.2,3.0,17.1,Marketing,Junior,Master,Full-Time,Office,Female,2024-02-25,0
10879,36.0,32500.0,0.5,1.0,4,39.9,49.7,7,10.9,17.1,14.5,Finance,Mid,High School,Full-Time,Hybrid,Male,2022-05-29,0
10880,46.0,55500.0,3.6,3.0,3,45.1,32.7,8,2.4,2.3,17.6,Marketing,Mid,High School,Full-Time,Hybrid,Female,2017-12-08,0
10881,56.0,67700.0,1.3,1.0,2,31.7,48.0,5,5.2,7.6,17.1,HR,Lead,Diploma,Full-Time,Remote,Female,2021-01-31,0
10882,32.0,64400.0,1.0,5.0,2,37.5,53.1,7,8.5,4.9,11.0,HR,Lead,Master,Full-Time,Remote,Male,2019-03-18,0
10883,32.0,28700.0,8.3,4.0,2,45.8,33.7,6,7.8,16.0,1.8,IT,Senior,Diploma,Full-Time,Remote,Male,2017-06-19,0
10884,44.0,42000.0,0.7,5.0,3,49.1,34.9,2,7.6,21.9,5.9,Marketing,Mid,High School,Full-Time,Office,Male,2017-03-15,0
10885,,58500.0,3.2,1.0,1,46.3,50.9,3,4.6,14.1,14.9,IT,Mid,Master,Full-Time,Remote,Male,2021-12-11,0
10886,51.0,74400.0,13.9,1.0,3,44.7,26.9,2,10.2,10.9,12.8,Finance,Mid,Master,Full-Time,Hybrid,Female,2017-10-26,0
10887,41.0,24900.0,1.0,4.0,2,56.1,52.3,3,21.0,6.6,22.2,Operations,Senior,High School,Full-Time,Remote,Male,2022-02-14,1
10888,33.0,56200.0,19.1,2.0,2,46.5,5.0,4,13.0,20.5,4.1,Operations,Senior,High School,Contract,Office,Male,2024-04-01,0
10889,41.0,63500.0,25.8,2.0,2,38.8,29.7,4,0.0,4.0,16.5,Operations,Senior,Bachelor,Full-Time,Office,Female,2024-09-08,0
10890,45.0,84300.0,4.1,2.0,4,49.1,37.8,2,5.6,10.9,11.9,Sales,Junior,Bachelor,Full-Time,Hybrid,Male,2016-06-11,0
10891,43.0,79200.0,0.9,3.0,1,40.8,16.9,6,11.2,17.1,8.0,Sales,Mid,High School,Full-Time,Remote,Male,2019-10-06,0
10892,40.0,75700.0,1.9,2.0,3,40.5,40.5,5,0.0,15.2,20.9,Finance,Mid,Master,Full-Time,Hybrid,Male,2016-12-28,0
10893,45.0,43600.0,2.8,3.0,2,37.1,37.6,4,0.0,11.6,6.5,HR,Junior,High School,Part-Time,Remote,Female,2020-10-21,0
10894,45.0,28000.0,1.9,3.0,5,41.9,24.0,8,3.7,11.4,13.7,HR,Mid,Diploma,Contract,Office,Male,2020-10-15,0
10895,47.0,51300.0,1.6,2.0,1,37.9,23.4,1,3.1,14.9,18.2,HR,Junior,High School,Contract,Office,Female,2016-08-15,0
10896,41.0,89600.0,17.9,2.0,5,46.8,21.9,2,17.8,7.3,7.8,IT,Lead,Master,Full-Time,Hybrid,Male,2019-04-15,0
10897,35.0,104800.0,0.8,4.0,1,43.4,11.5,4,10.1,21.7,2.8,Operations,Senior,Bachelor,Full-Time,Hybrid,Male,2020-09-05,0
10898,37.0,79700.0,6.6,4.0,2,37.2,59.2,1,7.1,33.8,15.1,IT,Mid,High School,Full-Time,Hybrid,Female,2024-07-29,0
10899,46.0,71200.0,0.2,3.0,1,43.6,31.8,6,6.1,2.2,17.7,Sales,Junior,Bachelor,Full-Time,Remote,Male,2022-03-08,0
10900,29.0,69800.0,4.5,4.0,1,49.0,14.7,3,10.7,6.1,9.5,HR,Mid,Diploma,Full-Time,Remote,Male,2016-03-09,0
10901,39.0,48000.0,12.4,3.0,2,52.1,33.2,2,9.2,3.7,4.1,HR,Junior,Master,Full-Time,Office,Male,2024-06-24,0
10902,33.0,57000.0,1.7,1.0,5,35.1,38.6,6,10.7,5.1,13.2,Operations,Mid,Bachelor,Full-Time,Remote,Female,2024-04-23,0
10903,36.0,117000.0,1.0,3.0,5,40.1,22.7,1,9.9,8.7,10.5,Finance,Senior,Diploma,Full-Time,Office,Female,2019-08-07,0
10904,46.0,41200.0,5.3,3.0,4,37.6,29.5,4,14.2,11.1,2.7,Sales,Junior,Master,Contract,Hybrid,Male,2020-10-04,0
10905,38.0,114500.0,6.2,4.0,5,45.8,54.6,3,8.2,7.1,14.9,Operations,Junior,Master,Full-Time,Office,Male,2015-09-24,1
10906,36.0,52700.0,5.8,1.0,5,37.0,17.5,6,12.7,12.5,8.4,IT,Junior,Bachelor,Full-Time,Office,Female,2024-06-26,0
10907,25.0,102000.0,1.9,5.0,1,49.3,26.3,3,10.1,4.8,15.1,Sales,Senior,Bachelor,Full-Time,Hybrid,Male,2022-09-17,0
10908,42.0,34200.0,1.5,5.0,4,50.0,5.0,9,9.2,6.0,23.5,Operations,Senior,Bachelor,Full-Time,Office,Female,2019-04-20,0
10909,41.0,75800.0,15.6,5.0,2,48.1,62.3,5,5.6,12.6,11.8,HR,Senior,Master,Full-Time,Office,Male,2018-04-17,0
10910,53.0,44700.0,12.8,1.0,2,40.4,44.9,5,7.6,6.3,12.4,HR,Mid,Master,Full-Time,Hybrid,Female,2019-05-26,0
10911,34.0,34100.0,3.1,2.0,3,40.7,34.3,7,7.7,3.2,12.6,IT,Junior,Master,Full-Time,Hybrid,Male,2022-02-09,0
10912,38.0,65500.0,9.4,1.0,4,41.7,24.2,5,14.5,38.2,11.5,IT,Senior,Bachelor,Part-Time,Office,Female,2020-11-18,0
10913,38.0,89800.0,3.0,4.0,1,49.5,23.5,5,9.4,15.4,6.2,Sales,Junior,Bachelor,Full-Time,Office,Male,2024-09-09,0
10914,49.0,42800.0,2.8,3.0,3,35.5,31.0,4,2.6,9.0,13.5,Marketing,Mid,Diploma,Full-Time,Office,Male,2022-05-16,0
10915,35.0,32900.0,0.9,3.0,3,45.9,42.4,4,0.0,14.9,9.2,HR,Mid,High School,Full-Time,Office,Female,2023-12-20,0
10916,38.0,57800.0,2.8,4.0,2,39.3,19.0,4,1.2,10.7,9.8,HR,Mid,Diploma,Full-Time,Office,Female,2018-07-24,0
10917,41.0,57900.0,3.9,4.0,5,41.9,28.1,2,3.9,2.6,8.3,Marketing,Mid,High School,Contract,Office,Male,2016-04-12,0
10918,37.0,74700.0,0.2,3.0,1,47.7,47.9,1,10.8,8.9,14.3,Sales,Senior,Diploma,Part-Time,Remote,Male,2019-03-21,0
10919,32.0,87700.0,2.9,2.0,4,36.4,59.1,3,4.3,4.8,8.1,Finance,Junior,Bachelor,Full-Time,Office,Female,2020-09-01,0
10920,38.0,58600.0,7.6,2.0,3,42.6,43.2,1,15.4,8.7,13.9,Finance,Senior,Master,Full-Time,Office,Male,2016-11-27,0
10921,45.0,126000.0,5.7,2.0,1,43.4,25.1,8,0.6,10.6,14.5,HR,Senior,High School,Full-Time,Hybrid,Male,2015-11-23,0
10922,28.0,65600.0,5.0,4.0,2,43.8,32.7,4,12.0,15.6,12.3,Finance,Mid,Master,Full-Time,Office,Male,2022-03-09,0
10923,37.0,52200.0,12.0,3.0,3,43.5,41.2,2,0.0,4.0,5.0,Sales,Junior,High School,Part-Time,Office,Female,2023-02-16,1
10924,30.0,31500.0,0.2,3.0,3,46.8,30.6,6,1.3,4.1,9.0,Finance,Mid,Master,Full-Time,Hybrid,Female,2016-10-20,0
10925,46.0,54000.0,4.1,3.0,2,41.7,45.7,4,2.0,5.7,11.6,IT,Senior,Diploma,Full-Time,Hybrid,Female,2019-11-29,0
10926,24.0,52400.0,7.7,1.0,2,45.8,24.0,5,2.0,22.3,5.4,Sales,Junior,Master,Full-Time,Office,Female,2020-05-15,0
10927,32.0,88100.0,3.9,1.0,2,45.6,59.2,1,4.2,6.2,13.6,Marketing,Senior,High School,Full-Time,Hybrid,Female,2016-06-20,0
10928,39.0,72200.0,2.0,5.0,1,45.4,33.7,1,12.7,11.6,19.2,HR,Senior,Bachelor,Part-Time,Office,Male,2021-08-24,0
10929,49.0,37400.0,0.7,1.0,1,46.6,25.5,3,12.3,7.7,14.5,Sales,Lead,High School,Part-Time,Office,Male,2020-05-21,0
10930,35.0,64300.0,10.9,2.0,1,45.4,43.9,3,2.0,6.1,5.8,Finance,Senior,Master,Part-Time,Office,Male,2020-07-19,0
10931,32.0,78500.0,3.2,2.0,5,43.6,20.3,4,6.8,8.8,24.1,Sales,Junior,Diploma,Full-Time,Remote,Female,2017-04-29,0
10932,51.0,110600.0,10.5,2.0,3,37.7,37.2,6,10.7,13.9,9.4,Operations,Mid,High School,Full-Time,Hybrid,Male,2020-12-13,0
10933,24.0,85600.0,4.4,2.0,1,50.8,56.0,7,6.9,12.8,13.3,Marketing,Junior,Diploma,Full-Time,Remote,Female,2019-08-22,0
10934,21.0,81300.0,5.6,5.0,5,52.5,16.8,8,17.5,3.4,8.6,Operations,Junior,Bachelor,Full-Time,Office,Male,2016-03-17,0
10935,40.0,61500.0,8.2,2.0,3,42.2,52.9,4,10.3,10.1,13.1,Sales,Senior,Diploma,Full-Time,Hybrid,Male,2017-04-08,0
10936,32.0,70100.0,5.4,4.0,1,46.3,15.6,4,2.8,25.0,18.9,Marketing,Lead,Diploma,Full-Time,Office,Male,2020-09-22,0
10937,28.0,98900.0,2.5,4.0,2,41.3,47.3,4,3.4,9.9,6.6,Marketing,Lead,High School,Full-Time,Remote,Female,2022-06-01,0
10938,42.0,35200.0,3.6,4.0,4,40.4,20.8,7,2.2,17.7,9.7,Sales,Junior,Diploma,Full-Time,Office,Female,2018-10-14,0
10939,38.0,52200.0,8.1,1.0,1,44.3,52.9,2,3.8,27.1,12.8,HR,Junior,Diploma,Full-Time,Office,Male,2015-07-18,0
10940,31.0,44000.0,2.3,3.0,4,58.0,26.4,2,8.1,9.0,3.4,HR,Mid,Diploma,Full-Time,Office,Female,2019-08-04,1
10941,26.0,69800.0,2.5,5.0,1,52.0,29.7,3,6.6,7.7,16.1,Finance,Junior,Master,Full-Time,Office,Female,2019-10-14,0
10942,43.0,98100.0,0.5,4.0,2,51.2,20.9,7,5.2,10.8,8.4,Operations,Junior,,Full-Time,Hybrid,Male,2016-10-14,0
10943,41.0,47300.0,12.3,4.0,4,46.6,5.0,5,11.5,19.7,12.2,Sales,Senior,Diploma,Full-Time,Office,Female,2015-11-04,0
10944,35.0,23100.0,0.5,2.0,5,39.4,17.9,9,10.1,7.2,6.5,Operations,Senior,Diploma,Full-Time,Hybrid,Female,2024-05-21,0
10945,51.0,50900.0,5.2,4.0,2,49.2,9.7,4,0.0,3.6,6.3,Operations,Senior,High School,Contract,Hybrid,Male,2023-08-27,0
10946,27.0,86500.0,2.7,2.0,4,30.0,5.0,2,0.4,10.3,11.9,Sales,Mid,High School,Full-Time,Hybrid,Female,2023-11-20,0
10947,24.0,74400.0,2.6,2.0,4,46.0,39.4,1,2.1,15.3,19.8,IT,Mid,Diploma,Contract,Remote,Male,2024-05-29,0
10948,30.0,71200.0,5.7,3.0,2,49.5,57.9,6,3.2,10.6,7.2,HR,Senior,Diploma,Full-Time,Office,Male,2016-04-18,0
10949,36.0,53600.0,0.3,1.0,2,44.8,62.0,1,4.2,10.9,16.6,Marketing,Junior,Master,Full-Time,Office,Female,2021-04-02,0
10950,38.0,36000.0,4.5,2.0,2,52.3,17.6,5,5.6,7.8,18.6,IT,Senior,Diploma,Full-Time,Office,Male,2021-03-22,1
10951,34.0,73700.0,7.4,2.0,3,36.9,33.4,6,10.1,6.8,16.9,Sales,Junior,Bachelor,Full-Time,Office,Male,2015-12-26,0
10952,39.0,43000.0,8.8,3.0,5,52.0,52.5,3,1.3,19.5,11.1,IT,Senior,Diploma,Full-Time,Hybrid,Male,2021-10-07,0
10953,26.0,143700.0,0.9,2.0,1,43.2,15.3,3,3.4,2.3,13.2,HR,Senior,High School,Full-Time,Hybrid,Female,2017-10-11,0
10954,48.0,75400.0,11.4,5.0,4,51.3,53.1,8,0.0,8.5,19.6,Sales,Mid,High School,Full-Time,Hybrid,Male,2023-07-23,0
10955,35.0,47600.0,5.3,1.0,1,49.1,53.3,2,2.5,4.0,16.7,Operations,Senior,Diploma,Contract,Hybrid,Male,2016-10-28,0
10956,45.0,47000.0,10.7,5.0,2,51.6,5.8,4,6.8,7.8,12.1,Operations,Junior,High School,Contract,Remote,Female,2021-07-10,0
10957,39.0,57800.0,3.3,4.0,5,48.9,5.0,3,2.6,9.6,6.1,HR,Mid,Master,Full-Time,Office,Male,2017-06-17,0
10958,40.0,54500.0,3.9,1.0,5,47.5,29.0,5,1.8,11.4,21.2,IT,Senior,High School,Full-Time,Office,Male,2022-04-06,0
10959,41.0,93800.0,12.6,4.0,3,50.8,49.1,3,4.9,8.8,12.6,Finance,Senior,Bachelor,Part-Time,Remote,Female,2020-11-12,0
10960,40.0,64600.0,11.5,2.0,2,44.3,12.2,4,9.4,21.2,9.3,Marketing,Lead,Diploma,Full-Time,Office,Male,2015-11-11,0
10961,41.0,44800.0,3.0,3.0,4,47.0,5.0,6,2.5,8.6,14.6,Marketing,Junior,High School,Contract,Hybrid,Female,2016-05-02,0
10962,47.0,127800.0,1.6,5.0,3,44.0,36.0,3,14.1,3.8,1.5,Finance,Mid,High School,Part-Time,Hybrid,Male,2018-10-30,0
10963,38.0,61200.0,2.5,4.0,2,40.6,44.5,2,2.9,16.5,15.5,Finance,Senior,Diploma,Full-Time,Remote,Female,2023-01-14,0
10964,42.0,81600.0,2.5,2.0,3,46.6,24.8,7,5.5,10.1,15.0,Finance,Mid,High School,Full-Time,Office,Male,2017-11-07,0
10965,35.0,47000.0,1.7,5.0,1,45.0,26.0,4,14.9,4.1,13.8,HR,Senior,Bachelor,Full-Time,Remote,Female,2022-06-04,0
10966,48.0,69400.0,1.6,5.0,2,50.3,44.4,4,11.4,13.3,16.7,Sales,Mid,Diploma,Contract,Office,Female,2022-11-16,0
10967,31.0,68000.0,9.9,4.0,4,43.0,22.0,7,7.2,5.4,13.4,Finance,Senior,High School,Full-Time,Office,Female,2022-05-08,0
10968,50.0,28200.0,0.4,2.0,4,40.2,23.1,3,10.2,15.4,15.0,HR,Senior,Master,Full-Time,Office,Male,2023-01-12,0
10969,36.0,134400.0,5.7,3.0,2,50.2,39.2,0,0.4,3.3,15.4,Operations,Senior,Master,Full-Time,Office,Female,2023-03-20,0
10970,25.0,100500.0,0.9,4.0,3,44.3,40.8,2,18.8,7.3,17.2,IT,Senior,Diploma,Contract,Remote,Female,2016-11-17,1
