Customer_ID,Age,Gender,City,Membership_Type,Device_Type,Payment_Method,Preferred_Category,Registration_Date,Last_Purchase_Date,Order_Count,Average_Order_Value,Total_Spending,Discount_Percent,Return_Count,Review_Rating,Support_Tickets,Website_Visits,App_Sessions,Email_Opt_In,Coupon_Usage,Delivery_Delay_Days,Churn
CUST10343,61,Female,Delhi,Silver,Mobile,COD,Beauty,2024-08-27,2025-12-31,7,4168.57,22609.16,9.2,3,4.1,3,15,23,Yes,8,4.2,No
CUST10344,45,Female,Chennai,Basic,Mobile,UPI,Grocery,2021-11-18,2024-04-09,9,2083.02,21663.11,20.5,1,3.6,1,26,12,Yes,8,5.7,Yes
CUST10345,47,Male,Hyderabad,Platinum,Mobile,COD,Electronics,2025-05-22,2025-12-31,7,1646.05,9017.81,10.3,0,4.4,0,27,17,Yes,10,5.4,No
CUST10346,46,Female,Pune,Basic,Mobile,UPI,Grocery,2024-03-04,2025-12-31,10,3123.4,25405.66,12.3,3,3.9,1,15,20,No,3,0.0,No
CUST10347,63,Male,Hyderabad,Basic,Mobile,Credit Card,Grocery,2021-02-24,2024-01-09,8,2157.22,13972.91,,0,3.2,2,15,24,Yes,9,5.4,Yes
CUST10348,23,Male,Kochi,Silver,Mobile,COD,Sports,2025-04-16,2025-12-31,8,2092.65,20877.13,8.6,3,4.7,1,12,22,Yes,13,2.7,No
CUST10349,52,Male,Pune,Silver,Mobile,Net Banking,Home & Kitchen,2025-05-29,2025-12-31,7,1621.63,9536.24,11.3,0,4.2,1,21,17,Yes,14,0.9,No
CUST10350,58,Male,Chennai,Silver,Mobile,Net Banking,Sports,2025-04-04,2025-08-27,10,3432.1,41129.63,20.1,1,3.9,0,23,19,Yes,1,0.6,No
CUST10351,54,Male,Kochi,Gold,Mobile,Net Banking,Beauty,2024-03-25,2025-12-31,14,2487.11,43366.56,1.6,0,3.0,3,31,26,No,8,3.9,No
CUST10352,41,Female,Hyderabad,Silver,Mobile,COD,Beauty,2022-10-30,2025-12-31,6,1638.69,9260.82,11.4,4,3.5,0,11,23,Yes,10,3.4,No
CUST10353,46,Female,Coimbatore,Silver,Mobile,COD,Home & Kitchen,2021-05-27,2022-06-11,3,4286.33,13701.57,23.7,0,5.0,2,19,27,No,3,5.3,Yes
CUST10354,63,Female,Hyderabad,Basic,Mobile,COD,Sports,2025-02-17,2025-12-31,6,2320.58,15866.44,11.4,0,3.0,1,19,19,Yes,2,1.2,No
CUST10355,48,Male,Bengaluru,Silver,Mobile,UPI,Beauty,2022-08-22,2023-11-03,7,3470.56,22989.88,0.0,1,3.8,0,20,19,Yes,12,1.5,Yes
CUST10356,52,Female,Delhi,Basic,Mobile,Credit Card,Sports,2021-01-20,2021-07-15,10,5543.79,46063.74,25.2,1,4.0,1,22,18,No,2,4.1,Yes
CUST10357,50,Male,Mumbai,Basic,Desktop,Net Banking,Home & Kitchen,2024-07-16,2024-11-02,12,4252.85,49344.02,20.9,1,4.2,0,20,10,Yes,12,0.9,No
CUST10358,38,Male,Coimbatore,Silver,Tablet,UPI,Electronics,2021-11-29,2025-03-13,10,5260.43,59755.53,22.0,1,3.0,1,13,22,Yes,6,4.1,No
CUST10359,49,Female,Bengaluru,Basic,Desktop,Net Banking,,2025-04-28,2025-12-31,6,4213.88,28832.58,1.0,2,4.1,0,21,17,Yes,11,0.3,No
CUST10360,40,Male,Pune,Basic,Mobile,UPI,Grocery,2023-06-26,2025-12-31,11,2396.0,22805.04,27.1,1,2.9,2,17,17,Yes,1,6.6,No
CUST10361,50,Female,Delhi,Basic,Desktop,COD,Sports,2023-08-02,2025-12-31,6,1837.77,9234.6,8.8,3,4.1,2,16,20,Yes,4,6.5,No
CUST10362,20,Female,Chennai,Platinum,Desktop,Net Banking,Beauty,2023-06-30,2025-12-31,15,2339.49,42471.58,10.9,0,3.6,0,17,28,Yes,1,1.0,No
CUST10363,35,Male,Coimbatore,Platinum,Mobile,COD,Sports,2022-02-05,2022-09-28,6,2418.35,11201.79,9.4,0,3.4,0,25,22,Yes,6,2.6,Yes
CUST10364,42,Male,Mumbai,Silver,Mobile,Net Banking,Sports,2023-08-08,2024-11-27,9,4801.51,48285.54,22.6,0,4.5,2,15,31,Yes,6,2.7,Yes
CUST10365,59,Male,Delhi,Platinum,Desktop,Debit Card,Fashion,2024-08-22,2025-12-31,7,2182.38,11812.08,13.6,1,3.8,2,23,24,Yes,2,2.2,No
CUST10366,48,Female,Pune,Gold,Mobile,UPI,Grocery,2021-01-28,2022-12-24,14,1453.19,23781.89,18.9,2,4.3,1,22,22,Yes,2,0.5,Yes
CUST10367,20,Male,Kochi,Silver,Mobile,Debit Card,Home & Kitchen,2022-04-12,2025-12-25,9,3043.87,32947.96,15.6,0,4.3,1,14,21,Yes,7,2.7,No
CUST10368,57,Male,Kochi,Basic,Desktop,UPI,Sports,2024-07-07,2025-12-31,7,2806.96,17658.49,14.2,0,4.8,1,15,27,Yes,6,0.0,No
CUST10369,63,Male,Mumbai,Gold,Desktop,Credit Card,Fashion,2025-04-07,2025-12-31,8,1880.6,11839.77,7.4,1,,1,17,23,Yes,3,5.6,No
CUST10370,41,Female,Chennai,Gold,Mobile,,Fashion,2023-09-09,2024-07-05,6,2272.6,13503.91,29.5,0,4.6,1,22,27,Yes,1,5.7,Yes
CUST10371,49,Male,Chennai,Silver,Mobile,Credit Card,Grocery,2021-04-11,2024-08-13,12,5336.46,57584.56,3.3,0,4.0,0,14,24,Yes,11,5.2,No
CUST10372,64,Male,Pune,Gold,Mobile,Credit Card,Grocery,2022-07-05,2024-10-16,12,3425.47,39402.55,18.3,1,3.8,0,20,24,No,12,5.3,No
CUST10373,39,Female,Coimbatore,Silver,Desktop,UPI,Grocery,2023-03-13,2024-06-25,10,2355.88,25502.23,18.0,0,3.3,0,24,17,Yes,2,4.0,Yes
CUST10374,40,Female,Pune,Gold,Mobile,Debit Card,Home & Kitchen,2021-12-19,2024-07-09,6,1874.94,9617.46,24.2,1,4.4,4,19,25,Yes,10,0.7,Yes
CUST10375,19,Male,Hyderabad,Platinum,Mobile,COD,Fashion,2024-08-16,2025-06-01,12,6637.34,73951.31,26.1,1,3.4,0,17,34,Yes,10,0.0,No
CUST10376,44,Male,Chennai,Silver,Desktop,UPI,Beauty,2025-09-02,2025-10-23,7,5851.09,46744.17,13.9,1,4.3,3,19,24,No,13,0.4,No
CUST10377,59,Male,Delhi,Gold,Mobile,COD,Home & Kitchen,2021-10-23,2023-01-23,11,4086.31,48180.42,19.2,1,5.0,0,20,17,Yes,10,3.4,Yes
CUST10378,19,Female,Hyderabad,Silver,Desktop,Credit Card,Electronics,2021-12-19,2024-05-26,5,2470.52,11279.63,29.1,4,4.6,0,16,26,No,14,0.0,Yes
CUST10379,43,Male,Kochi,Gold,Mobile,COD,Sports,2023-06-27,2025-12-31,8,1833.51,15873.07,14.5,0,4.9,2,21,22,Yes,2,2.8,No
CUST10380,34,Female,Kochi,Gold,Mobile,Debit Card,Grocery,2024-02-28,2024-05-20,12,1865.53,25356.06,6.5,0,3.5,4,14,22,Yes,4,3.6,Yes
CUST10381,57,Female,Bengaluru,Basic,Desktop,UPI,Fashion,2023-10-16,2025-12-31,11,2456.67,28273.01,11.9,0,4.5,3,16,27,Yes,12,2.1,No
CUST10382,50,Female,Mumbai,Silver,Mobile,Debit Card,Sports,2024-03-25,2025-04-03,8,2178.69,15159.3,4.6,1,3.3,1,19,28,No,6,2.6,No
CUST10383,26,Male,Hyderabad,Basic,Mobile,Debit Card,Home & Kitchen,2024-01-03,2025-12-31,11,2719.8,22442.02,18.0,0,3.8,0,16,22,No,3,7.7,No
CUST10384,60,Female,Mumbai,Gold,Mobile,UPI,Electronics,2024-09-27,2025-12-31,9,2659.56,27560.54,23.5,1,5.0,3,22,18,Yes,0,2.4,No
CUST10385,65,Female,Pune,Silver,Desktop,Debit Card,Home & Kitchen,2025-01-28,2025-12-31,4,1704.31,7916.98,14.0,3,3.6,2,21,17,Yes,2,3.3,No
CUST10386,56,Female,Hyderabad,Gold,Tablet,Net Banking,Home & Kitchen,2024-01-19,2025-12-31,8,1731.98,15224.83,2.0,1,4.7,3,21,28,Yes,2,4.9,No
CUST10387,46,Male,Pune,Basic,Tablet,Net Banking,Beauty,2025-05-22,2025-12-31,7,2366.35,13057.6,23.2,0,4.7,4,18,23,Yes,0,4.3,No
CUST10388,59,Other,Bengaluru,Silver,Mobile,Net Banking,Sports,2022-03-31,2023-01-28,9,2627.39,24654.11,0.8,2,4.7,1,10,21,Yes,7,4.2,Yes
CUST10389,43,Male,Chennai,Basic,Mobile,COD,Beauty,2025-11-07,2025-12-31,10,5127.35,59503.43,2.6,3,3.2,0,17,21,Yes,3,3.0,No
CUST10390,52,Male,Kochi,Gold,Mobile,Debit Card,Home & Kitchen,2022-12-13,2023-07-27,11,3123.66,32464.75,13.6,1,4.3,1,24,27,No,4,3.1,Yes
CUST10391,42,Male,Bengaluru,Platinum,Desktop,UPI,Electronics,2023-09-07,2025-04-18,13,3070.94,33893.98,17.0,1,3.9,3,17,22,Yes,2,0.0,No
CUST10392,41,Female,Kochi,Platinum,Mobile,UPI,Fashion,2024-09-17,2025-12-31,11,3180.36,36516.73,18.4,2,4.7,2,16,19,Yes,3,6.0,No
CUST10393,30,Male,Chennai,Gold,Tablet,COD,Fashion,2023-01-09,2025-05-20,8,4560.78,42439.09,14.5,1,2.9,3,16,21,Yes,0,1.3,No
CUST10394,24,Male,Pune,Gold,Mobile,UPI,Sports,2023-09-04,2024-07-04,8,11919.79,73848.82,29.1,0,4.2,2,19,20,No,12,4.3,No
CUST10395,53,Male,Chennai,Basic,Tablet,Net Banking,Grocery,2024-10-03,2025-10-19,14,2101.82,30851.9,15.5,4,4.1,2,21,29,Yes,12,2.0,No
CUST10396,62,Male,Kochi,Basic,Desktop,Debit Card,Grocery,2021-08-21,2021-10-01,9,6394.11,61666.6,23.3,2,,3,17,18,Yes,3,8.7,Yes
CUST10397,37,Female,Kochi,Silver,Desktop,UPI,Fashion,2025-12-07,2025-12-31,14,1359.64,20009.24,21.3,2,3.4,1,15,19,Yes,1,0.8,No
CUST10398,18,Female,Mumbai,Gold,Mobile,UPI,Home & Kitchen,2025-06-10,2025-12-31,6,2377.75,15336.73,4.7,1,2.8,1,15,30,No,9,7.2,No
CUST10399,25,Male,Delhi,Platinum,Mobile,Credit Card,Home & Kitchen,2023-10-21,2025-12-31,8,1622.65,13833.9,13.6,1,3.5,3,21,29,Yes,13,2.2,No
CUST10400,63,Male,Bengaluru,Basic,Mobile,Credit Card,Beauty,2021-04-12,2025-05-14,10,3710.16,30245.3,32.0,2,4.4,0,16,20,Yes,5,4.0,No
CUST10401,33,Female,Hyderabad,Platinum,Mobile,Credit Card,Sports,2023-08-11,2025-11-07,4,4197.99,14566.49,,2,4.1,3,13,15,Yes,1,2.5,No
CUST10402,31,Male,Kochi,Gold,Mobile,Debit Card,Beauty,2022-04-26,2024-01-12,12,1454.61,18493.86,9.6,1,4.1,1,12,30,Yes,14,5.7,Yes
CUST10403,29,Male,Bengaluru,Silver,Mobile,Net Banking,Grocery,2024-05-22,2025-09-20,6,4440.34,20217.22,16.4,2,3.3,2,18,18,No,8,2.8,No
CUST10404,40,Other,Mumbai,Basic,Mobile,Net Banking,Fashion,2021-04-18,2022-05-06,7,3215.66,24026.14,11.3,0,4.7,3,21,15,No,1,3.1,Yes
CUST10405,32,Female,Chennai,Basic,Desktop,Net Banking,Home & Kitchen,2024-04-03,2025-12-31,9,3969.32,38678.01,8.7,1,4.0,1,10,21,Yes,3,2.7,No
CUST10406,45,Male,Mumbai,Silver,Desktop,Debit Card,Fashion,2023-08-31,2024-10-28,5,4744.06,20626.87,11.1,0,4.0,0,19,22,Yes,12,3.6,No
CUST10407,51,Female,Coimbatore,Gold,Mobile,Debit Card,Electronics,2025-06-15,2025-12-31,6,3759.15,23661.59,26.5,1,4.6,1,26,19,Yes,3,0.6,No
CUST10408,19,Male,Coimbatore,Basic,Tablet,Credit Card,Fashion,2022-12-05,2025-11-02,16,1329.3,21631.33,13.9,0,3.4,0,18,21,No,11,0.0,No
CUST10409,49,Female,Hyderabad,Silver,Mobile,UPI,Electronics,2021-12-01,2022-05-25,5,2268.84,9986.82,4.4,2,4.1,3,15,24,Yes,10,3.4,Yes
CUST10410,40,Male,Mumbai,Gold,Mobile,COD,Beauty,2021-03-27,2024-08-11,6,1413.0,8321.05,2.9,2,4.3,2,10,24,Yes,0,6.8,Yes
CUST10411,39,Male,Pune,Gold,Mobile,COD,Beauty,2023-01-04,2025-12-31,15,1010.47,18261.4,32.7,0,3.6,3,25,38,Yes,12,1.7,No
CUST10412,42,Male,Hyderabad,Platinum,Desktop,UPI,Grocery,2023-05-25,2025-04-16,6,1573.48,9094.41,13.2,1,4.4,4,20,24,Yes,10,4.0,No
CUST10413,39,Female,Pune,Silver,Mobile,Credit Card,Fashion,2024-12-18,2025-01-14,13,2353.02,32575.18,18.5,2,4.3,2,11,23,No,6,0.0,No
CUST10414,39,Female,Hyderabad,Basic,Mobile,UPI,Fashion,2025-06-25,2025-12-31,14,6162.91,66235.6,8.8,2,3.9,1,27,21,No,0,1.4,No
CUST10415,59,Male,Coimbatore,Gold,Desktop,UPI,Electronics,2025-10-28,2025-12-31,6,2701.0,12784.91,17.6,0,3.9,0,17,21,Yes,12,2.6,No
CUST10416,23,Male,Hyderabad,Silver,Mobile,COD,Beauty,2021-12-30,2025-07-06,7,3227.05,17860.36,26.7,1,4.3,1,15,20,Yes,7,2.4,No
CUST10417,32,Female,Coimbatore,Basic,Desktop,Credit Card,Electronics,2021-03-01,2021-06-11,9,2133.02,21867.9,9.8,0,4.5,2,18,22,Yes,2,4.7,Yes
CUST10418,60,Male,Kochi,Basic,Tablet,Debit Card,Beauty,2025-02-14,2025-12-31,9,2482.91,20673.1,18.7,1,4.0,1,16,27,Yes,13,0.0,No
CUST10419,54,Male,Chennai,Silver,Tablet,COD,Electronics,2024-06-27,2025-09-05,7,2825.04,17082.0,3.8,1,4.7,1,24,22,Yes,7,2.2,No
CUST10420,50,Other,Pune,Basic,Mobile,Debit Card,Beauty,2022-07-14,2025-12-31,4,2420.21,10877.99,31.2,4,4.4,1,18,29,Yes,7,1.2,No
CUST10421,25,Male,Mumbai,Basic,Mobile,Credit Card,Electronics,2021-04-27,2024-12-01,11,3538.39,32499.33,17.1,1,2.8,1,21,18,Yes,9,0.7,Yes
CUST10422,61,Female,Kochi,Basic,Mobile,UPI,Beauty,2025-10-29,2025-12-31,7,2027.56,12393.91,11.7,1,3.1,0,16,21,Yes,11,1.0,No
CUST10423,61,Other,Kochi,Basic,Mobile,Net Banking,Sports,2023-05-24,2024-10-19,8,1364.06,10535.63,12.6,2,,0,14,17,Yes,13,3.0,Yes
CUST10424,22,Male,Hyderabad,Silver,Mobile,Net Banking,Electronics,2023-07-04,2024-03-20,5,1229.32,5628.56,10.9,0,3.8,1,18,28,No,9,2.8,Yes
CUST10425,56,Male,Coimbatore,Silver,Mobile,,Fashion,2023-08-26,2024-08-20,8,4049.14,33776.18,,0,4.1,0,18,20,Yes,4,2.1,Yes
CUST10426,21,Male,Bengaluru,Gold,Tablet,Net Banking,Grocery,2023-09-26,2025-12-31,11,782.67,7911.32,0.0,1,4.7,3,13,25,Yes,13,0.0,No
CUST10427,23,Female,Pune,Basic,Tablet,Debit Card,Sports,2025-04-18,2025-12-31,5,2462.94,11655.57,14.2,1,4.0,0,24,16,Yes,13,2.0,No
CUST10428,62,Female,Kochi,Basic,Mobile,Net Banking,Sports,2021-02-13,2022-06-22,11,1601.47,20812.51,13.9,1,4.0,0,32,28,Yes,2,4.8,Yes
CUST10429,49,Female,Hyderabad,Silver,Mobile,Credit Card,Electronics,2022-05-24,2025-06-29,8,3598.34,34321.42,18.9,1,3.4,0,21,28,No,10,0.0,No
CUST10430,47,Male,Delhi,Silver,Mobile,Credit Card,Grocery,2024-04-03,2025-12-31,12,2738.93,38252.63,10.8,2,4.2,2,27,19,No,10,1.1,No
CUST10431,64,Female,Chennai,Silver,Mobile,Debit Card,Fashion,2024-10-23,2025-12-31,10,2770.73,32761.54,8.8,0,4.4,2,22,28,Yes,11,0.2,No
CUST10432,52,Female,Chennai,Silver,Desktop,Net Banking,Sports,2024-08-08,2025-12-31,8,2880.28,23845.59,14.9,1,3.6,3,17,18,Yes,10,0.3,No
CUST10433,57,Female,Bengaluru,Platinum,Desktop,Net Banking,Fashion,2023-04-29,2024-07-16,10,2835.91,30432.62,2.1,0,3.4,2,17,30,No,8,2.0,Yes
CUST10434,33,Female,Coimbatore,Basic,Desktop,UPI,Beauty,2023-07-06,2024-01-06,7,1362.27,9808.49,16.1,1,5.0,0,13,20,Yes,0,1.2,Yes
CUST10435,30,Female,Hyderabad,Silver,Desktop,COD,Grocery,2023-06-17,2023-10-28,9,2189.29,22517.17,0.1,0,3.9,3,23,23,Yes,0,0.8,Yes
CUST10436,59,Female,Pune,Gold,Mobile,Credit Card,Home & Kitchen,2023-03-10,2025-04-20,7,1799.49,12917.64,24.0,1,3.6,1,22,21,No,13,2.5,No
CUST10437,47,Female,Coimbatore,Silver,Desktop,UPI,Beauty,2023-05-26,2023-08-11,9,1950.66,14141.99,20.5,1,4.5,3,18,34,Yes,1,0.0,Yes
CUST10438,36,Male,Chennai,Basic,Mobile,Credit Card,Grocery,2025-10-27,2025-12-31,11,2854.78,36263.39,7.6,2,4.0,2,21,25,Yes,12,6.5,No
CUST10439,34,Male,Coimbatore,Silver,Mobile,UPI,Electronics,2021-10-13,2022-02-13,10,4061.21,45903.56,20.3,2,3.3,4,18,27,Yes,9,1.4,Yes
CUST10440,36,Female,Chennai,Gold,Mobile,COD,Electronics,2024-05-12,2025-12-31,8,3995.86,37086.39,15.9,2,,0,22,19,Yes,5,1.7,No
CUST10441,45,Male,Coimbatore,Basic,Mobile,UPI,Fashion,2022-11-15,2025-12-31,14,3080.74,36454.42,6.9,1,3.4,1,19,21,Yes,1,1.8,No
CUST10442,43,Female,Bengaluru,Basic,Mobile,Credit Card,Sports,2025-03-28,2025-12-31,10,2249.05,19922.28,0.0,0,5.0,3,15,27,No,3,0.6,No
CUST10443,54,Other,Mumbai,Basic,Mobile,Net Banking,Home & Kitchen,2023-03-30,2024-06-03,11,2769.13,27349.68,17.5,2,4.3,0,13,23,Yes,5,5.0,Yes
CUST10444,43,Female,Bengaluru,Gold,Tablet,Credit Card,Electronics,2021-05-01,2025-01-23,8,3764.23,30235.51,8.6,1,3.8,3,20,23,Yes,1,3.0,No
CUST10445,40,Male,Bengaluru,Basic,Mobile,Debit Card,Grocery,2023-08-03,2025-12-31,10,1945.24,15891.42,23.8,3,4.1,0,23,26,Yes,3,0.0,No
CUST10446,26,Male,Mumbai,Platinum,Mobile,Debit Card,Sports,2025-11-15,2025-12-31,8,2716.06,20483.24,15.1,0,4.6,0,20,16,No,6,0.0,No
CUST10447,29,Male,Mumbai,Silver,Mobile,Debit Card,Sports,2025-08-15,2025-12-31,10,2124.5,17868.73,9.4,0,4.1,2,13,15,Yes,0,1.2,No
CUST10448,18,Female,Kochi,Platinum,Desktop,Debit Card,Grocery,2025-08-15,2025-12-31,11,1931.67,18749.17,29.4,1,5.0,2,16,25,Yes,8,3.8,No
CUST10449,18,Female,Kochi,Platinum,Mobile,COD,Sports,2023-10-15,2025-07-08,7,2641.69,20400.07,19.6,3,4.7,0,17,16,Yes,9,4.9,No
CUST10450,64,Female,Hyderabad,Silver,Tablet,Net Banking,Electronics,2024-04-26,2025-01-17,7,2254.55,18581.64,0.0,0,4.3,2,12,21,Yes,9,2.2,Yes
CUST10451,51,Male,Pune,Basic,Desktop,Net Banking,Grocery,2023-06-26,2025-12-31,2,3112.47,4740.0,11.1,1,3.4,0,19,28,No,6,5.7,No
CUST10452,49,Female,Pune,Basic,Mobile,,Grocery,2021-01-13,2023-02-04,11,2269.88,25791.36,3.9,2,3.9,1,14,25,Yes,8,4.0,Yes
CUST10453,65,Female,Hyderabad,Basic,Desktop,UPI,Fashion,2022-08-26,2025-12-31,6,2531.85,11667.22,8.6,0,4.3,2,18,20,Yes,6,6.8,No
CUST10454,42,Male,Bengaluru,Gold,Mobile,Credit Card,Home & Kitchen,2021-07-19,2022-12-19,14,1361.46,15107.77,13.8,2,3.5,2,21,20,Yes,10,1.4,Yes
CUST10455,57,Female,Bengaluru,Basic,Mobile,Credit Card,Fashion,2022-08-09,2025-12-31,14,3843.01,59319.12,17.8,3,4.8,4,17,30,Yes,0,1.7,No
CUST10456,62,Male,Chennai,Basic,Desktop,Credit Card,Home & Kitchen,2025-11-27,2025-12-31,12,3875.85,51989.29,17.1,1,3.4,2,20,30,Yes,6,2.9,No
CUST10457,18,Male,Chennai,Silver,Mobile,Credit Card,Grocery,2025-01-19,2025-09-14,10,1798.13,20804.19,23.6,2,3.6,1,22,27,Yes,10,1.0,No
CUST10458,33,Female,Pune,Platinum,Mobile,Net Banking,Sports,2022-03-24,2023-11-26,8,1872.89,14790.15,20.1,1,3.6,0,17,15,Yes,8,4.1,Yes
CUST10459,56,Male,Hyderabad,Basic,Mobile,UPI,Home & Kitchen,2025-12-17,2025-12-31,7,2923.25,24144.08,19.6,0,4.5,3,20,21,No,12,0.0,No
CUST10460,22,Female,Delhi,Basic,Mobile,Credit Card,Grocery,2023-04-21,2025-08-28,10,2160.2,18003.52,16.6,1,3.5,1,16,27,Yes,7,0.0,No
CUST10461,39,Female,Kochi,Basic,Tablet,Net Banking,Grocery,2023-12-31,2025-12-31,9,3067.33,24151.31,25.3,1,2.8,4,22,16,Yes,11,2.4,No
CUST10462,46,Female,Delhi,Platinum,Mobile,Credit Card,Fashion,2022-08-13,2025-12-31,7,4917.61,28132.45,12.5,1,4.7,3,19,25,Yes,3,5.5,No
CUST10463,20,Male,Hyderabad,Silver,Desktop,Debit Card,Fashion,2025-12-25,2025-12-31,11,1838.76,23235.41,12.7,0,3.7,4,19,17,Yes,4,3.5,No
CUST10464,29,Female,Chennai,Basic,Mobile,Credit Card,Sports,2024-02-28,2024-08-20,10,3979.17,34393.46,0.0,1,3.3,2,17,19,Yes,2,4.1,No
CUST10465,43,Female,Pune,Basic,Desktop,Credit Card,Beauty,2023-06-08,2025-12-31,8,1695.4,11227.02,23.4,0,3.5,1,18,18,No,9,5.8,No
CUST10466,33,Female,Pune,Basic,Mobile,COD,Electronics,2021-02-12,2024-09-22,11,1946.45,22728.91,14.4,1,5.0,0,11,22,Yes,9,3.4,Yes
CUST10467,54,Male,Chennai,Basic,Mobile,Debit Card,Beauty,2022-06-04,2022-12-07,9,2934.17,20823.42,38.5,2,3.6,1,21,25,Yes,11,1.8,Yes
CUST10468,39,Male,Delhi,Platinum,Desktop,UPI,Beauty,2023-11-03,2025-12-31,7,3520.24,19034.47,11.8,0,3.9,1,11,21,Yes,1,5.4,No
CUST10469,46,Female,Coimbatore,Gold,Mobile,Credit Card,Sports,2022-12-26,2023-12-07,8,4848.99,31163.83,15.7,2,3.7,3,13,20,Yes,2,4.4,Yes
CUST10470,31,Male,Coimbatore,Silver,Mobile,UPI,Home & Kitchen,2022-09-15,2025-12-31,11,5612.68,46312.05,19.4,0,3.2,2,23,34,No,6,1.0,No
CUST10471,45,Female,Chennai,Gold,Mobile,Debit Card,Sports,2023-09-15,2023-12-04,6,2366.85,15599.84,6.2,0,3.5,1,20,22,No,7,0.8,Yes
CUST10472,22,Female,Coimbatore,Basic,Desktop,Credit Card,Sports,2023-03-14,2025-12-31,10,2702.99,27871.01,17.9,0,3.2,1,18,28,No,1,2.4,No
CUST10473,64,Female,Mumbai,Gold,Mobile,COD,Grocery,2022-06-19,2025-12-31,6,3140.1,16107.54,15.3,0,4.6,0,22,26,Yes,8,4.3,No
CUST10474,47,Female,Hyderabad,Gold,Tablet,Net Banking,Grocery,2021-10-29,2022-08-10,9,2649.12,20659.22,12.6,0,4.1,4,16,28,Yes,12,0.6,Yes
CUST10475,63,Female,Hyderabad,Silver,Mobile,COD,Grocery,2025-11-25,2025-12-31,5,2355.39,13608.08,24.4,1,5.0,3,19,32,Yes,3,2.8,No
CUST10476,22,Female,Chennai,Gold,Mobile,COD,Electronics,2022-06-11,2024-05-14,8,2096.64,16788.38,7.8,1,3.5,1,12,21,Yes,14,4.3,Yes
CUST10477,29,Female,Bengaluru,Basic,Desktop,Net Banking,Home & Kitchen,2025-07-24,2025-12-31,6,3541.99,23361.5,17.2,1,3.4,4,14,21,Yes,1,2.0,No
CUST10478,33,Female,Kochi,Basic,Desktop,Net Banking,Home & Kitchen,2025-05-16,2025-12-31,17,4866.34,80773.56,26.6,2,5.0,0,15,14,Yes,6,3.1,No
CUST10479,43,Male,Delhi,Basic,Desktop,Net Banking,Grocery,2024-02-13,2025-12-31,3,1288.33,3358.13,9.3,0,4.7,2,18,22,Yes,10,3.5,No
CUST10480,43,Male,Chennai,Silver,Tablet,Credit Card,Beauty,2022-04-05,2023-01-03,9,2442.92,27157.48,12.6,1,4.3,0,20,17,No,1,4.0,Yes
CUST10481,65,Female,Coimbatore,Gold,Mobile,UPI,Electronics,2023-04-12,2025-12-31,10,1302.16,13449.02,33.8,4,3.3,2,26,16,No,6,2.7,No
CUST10482,38,Male,Delhi,Platinum,Mobile,UPI,Beauty,2022-05-20,2023-04-30,12,3447.17,33733.63,18.8,1,5.0,0,18,16,Yes,7,2.3,Yes
CUST10483,56,Male,Bengaluru,Silver,Mobile,Net Banking,Fashion,2024-08-24,2025-12-31,9,1925.45,16515.36,11.0,3,4.0,1,17,22,Yes,12,4.5,No
CUST10484,53,Male,Coimbatore,Gold,Desktop,COD,Home & Kitchen,2023-07-21,2025-09-25,7,4558.88,29189.05,21.4,1,3.7,2,23,22,Yes,8,0.0,No
CUST10485,50,Female,Pune,Gold,Desktop,Debit Card,Home & Kitchen,2021-11-21,2025-12-31,12,2528.49,26004.32,10.5,2,4.7,3,20,22,Yes,13,4.2,No
CUST10486,47,Female,Kochi,Basic,Mobile,Net Banking,Beauty,2022-08-02,2025-12-31,8,3467.69,33753.66,2.5,3,4.0,1,19,21,Yes,11,3.7,No
CUST10487,54,Female,Mumbai,Silver,Mobile,COD,Electronics,2023-01-31,2023-11-08,11,1820.22,23835.89,26.0,0,3.2,3,16,15,Yes,11,5.5,Yes
CUST10488,40,Female,Coimbatore,Basic,Mobile,COD,Home & Kitchen,2024-04-13,2025-12-31,11,2880.24,26916.73,6.2,2,4.0,3,17,28,Yes,10,3.6,No
CUST10489,27,Female,Mumbai,Gold,Desktop,Credit Card,Beauty,2023-05-01,2025-12-31,9,2865.76,23885.15,34.6,4,3.5,3,24,18,Yes,0,0.4,No
CUST10490,22,Male,Delhi,Platinum,Mobile,Credit Card,Sports,2025-03-18,2025-12-31,8,3230.03,29229.39,11.1,1,2.0,3,20,12,Yes,1,2.7,No
CUST10491,53,Female,Mumbai,Basic,Mobile,UPI,Sports,2024-04-10,2025-07-07,4,2031.65,6942.17,32.1,1,3.4,0,18,22,Yes,1,0.5,Yes
CUST10492,51,Male,Delhi,Gold,Mobile,UPI,Electronics,2023-08-18,2025-03-05,14,4378.05,64098.83,4.1,3,3.7,0,28,26,Yes,13,4.8,No
CUST10493,48,Female,Delhi,Silver,Desktop,Debit Card,Beauty,2022-05-17,2022-06-04,8,3145.33,27676.31,23.2,0,3.2,2,18,21,Yes,6,0.0,Yes
CUST10494,27,Female,Delhi,Silver,Desktop,Debit Card,Sports,2021-11-30,2025-12-31,8,4758.82,41001.47,19.0,1,4.4,2,22,26,No,5,0.0,No
CUST10495,36,Male,Delhi,Silver,Mobile,Debit Card,Electronics,2021-10-11,2023-09-03,13,1375.02,19720.06,21.7,2,3.5,3,15,24,Yes,14,0.1,Yes
