Employee_ID,Age,Experience_Years,Department,Job_Level,Education_Level,Work_Mode,Employment_Type,Monthly_Income,Previous_Salary,Current_Salary,Bonus,Quantity,Unit_Price,Total_Spending,Number_of_Orders,Working_Hours,Training_Hours,Projects_Completed,Performance_Score
EMP00553,39,19,Finance,Junior,Master,Office,Part-Time,99626.91,87144.64,109412.97,19557.43,6,1255.4,43535.16,29,41.1,62,3,72.9
EMP00554,59,3,Engineering,Manager,Master,Office,Full-Time,16526.31,13025.98,16949.75,1259.67,5,3125.11,125958.71,2,44.8,78,18,73.6
EMP00555,23,3,Engineering,Manager,Bachelor,Hybrid,Full-Time,45358.77,37691.28,51697.94,8715.22,2,3389.93,6627.11,48,42.5,38,2,55.4
EMP00556,33,13,Engineering,Manager,Bachelor,Office,Full-Time,77746.94,66686.23,80384.15,3636.39,9,4304.31,118857.51,6,37.9,71,11,76.5
EMP00557,48,0,IT,Mid,High School,Office,Full-Time,15702.85,14426.55,17482.32,2473.52,10,4346.85,191413.23,44,33.6,41,9,81.3
EMP00558,40,2,Engineering,Mid,Diploma,Remote,Full-Time,33673.9,25662.29,33893.83,4509.59,8,7828.39,159224.12,7,36.3,91,2,63.0
EMP00559,48,23,Marketing,Senior,Master,Office,Contract,131961.86,114720.31,133257.43,22043.08,6,1843.33,69773.82,36,35.0,20,20,69.3
EMP00560,28,8,Sales,Junior,PhD,Remote,Contract,54481.14,48673.84,58245.99,1370.93,5,1998.54,28503.32,8,47.7,46,4,70.9
EMP00561,59,35,Operations,Manager,Bachelor,Office,Contract,166556.86,157492.57,191473.19,5673.52,18,6452.6,93547.82,19,50.5,73,9,80.9
EMP00562,21,1,Operations,Junior,Diploma,Remote,Part-Time,26723.2,24356.38,28153.27,869.71,20,5931.55,79197.14,10,48.0,27,14,77.2
EMP00563,23,3,HR,Entry,High School,Hybrid,Contract,28303.51,22791.27,32188.49,3586.98,18,1963.04,194374.86,33,46.1,20,19,62.9
EMP00564,33,13,Sales,Mid,Diploma,Hybrid,Part-Time,79791.58,71167.37,88349.22,10255.49,2,8596.51,197983.74,37,37.7,27,16,78.8
EMP00565,48,23,Finance,Senior,Master,Office,Contract,103566.81,93485.16,114873.49,18962.97,12,3626.06,82706.35,38,47.8,85,14,78.1
EMP00566,45,3,Sales,Entry,Diploma,Remote,Full-Time,31903.06,28583.45,33089.6,3323.3,8,3986.19,30608.01,27,45.1,18,15,82.0
EMP00567,53,2,IT,Junior,Master,Hybrid,Contract,16283.33,14883.44,16728.01,525.12,4,4494.37,182211.3,29,31.2,62,18,66.6
EMP00568,58,33,HR,Mid,Bachelor,Office,Full-Time,169861.22,158097.65,167888.17,9803.59,20,3565.67,158914.91,19,52.7,51,15,100.0
EMP00569,26,6,HR,Manager,Bachelor,Office,Full-Time,38253.45,29443.14,43715.59,820.66,4,5795.82,102743.57,18,32.0,37,19,72.3
EMP00570,52,22,IT,Entry,Master,Remote,Contract,95525.92,73645.97,109079.02,15265.87,9,4192.15,73705.57,23,42.6,45,9,76.8
EMP00571,41,4,Sales,Mid,PhD,Remote,Contract,46653.58,42421.17,51291.58,7782.19,9,2964.63,90185.0,1,42.8,23,16,76.9
EMP00572,36,16,Engineering,Junior,Bachelor,Office,Full-Time,50639.66,40535.75,51108.1,10109.16,12,9092.51,180474.35,43,50.9,91,17,71.7
EMP00573,41,5,IT,Junior,PhD,Remote,Part-Time,48398.81,36865.78,48352.15,4558.93,14,3429.33,37744.05,3,52.8,44,10,69.8
EMP00574,31,9,Engineering,Entry,Master,Remote,Part-Time,68567.78,56928.11,78696.75,1609.54,3,7135.64,161549.92,10,53.5,76,5,62.0
EMP00575,57,6,Marketing,Entry,Master,Hybrid,Contract,53807.93,49179.12,51833.64,3349.62,6,3798.65,4619.94,7,44.2,8,9,61.0
EMP00576,56,20,IT,Entry,Bachelor,Remote,Full-Time,72461.45,56180.3,81063.55,9115.53,15,4634.59,184193.83,49,47.0,8,14,71.0
EMP00577,55,19,Engineering,Senior,PhD,Office,Part-Time,88962.26,78675.41,90838.61,17183.04,19,2741.46,100559.16,26,32.2,20,10,72.1
EMP00578,39,2,Sales,Manager,Master,Remote,Contract,47036.15,35311.13,48624.75,1817.67,4,7647.13,46122.82,16,42.2,23,1,57.3
EMP00579,40,20,Engineering,Mid,Bachelor,Office,Contract,119770.65,92456.65,133711.41,5016.37,1,7503.43,1568.44,39,52.4,94,20,77.5
EMP00580,38,3,IT,Junior,Master,Office,Full-Time,28484.88,23362.44,27576.8,4167.81,9,711.28,112349.75,45,41.4,63,3,59.5
EMP00581,34,14,Finance,Junior,Diploma,Remote,Part-Time,85837.1,65813.06,87625.42,12025.54,16,1071.84,49653.09,32,31.7,92,16,59.2
EMP00582,35,11,Operations,Manager,Diploma,Remote,Contract,74989.51,68928.89,85518.41,4881.15,9,9262.58,126621.6,12,35.0,39,5,69.1
EMP00583,51,31,IT,Entry,Bachelor,Remote,Part-Time,110364.87,101846.26,120277.09,18360.97,12,8943.86,56952.69,44,40.7,73,13,92.3
EMP00584,21,1,Operations,Entry,Master,Hybrid,Contract,15000.0,13516.71,16514.82,647.7,14,5307.83,18516.78,8,35.9,51,5,59.4
EMP00585,23,3,IT,Junior,Bachelor,Hybrid,Contract,30399.16,24273.61,33484.71,5673.5,15,5186.9,101505.27,8,39.8,3,11,48.2
EMP00586,36,16,Sales,Manager,High School,Remote,Part-Time,100366.79,85778.42,96564.3,5639.18,16,8218.03,113332.66,45,38.3,2,17,75.3
EMP00587,43,23,Marketing,Junior,Bachelor,Office,Part-Time,97541.9,76749.65,96629.06,3379.19,8,1815.28,91065.42,11,38.0,12,3,59.2
EMP00588,31,11,Marketing,Entry,Bachelor,Remote,Full-Time,74268.05,59879.03,77851.68,6024.18,10,6710.14,92149.08,33,32.3,20,6,62.6
EMP00589,32,12,Operations,Mid,Diploma,Hybrid,Full-Time,72084.63,61502.68,73787.99,3878.98,14,5021.84,118340.38,25,52.1,7,16,72.6
EMP00590,30,10,Sales,Entry,Diploma,Hybrid,Full-Time,57583.54,51652.59,59436.72,6613.44,17,7561.64,105744.35,17,47.3,72,20,78.6
EMP00591,52,32,Engineering,Mid,Master,Remote,Full-Time,149324.79,114820.44,165196.44,21447.87,3,785.98,27380.94,31,45.6,0,2,75.0
EMP00592,36,15,Sales,Senior,Bachelor,Office,Part-Time,105273.21,85201.75,100318.61,11408.02,4,6130.89,40220.04,19,45.2,13,5,63.1
EMP00593,28,8,Sales,Manager,Bachelor,Office,Full-Time,56144.23,52513.06,60753.58,7798.96,16,5788.92,29216.42,45,39.9,75,19,74.5
EMP00594,58,20,Finance,Senior,Master,Hybrid,Part-Time,75555.96,63151.54,71779.83,6474.06,14,8488.06,138965.82,15,50.6,35,20,82.0
EMP00595,32,12,HR,Entry,PhD,Hybrid,Contract,104748.01,98229.95,100831.66,2621.43,14,6929.94,106191.08,44,53.3,21,11,64.9
EMP00596,44,7,IT,Manager,Master,Hybrid,Part-Time,43209.38,40974.6,44577.27,8440.16,16,8861.52,86541.17,49,30.1,35,18,64.1
EMP00597,48,15,Sales,Entry,Diploma,Office,Full-Time,69515.93,59459.2,77732.0,11643.53,8,8929.1,159869.46,35,32.0,44,3,66.3
EMP00598,28,8,Sales,Manager,Diploma,Hybrid,Part-Time,37766.88,30500.87,36973.75,1254.44,18,4377.56,65833.14,39,46.9,15,12,55.7
EMP00599,48,9,Sales,Manager,Bachelor,Hybrid,Part-Time,72078.82,65458.77,76470.18,7269.28,7,1805.62,114053.23,2,35.9,10,13,63.8
EMP00600,56,31,Marketing,Entry,Diploma,Office,Part-Time,116204.71,90856.06,126163.57,15606.69,3,6487.69,15807.11,34,52.8,66,20,75.1
EMP00601,46,26,Sales,Entry,Master,Hybrid,Part-Time,155141.1,124176.39,154506.04,8425.24,6,8800.59,149136.41,25,46.7,97,20,80.9
EMP00602,28,8,IT,Manager,Bachelor,Hybrid,Part-Time,62575.19,56754.2,65858.27,7761.7,20,1212.06,139343.3,38,39.2,24,9,58.6
EMP00603,48,16,Engineering,Manager,Master,Remote,Full-Time,88395.57,73963.15,100088.67,10258.9,16,5800.27,160673.55,4,40.4,89,9,64.5
EMP00604,48,10,Engineering,Entry,Master,Hybrid,Part-Time,77111.57,60941.86,81155.74,4432.97,4,1592.5,177010.72,16,47.3,66,7,72.9
EMP00605,57,31,Sales,Entry,Bachelor,Remote,Full-Time,138050.55,121515.56,135491.73,6269.96,19,756.46,151847.63,32,33.5,83,1,80.0
EMP00606,56,9,IT,Junior,PhD,Hybrid,Contract,51239.91,45939.26,55111.74,8024.85,2,6956.54,169053.49,15,52.1,30,1,66.8
EMP00607,47,21,Finance,Junior,Diploma,Hybrid,Part-Time,138329.77,107207.54,147797.06,10798.79,4,6977.57,69785.27,42,30.1,64,19,77.6
EMP00608,37,16,Engineering,Junior,High School,Remote,Contract,88525.14,71297.79,84576.11,5659.17,2,6206.25,69324.14,14,54.5,89,3,64.2
EMP00609,29,3,HR,Senior,High School,Hybrid,Full-Time,21263.01,16888.26,20585.12,3249.37,7,8662.62,188915.86,41,34.2,88,7,69.1
EMP00610,53,24,Marketing,Manager,High School,Remote,Part-Time,152866.38,126263.19,150016.39,23310.96,15,1268.33,183000.33,15,48.6,10,12,72.1
EMP00611,40,20,IT,Mid,Diploma,Hybrid,Contract,106262.52,95922.01,103845.88,7412.06,17,1499.97,110150.97,7,31.0,79,16,78.4
EMP00612,33,0,Engineering,Senior,PhD,Remote,Full-Time,27441.19,24497.89,27493.14,4858.8,14,8713.09,73945.2,7,40.8,83,13,47.9
EMP00613,48,24,Engineering,Manager,Master,Remote,Contract,139895.1,123458.1,145605.77,20128.81,11,5281.13,173334.3,8,45.8,37,18,82.9
EMP00614,49,29,Operations,Mid,Bachelor,Hybrid,Part-Time,125576.22,94340.03,128633.15,10327.08,17,3094.0,65358.82,19,31.8,1,17,80.8
EMP00615,33,13,Finance,Junior,PhD,Hybrid,Part-Time,67057.11,52199.18,75649.14,6501.06,5,7512.49,31573.38,18,41.1,53,9,67.0
EMP00616,55,23,HR,Mid,High School,Remote,Part-Time,143206.36,113800.3,153577.64,21596.63,14,8996.84,128259.04,17,37.6,92,14,84.4
EMP00617,26,1,HR,Entry,Diploma,Office,Full-Time,26678.67,21460.09,30019.61,1549.63,17,7051.23,9481.74,18,42.5,6,5,58.7
EMP00618,38,14,HR,Entry,Diploma,Hybrid,Contract,85053.85,66281.22,89766.5,8877.66,20,8023.36,76441.28,19,42.6,48,11,63.7
EMP00619,25,5,IT,Manager,Bachelor,Hybrid,Full-Time,25384.92,21121.85,24571.94,3493.99,2,3183.72,161725.1,40,49.6,39,20,68.1
EMP00620,45,5,Finance,Senior,Master,Office,Contract,40481.87,30970.09,42208.72,4740.82,7,3243.37,59748.02,13,33.1,44,6,53.2
EMP00621,22,0,Sales,Junior,PhD,Office,Full-Time,15000.0,13500.07,16716.1,1942.49,4,8709.18,186331.78,11,32.1,53,6,68.7
EMP00622,30,10,Operations,Manager,PhD,Remote,Part-Time,59113.11,53647.76,58452.27,6994.16,8,6341.2,191209.11,7,40.0,88,8,74.5
EMP00623,50,16,Finance,Junior,PhD,Hybrid,Contract,86776.1,75048.6,84020.33,4847.39,1,2724.55,163347.44,27,52.2,60,1,57.8
EMP00624,25,5,Finance,Entry,Master,Remote,Contract,49527.11,38033.9,50313.94,4647.47,10,5479.54,197541.02,37,51.4,3,9,63.4
EMP00625,53,28,Engineering,Senior,Master,Hybrid,Contract,132343.7,122817.16,136020.16,15319.76,1,7015.67,106622.06,5,44.0,33,10,75.6
EMP00626,21,1,Finance,Senior,Master,Office,Full-Time,59239.77,55870.63,59906.3,9502.73,1,2576.22,114270.71,8,52.2,88,17,64.6
EMP00627,38,12,IT,Entry,Bachelor,Remote,Part-Time,32968.05,26060.35,32211.37,4539.79,4,6721.61,167397.2,10,50.1,7,3,59.5
EMP00628,52,5,Operations,Mid,Diploma,Hybrid,Contract,51489.3,45873.26,51497.95,4983.46,17,900.38,99068.25,37,36.9,31,13,70.1
EMP00629,31,5,IT,Senior,High School,Hybrid,Full-Time,36277.35,33316.68,39413.77,7088.3,5,3385.07,81937.28,26,34.3,17,8,66.0
EMP00630,41,19,Operations,Mid,Master,Office,Contract,88320.17,75775.94,90721.21,3480.1,14,6902.73,123335.96,15,37.5,39,20,92.9
EMP00631,46,2,Operations,Junior,Diploma,Office,Part-Time,32216.69,26245.8,34681.58,1843.6,6,1918.82,131874.24,16,35.7,74,14,67.4
EMP00632,45,16,Engineering,Senior,Master,Hybrid,Contract,84275.02,71272.37,89100.67,6863.04,7,2610.89,150428.27,29,45.6,55,20,74.7
EMP00633,42,11,IT,Entry,High School,Office,Part-Time,68382.37,58292.81,72472.36,4181.1,8,8851.39,133971.94,28,44.6,36,8,67.9
EMP00634,47,0,Operations,Mid,Master,Office,Full-Time,26095.1,21662.26,26087.53,3459.68,18,6906.05,149398.64,10,45.0,54,19,66.3
EMP00635,33,13,Finance,Junior,Diploma,Remote,Full-Time,63888.3,59797.44,67357.99,1732.6,4,5239.73,135237.37,40,34.7,35,13,64.3
EMP00636,53,2,IT,Junior,Bachelor,Hybrid,Part-Time,37678.74,33864.77,35972.61,1956.98,3,2503.49,96608.6,4,49.8,9,6,49.4
EMP00637,54,25,Operations,Senior,High School,Remote,Part-Time,137245.36,109557.52,142234.06,9991.81,4,3743.39,27851.98,46,40.8,69,4,46.8
EMP00638,55,14,HR,Senior,Diploma,Office,Full-Time,65568.64,56855.32,69799.42,9376.46,16,5956.14,157303.2,40,41.8,79,6,72.7
EMP00639,21,1,IT,Manager,PhD,Hybrid,Part-Time,24734.41,21957.67,24398.0,4394.21,13,1975.47,7125.05,14,54.9,88,20,60.1
EMP00640,41,21,Engineering,Manager,PhD,Office,Part-Time,92705.9,72128.09,92827.5,15178.6,11,5076.57,198507.52,44,37.1,62,2,60.7
EMP00641,26,6,Marketing,Senior,PhD,Office,Contract,43341.4,35612.98,43077.29,2287.32,11,4385.26,165863.24,33,39.9,33,10,64.7
EMP00642,48,3,IT,Manager,Bachelor,Hybrid,Full-Time,37398.37,34821.98,36056.2,4554.11,5,5028.53,134511.21,18,46.9,94,11,64.5
EMP00643,37,17,IT,Entry,Master,Office,Full-Time,76732.9,66253.84,78234.67,1949.33,20,1502.83,193354.75,12,52.0,71,11,86.9
EMP00644,25,5,IT,Entry,Master,Remote,Part-Time,44178.76,35051.41,50619.72,3353.02,1,1511.72,122881.59,10,33.2,16,3,45.3
EMP00645,51,31,Operations,Manager,Master,Hybrid,Part-Time,120859.88,93612.86,123370.88,19951.2,14,9659.05,12230.14,21,48.4,60,11,93.7
EMP00646,25,5,IT,Senior,Bachelor,Office,Part-Time,39722.42,33908.86,41395.02,4059.62,20,9803.99,112317.05,33,53.0,77,8,73.9
EMP00647,58,32,Marketing,Entry,PhD,Office,Full-Time,106801.88,91800.18,115411.98,5018.56,19,4548.56,56163.63,14,40.6,93,17,91.7
EMP00648,23,3,Sales,Junior,Master,Office,Contract,59383.88,48509.68,64116.75,5875.42,5,7995.46,74526.03,9,37.2,17,1,63.6
EMP00649,43,23,IT,Senior,Bachelor,Hybrid,Full-Time,105722.87,92622.03,120521.85,5883.05,20,6730.02,92457.45,26,46.9,60,16,80.3
EMP00650,57,3,HR,Mid,Bachelor,Remote,Contract,39277.08,29997.36,44049.75,3565.36,6,1610.71,155145.55,15,36.2,35,20,56.4
EMP00651,57,23,Marketing,Mid,Diploma,Office,Part-Time,102252.43,79657.5,113376.48,11023.84,19,3318.45,101082.91,21,39.6,84,7,76.7
EMP00652,30,10,Sales,Senior,Master,Office,Full-Time,50006.81,42968.59,57024.04,4146.59,12,3479.69,95461.38,22,52.4,52,8,54.4
EMP00653,30,10,Operations,Manager,PhD,Office,Contract,80009.04,60995.94,79701.25,15094.06,14,6159.86,61092.46,46,44.8,94,13,67.9
EMP00654,39,5,IT,Entry,High School,Hybrid,Full-Time,35016.61,32431.75,37587.21,4245.96,17,6009.78,108434.58,41,32.4,32,5,58.0
EMP00655,37,17,Sales,Entry,Bachelor,Office,Contract,73306.75,57064.12,82648.91,12588.28,7,9273.33,50429.78,43,38.2,22,18,66.5
EMP00656,41,18,HR,Senior,Diploma,Office,Contract,67650.99,59856.52,72713.16,10616.55,1,8005.34,52937.77,5,45.7,63,12,79.1
EMP00657,34,0,Marketing,Junior,High School,Office,Full-Time,29414.65,24362.41,33694.01,4088.93,17,8640.05,151694.5,44,42.0,37,16,62.7
EMP00658,29,4,Marketing,Manager,Bachelor,Hybrid,Part-Time,36616.76,30390.36,35520.84,4007.34,6,8966.67,69166.91,16,46.5,68,3,62.4
EMP00659,21,1,Operations,Junior,Diploma,Remote,Full-Time,30187.99,27259.09,31331.09,615.57,4,8112.13,11228.53,35,49.0,78,12,65.1
EMP00660,33,13,Operations,Senior,Master,Hybrid,Part-Time,56811.92,48284.02,65076.5,7409.65,14,3662.37,69391.78,5,42.0,29,19,73.0
EMP00661,24,4,Operations,Senior,Diploma,Remote,Contract,59644.56,53389.7,61190.16,5014.46,8,2542.62,128075.87,26,54.7,15,20,61.0
EMP00662,21,1,Sales,Junior,Bachelor,Remote,Contract,19952.23,16980.11,21905.78,821.98,18,5931.79,162983.13,26,52.9,53,18,59.1
EMP00663,60,34,IT,Mid,Master,Hybrid,Full-Time,140738.81,122243.07,134557.64,14078.49,20,7050.9,192425.4,5,31.5,58,8,76.2
EMP00664,52,18,Finance,Senior,PhD,Office,Full-Time,101547.73,91610.57,110582.17,15475.83,13,4172.4,149497.86,50,36.7,92,13,68.7
EMP00665,54,11,Marketing,Manager,Diploma,Remote,Part-Time,64725.49,56405.79,73588.05,12498.62,8,8559.22,86341.47,36,37.5,91,8,78.1
EMP00666,48,15,Finance,Junior,High School,Office,Part-Time,70903.48,61907.46,72785.35,6192.63,16,9625.38,60524.74,24,34.6,5,10,55.3
EMP00667,51,9,Engineering,Mid,Master,Remote,Full-Time,37970.65,34471.42,36233.87,4468.77,5,5909.26,26796.37,15,37.8,4,14,81.0
EMP00668,28,8,Marketing,Junior,Master,Office,Part-Time,54618.16,51331.09,52192.12,9461.17,3,4837.62,125909.6,30,40.6,88,15,73.7
EMP00669,59,19,Operations,Mid,PhD,Office,Part-Time,62251.62,51378.95,70245.01,4987.59,13,8507.43,102466.78,5,31.3,91,15,77.8
EMP00670,46,26,IT,Mid,Diploma,Hybrid,Full-Time,122978.03,106428.07,134599.85,5608.57,15,730.56,135862.6,40,33.2,0,6,63.4
EMP00671,54,3,IT,Manager,High School,Office,Full-Time,42377.05,32513.98,41162.4,2997.7,4,1725.62,48189.5,48,32.4,13,14,66.9
EMP00672,23,3,Marketing,Senior,PhD,Remote,Contract,44621.79,36668.44,42877.88,8114.12,3,8533.75,65405.19,22,31.2,82,6,60.8
EMP00673,32,1,Sales,Mid,Diploma,Office,Contract,15000.0,12486.15,16664.48,730.36,2,7454.27,59126.97,33,42.0,30,1,55.7
EMP00674,21,1,Engineering,Senior,High School,Office,Full-Time,33608.61,30820.69,37371.84,2663.81,4,4453.3,159732.72,5,38.3,50,10,67.4
EMP00675,25,5,Operations,Manager,High School,Office,Contract,54177.58,46196.06,52774.62,5614.71,6,8944.09,35074.73,32,53.4,78,19,76.7
EMP00676,50,6,IT,Senior,Bachelor,Remote,Part-Time,41719.59,37389.65,42149.47,7195.81,4,3838.85,122085.95,50,32.6,18,11,70.8
EMP00677,50,13,Engineering,Entry,High School,Remote,Full-Time,79070.36,59603.35,87452.23,14927.57,17,6521.53,11219.65,48,53.2,31,3,64.8
EMP00678,37,2,Engineering,Mid,Diploma,Remote,Contract,20659.07,17413.5,21797.02,1996.61,7,6526.18,110355.99,23,32.2,56,6,53.0
EMP00679,43,15,IT,Manager,PhD,Office,Full-Time,77306.54,71915.46,88231.27,14514.44,18,2251.15,13718.88,10,45.5,30,9,51.6
EMP00680,35,15,HR,Junior,PhD,Hybrid,Contract,64214.1,51041.4,67181.59,3150.51,10,3206.09,35999.44,36,36.2,57,9,69.8
EMP00681,57,17,Engineering,Manager,Bachelor,Remote,Full-Time,82342.61,62276.08,89373.98,3971.67,17,9202.07,23492.04,50,50.7,100,4,70.9
EMP00682,41,15,IT,Mid,Diploma,Office,Part-Time,82796.86,69274.62,87098.71,15803.03,4,2242.44,69998.35,17,31.5,25,3,75.1
EMP00683,34,7,HR,Manager,High School,Remote,Contract,31783.32,28315.32,36188.26,3551.54,19,2148.96,69402.55,27,53.8,47,20,70.4
EMP00684,22,2,IT,Junior,Bachelor,Hybrid,Full-Time,35595.45,29931.96,36653.77,1903.05,7,5056.35,165457.44,45,31.2,40,19,70.1
EMP00685,31,11,IT,Entry,Master,Office,Part-Time,88650.38,74643.24,88292.17,9559.9,13,1375.87,45911.8,8,36.0,24,11,70.6
EMP00686,59,10,Engineering,Mid,Diploma,Remote,Contract,31265.2,27637.22,31744.4,5033.01,3,8998.95,18190.96,40,41.6,46,19,75.6
EMP00687,58,4,Sales,Mid,Bachelor,Remote,Contract,51180.55,40989.37,57350.63,8641.61,8,1451.42,121098.85,44,48.9,53,17,74.0
EMP00688,54,26,Sales,Manager,PhD,Hybrid,Full-Time,115431.8,103932.25,121155.8,20259.95,11,6357.3,137802.69,50,53.8,56,8,67.4
EMP00689,58,11,Operations,Senior,Bachelor,Remote,Part-Time,59383.4,46356.03,60621.57,7275.82,16,3727.93,59669.9,6,40.7,71,6,58.5
EMP00690,54,16,IT,Senior,Master,Office,Full-Time,94368.6,78245.74,99922.39,16613.62,20,8140.59,120960.01,7,48.9,60,5,64.3
EMP00691,38,5,Operations,Junior,Diploma,Office,Contract,55960.46,49312.45,54653.56,6256.68,19,6103.2,155435.26,26,48.2,3,8,43.1
EMP00692,50,30,Operations,Entry,Bachelor,Hybrid,Full-Time,154507.96,141478.89,146948.17,19973.36,9,4188.91,70163.03,17,44.3,30,8,72.7
EMP00693,35,4,Operations,Entry,High School,Hybrid,Full-Time,53114.56,48244.28,53439.46,8316.12,10,9846.79,105545.41,37,47.3,95,3,57.1
EMP00694,47,27,Operations,Manager,Diploma,Hybrid,Part-Time,108325.02,96879.08,116016.22,10461.85,6,1129.19,30180.02,23,31.0,97,19,86.8
EMP00695,54,13,Marketing,Manager,Bachelor,Office,Part-Time,59717.33,49076.86,65231.4,1985.28,3,5988.97,5705.71,27,41.0,66,16,71.1
EMP00696,58,4,Engineering,Senior,Bachelor,Hybrid,Contract,35209.35,27268.27,39269.77,2923.43,20,9900.9,196292.23,40,49.6,40,10,55.1
EMP00697,53,32,Engineering,Entry,Diploma,Remote,Part-Time,128426.15,101889.05,145806.41,16992.06,8,7064.05,60646.44,19,41.9,25,3,79.3
EMP00698,44,18,Marketing,Entry,PhD,Remote,Full-Time,79084.84,72992.68,81648.97,4319.6,6,7527.81,56501.51,27,51.8,67,9,71.2
EMP00699,35,15,IT,Entry,High School,Office,Contract,119327.38,109956.16,131033.8,5573.71,8,804.87,194675.78,25,50.8,65,8,74.3
EMP00700,50,4,Marketing,Junior,Diploma,Remote,Part-Time,25209.37,23704.68,24325.39,1834.1,14,702.95,145918.47,40,51.6,18,8,60.3
EMP00701,37,1,IT,Junior,High School,Hybrid,Full-Time,46044.88,35233.44,44272.43,1187.04,8,843.05,117474.28,25,33.2,86,8,66.2
EMP00702,25,5,Sales,Manager,High School,Remote,Full-Time,35019.12,30024.06,34142.23,5386.51,11,9921.38,140165.36,21,36.1,24,20,58.9
EMP00703,49,3,Engineering,Senior,Diploma,Hybrid,Contract,40279.83,35435.64,41879.5,2681.38,10,9805.44,142275.39,25,30.7,46,7,69.0
EMP00704,24,4,Finance,Mid,Bachelor,Remote,Contract,46547.73,41526.7,46187.28,1971.9,10,3677.83,152903.84,7,54.6,70,14,73.6
EMP00705,30,10,HR,Senior,PhD,Office,Part-Time,33323.73,29283.98,33569.82,4860.04,11,3264.33,14370.66,35,35.9,7,17,67.3
EMP00706,37,17,Engineering,Junior,High School,Hybrid,Part-Time,105216.92,95116.33,113589.66,18068.59,1,1886.61,83153.45,6,39.2,2,12,69.1
EMP00707,30,6,Marketing,Junior,High School,Remote,Part-Time,71442.19,58717.93,72992.81,1684.44,15,3626.83,59730.93,40,36.9,86,5,70.4
EMP00708,37,14,Marketing,Manager,Bachelor,Office,Part-Time,85201.36,66958.6,90439.06,5286.57,5,4016.42,15043.36,50,31.0,32,2,58.4
EMP00709,40,20,Sales,Mid,Diploma,Remote,Contract,102728.19,81249.43,106064.87,19532.92,14,7608.69,83107.2,15,36.5,27,15,61.6
EMP00710,44,13,Marketing,Entry,PhD,Office,Full-Time,92948.5,69934.06,91442.17,8304.55,20,8729.79,123618.52,24,32.5,21,11,63.4
EMP00711,25,5,IT,Mid,High School,Remote,Full-Time,37575.21,30814.09,36252.71,7099.71,8,7593.98,36521.04,49,39.9,98,15,71.9
EMP00712,54,18,IT,Mid,High School,Hybrid,Part-Time,94462.31,72580.0,94202.19,6551.74,17,6641.51,61700.32,4,54.2,97,13,75.6
EMP00713,26,6,Finance,Mid,Diploma,Hybrid,Contract,44598.34,36316.33,42883.09,2642.55,4,7776.05,128194.99,7,47.5,29,19,77.8
EMP00714,22,2,Finance,Manager,Bachelor,Hybrid,Part-Time,32007.79,28027.37,34367.48,1873.72,4,7515.73,116285.61,30,47.7,46,12,56.4
EMP00715,33,13,Engineering,Junior,Master,Hybrid,Part-Time,75952.9,70552.32,84242.67,2684.26,18,5019.62,173888.31,17,41.3,35,15,64.0
EMP00716,31,11,Finance,Entry,Bachelor,Hybrid,Contract,60421.51,55462.17,61505.96,10957.91,19,3690.59,158454.96,38,50.3,58,12,61.1
EMP00717,43,17,IT,Mid,High School,Remote,Full-Time,100689.46,80605.42,103450.58,19772.42,3,3186.42,193156.6,30,52.7,13,18,75.1
EMP00718,36,9,Operations,Entry,High School,Remote,Full-Time,86790.0,67419.92,96617.95,16647.33,9,6953.88,119841.47,45,54.0,72,4,52.4
EMP00719,51,7,Operations,Mid,PhD,Remote,Part-Time,37856.46,29854.15,37649.11,6562.99,7,9613.39,139995.01,39,32.5,85,11,73.2
EMP00720,31,11,Finance,Junior,Bachelor,Remote,Contract,68056.48,64258.75,66275.59,11735.65,2,6020.02,172240.75,9,52.0,91,15,66.7
EMP00721,36,16,Finance,Entry,Master,Hybrid,Full-Time,105040.58,90323.86,110316.1,14600.16,9,9169.0,168158.5,19,35.6,13,5,57.1
EMP00722,28,8,IT,Senior,PhD,Office,Full-Time,42196.39,33187.48,45539.95,7119.31,6,635.18,144025.61,13,39.9,78,5,76.1
EMP00723,24,4,Sales,Junior,Master,Hybrid,Contract,34635.01,31800.1,37057.06,1991.57,6,8047.47,100550.99,47,38.6,55,20,79.0
EMP00724,60,1,Engineering,Entry,PhD,Remote,Contract,36856.16,30555.17,40275.48,3310.58,16,8609.23,55368.17,49,46.9,100,10,66.3
EMP00725,24,4,Marketing,Mid,Bachelor,Hybrid,Full-Time,44151.11,41053.67,42444.68,5975.88,2,6494.44,175565.94,37,44.9,23,10,51.7
EMP00726,45,4,Engineering,Mid,High School,Hybrid,Part-Time,44547.49,35733.12,46135.17,7905.35,16,9373.58,155554.43,19,32.7,97,6,78.1
EMP00727,23,3,HR,Junior,Master,Hybrid,Part-Time,39728.84,32921.08,39638.03,5517.72,3,6104.17,167743.48,6,49.6,48,6,58.2
EMP00728,52,4,Operations,Junior,Bachelor,Office,Full-Time,40178.62,34191.58,44269.77,6871.51,16,2785.1,29017.07,12,41.0,42,6,61.3
EMP00729,23,3,Operations,Mid,Master,Hybrid,Part-Time,51182.09,47523.75,57556.61,5390.03,12,2549.31,63647.76,15,30.1,2,7,62.9
