Application_ID,Customer_ID,Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Loan_Tenure_Months,Existing_Loans,Previous_Loans,Previous_Defaults,Previous_Loan_Amount,Application_Date,Decision_Date,Loan_Type,Employment_Type,Location,Loan_Approved,Approved_Amount,Final_Interest_Rate
100586,51287,40,335000.0,697.0,12.0,723000.0,72,1,4,0,412000,2024-12-22,2024-12-31,Auto,Contract,Mumbai,0,0,
100587,50372,33,439000.0,783.0,13.0,1528000.0,72,0,2,0,817000,2024-08-03,2024-08-05,Education,Business Owner,Coimbatore,0,0,
100588,50544,30,397000.0,673.0,10.0,812000.0,12,2,3,0,425000,2025-01-15,2025-01-20,Education,Business Owner,Chennai,0,0,
100589,50725,46,1048000.0,633.0,16.0,289000.0,24,4,7,0,1615000,2025-11-04,2025-11-10,Personal,Self-Employed,Coimbatore,0,0,
100590,50497,29,502000.0,707.0,10.0,924000.0,84,0,2,1,344000,2025-05-27,2025-05-30,Home,Salaried,Hyderabad,0,0,
100591,51083,39,970000.0,676.0,21.0,369000.0,48,1,1,0,553000,2023-05-14,2023-05-16,Home,Salaried,Hyderabad,1,313000,14.57
100592,50335,33,787000.0,613.0,10.0,1518000.0,60,1,5,0,1201000,2024-12-18,2024-12-19,Education,Contract,Chennai,0,0,
100593,50030,43,1692000.0,786.0,26.0,445000.0,36,2,2,1,428000,2025-11-13,2025-11-20,Personal,Self-Employed,Coimbatore,1,336000,11.93
100594,51284,41,308000.0,650.0,24.0,3584000.0,72,2,5,0,1817000,2024-01-12,2024-01-16,Business,Self-Employed,Pune,0,0,
100595,51161,48,1057000.0,570.0,26.0,1569000.0,24,0,1,0,735000,2024-10-13,2024-10-21,Education,Self-Employed,Bengaluru,1,947000,14.63
100596,50316,33,1005000.0,776.0,9.0,452000.0,48,1,2,0,612000,2023-06-15,2023-06-23,Business,Self-Employed,Bengaluru,1,428000,11.54
100597,50460,35,387000.0,657.0,9.0,708000.0,24,0,3,0,621000,2025-11-30,2025-12-08,Auto,Business Owner,Pune,0,0,
100598,50734,28,944000.0,650.0,6.0,1060000.0,72,0,2,1,708000,2023-09-29,2023-10-01,Home,Contract,Mumbai,0,0,
100599,51432,34,698000.0,575.0,14.0,1077000.0,84,2,4,1,456000,2025-09-16,2025-09-21,Education,Contract,Kochi,0,0,
100600,51207,42,542000.0,803.0,19.0,893000.0,84,0,0,0,0,2023-06-15,2023-06-23,Auto,Business Owner,Pune,1,854000,11.76
100601,50247,46,414000.0,606.0,15.0,1394000.0,60,2,4,0,2710000,2025-01-31,2025-02-10,Business,Contract,Delhi,0,0,
100602,51053,29,434000.0,694.0,12.0,654000.0,60,2,2,0,541000,2024-10-10,2024-10-12,Education,Self-Employed,Kochi,0,0,
100603,51334,47,1509000.0,749.0,26.0,572000.0,84,3,5,0,1319000,2025-04-24,2025-04-26,Auto,Business Owner,Mumbai,1,519000,13.59
100604,50179,52,600000.0,717.0,28.0,578000.0,84,0,2,0,505000,2024-07-04,2024-07-05,Education,Business Owner,Coimbatore,1,513000,11.62
100605,51401,42,853000.0,686.0,23.0,1122000.0,48,3,5,0,1026000,2024-08-21,2024-08-27,Auto,Salaried,Pune,0,0,
100606,50278,57,420000.0,579.0,40.0,856000.0,48,1,1,0,293000,2023-06-04,2023-06-09,Auto,Business Owner,Kochi,0,0,
100607,51300,30,422000.0,637.0,0.0,822000.0,72,1,3,0,1105000,2024-02-21,2024-02-22,Business,Salaried,Kochi,0,0,
100608,51317,26,976000.0,702.0,6.0,1084000.0,72,2,4,0,847000,2023-03-08,2023-03-16,Home,Business Owner,Delhi,1,1005000,12.57
100609,51152,21,327000.0,639.0,0.0,227000.0,60,0,2,1,144000,2024-05-31,2024-06-08,Personal,Contract,Mumbai,0,0,
100610,50307,53,498000.0,703.0,33.0,830000.0,60,2,4,0,1262000,2025-12-18,2025-12-23,Auto,Salaried,Hyderabad,1,715000,12.43
100611,51097,45,609000.0,734.0,24.0,789000.0,12,0,0,0,0,2025-10-03,2025-10-06,Home,Salaried,Chennai,0,0,
100612,50373,37,631000.0,,18.0,1753000.0,48,0,0,0,0,2024-08-10,2024-08-18,Personal,Salaried,Mumbai,0,0,
100613,50726,41,554000.0,610.0,17.0,302000.0,48,2,3,0,359000,2025-02-10,2025-02-13,Business,Salaried,Pune,0,0,
100614,50434,27,717000.0,833.0,0.0,1648000.0,84,2,4,0,1403000,2025-01-29,2025-02-02,Education,Self-Employed,Kochi,0,0,
100615,51086,62,820000.0,740.0,38.0,730000.0,60,2,3,0,1794000,2025-11-05,2025-11-12,Home,Business Owner,Kochi,1,667000,10.82
100616,51068,39,835000.0,690.0,19.0,916000.0,84,2,2,0,652000,2023-06-25,2023-07-02,Education,Self-Employed,Bengaluru,0,0,
100617,51394,39,385000.0,761.0,21.0,1760000.0,36,0,1,0,592000,2023-11-18,2023-11-22,Education,Contract,Pune,1,437000,11.9
100618,50861,45,528000.0,844.0,18.0,953000.0,12,0,2,0,744000,2023-05-16,2023-05-25,Personal,Business Owner,Hyderabad,1,772000,11.7
100619,50523,43,1027000.0,596.0,25.0,872000.0,36,2,3,0,1068000,2024-03-03,2024-03-09,Home,Self-Employed,Kochi,1,660000,13.35
100620,50694,40,897000.0,675.0,15.0,800000.0,84,0,1,1,193000,2025-07-19,2025-07-27,Auto,Business Owner,Delhi,0,0,
100621,50695,30,323000.0,535.0,9.0,537000.0,60,2,3,0,865000,2025-06-29,2025-07-06,Personal,Self-Employed,Bengaluru,0,0,
100622,50061,43,703000.0,703.0,19.0,689000.0,12,1,3,0,739000,2024-11-10,2024-11-14,Home,Contract,Mumbai,0,0,
100623,50483,57,246000.0,714.0,36.0,472000.0,12,1,3,0,726000,2023-11-18,2023-11-20,Auto,Self-Employed,Pune,0,0,
100624,51204,51,613000.0,687.0,33.0,683000.0,60,3,4,0,881000,2025-02-19,2025-02-21,Education,Contract,Mumbai,0,0,
100625,50022,54,1409000.0,647.0,27.0,194000.0,72,1,2,0,560000,2023-06-20,2023-06-28,Business,Salaried,Delhi,1,156000,13.84
100626,50515,33,392000.0,557.0,8.0,886000.0,24,2,3,0,392000,2025-07-12,2025-07-20,Business,Self-Employed,Kochi,0,0,
100627,50751,28,412000.0,714.0,7.0,655000.0,24,0,0,0,0,2023-05-09,2023-05-10,Personal,Salaried,Hyderabad,0,0,
100628,50716,37,846000.0,785.0,25.0,582000.0,48,2,3,0,484000,2024-11-10,2024-11-11,Auto,Contract,Bengaluru,1,538000,12.18
100629,51022,39,300000.0,652.0,14.0,790000.0,60,1,2,0,441000,2024-02-01,2024-02-05,Auto,Salaried,Chennai,0,0,
100630,50833,49,451000.0,719.0,35.0,318000.0,72,3,5,0,1475000,2023-03-02,2023-03-03,Business,Self-Employed,Chennai,0,0,
100631,50758,21,785000.0,588.0,7.0,2023000.0,60,2,2,0,314000,2024-04-17,2024-04-27,Auto,Business Owner,Delhi,1,1436000,12.77
100632,50683,53,451000.0,720.0,31.0,662000.0,72,1,3,1,281000,2025-01-07,2025-01-08,Home,Self-Employed,Hyderabad,0,0,
100633,50858,36,540000.0,664.0,13.0,646000.0,36,2,2,0,413000,2024-02-01,2024-02-11,Home,Salaried,Pune,0,0,
100634,50994,34,839000.0,640.0,9.0,412000.0,60,3,3,1,367000,2025-03-14,2025-03-19,Business,Salaried,Mumbai,0,0,
100635,50573,28,725000.0,641.0,6.0,709000.0,24,1,3,0,1071000,2025-08-14,2025-08-15,Education,Self-Employed,Pune,0,0,
100636,51373,21,677000.0,664.0,0.0,1501000.0,72,2,3,0,421000,2024-10-16,2024-10-26,Education,Self-Employed,Hyderabad,0,0,
100637,50673,46,515000.0,715.0,24.0,,60,1,2,1,1051000,2024-08-24,2024-08-30,Education,Self-Employed,Bengaluru,1,775000,13.68
100638,50224,39,709000.0,605.0,23.0,1120000.0,36,2,3,0,748000,2023-09-25,2023-09-29,Business,Self-Employed,Chennai,1,921000,14.63
100639,50537,25,568000.0,664.0,1.0,945000.0,48,2,5,0,1288000,2023-03-17,2023-03-27,Personal,Contract,Mumbai,1,606000,11.2
100640,50306,25,737000.0,687.0,2.0,575000.0,72,0,0,0,0,2025-12-28,2026-01-02,Auto,Business Owner,Kochi,0,0,
100641,50303,35,480000.0,619.0,6.0,315000.0,12,1,2,0,538000,2025-06-16,2025-06-25,Home,Salaried,Bengaluru,0,0,
100642,50634,55,553000.0,807.0,34.0,627000.0,72,0,2,1,480000,2025-10-28,2025-10-30,Home,Contract,Chennai,1,566000,11.18
100643,51380,35,384000.0,635.0,14.0,615000.0,48,3,7,1,914000,2025-04-01,2025-04-04,Personal,Self-Employed,Kochi,0,0,
100644,50578,23,591000.0,646.0,1.0,1246000.0,36,1,5,0,1306000,2023-03-29,2023-04-01,Auto,Self-Employed,Chennai,0,0,
100645,51293,36,417000.0,626.0,13.0,830000.0,60,0,0,0,0,2024-06-08,2024-06-17,Education,Contract,Coimbatore,0,0,
100646,50015,35,363000.0,807.0,12.0,1699000.0,24,1,7,0,1570000,2025-04-05,2025-04-08,Home,Self-Employed,Mumbai,1,859000,12.69
100647,50518,21,674000.0,726.0,1.0,1352000.0,72,1,4,0,1013000,2024-07-28,2024-08-07,Education,Salaried,Hyderabad,1,1218000,11.85
100648,50253,37,660000.0,629.0,15.0,545000.0,60,2,2,1,395000,2024-11-17,2024-11-22,Education,Salaried,Coimbatore,1,447000,13.38
100649,51109,36,853000.0,762.0,15.0,261000.0,84,1,1,0,283000,2025-09-01,2025-09-07,Business,Salaried,Chennai,1,221000,10.48
100650,50730,45,494000.0,703.0,24.0,1500000.0,72,2,2,1,479000,2024-05-20,2024-05-26,Business,Contract,Mumbai,0,0,
100651,50163,56,721000.0,707.0,38.0,1478000.0,84,2,2,0,633000,2023-03-15,2023-03-21,Auto,Self-Employed,Delhi,1,1043000,11.77
100652,51261,49,769000.0,668.0,30.0,330000.0,12,1,3,1,576000,2025-03-16,2025-03-17,Home,Contract,Delhi,0,0,
100653,51106,35,733000.0,641.0,14.0,1605000.0,24,0,2,1,294000,2024-08-03,2024-08-09,Business,Salaried,Mumbai,1,997000,12.89
100654,50774,27,414000.0,712.0,,864000.0,48,2,4,1,702000,2025-12-28,2025-12-29,Auto,Contract,Coimbatore,0,0,
100655,50590,64,642000.0,655.0,40.0,765000.0,72,1,2,0,1029000,2023-08-11,2023-08-17,Personal,Self-Employed,Bengaluru,1,666000,12.96
100656,50402,39,707000.0,808.0,22.0,1701000.0,36,3,4,0,1613000,2025-06-15,2025-06-25,Education,Self-Employed,Bengaluru,1,1288000,11.01
100657,50811,38,602000.0,607.0,18.0,1467000.0,48,2,3,0,1376000,2024-01-21,2024-01-27,Home,Business Owner,Delhi,1,889000,13.95
100658,50148,38,235000.0,790.0,9.0,1002000.0,84,2,5,0,2374000,2023-05-02,2023-05-05,Home,Business Owner,Hyderabad,0,0,
100659,50975,40,645000.0,683.0,23.0,908000.0,84,1,1,1,198000,2025-01-02,2025-01-05,Auto,Business Owner,Mumbai,1,875000,13.45
100660,51461,37,1624000.0,709.0,16.0,982000.0,12,0,1,1,290000,2025-04-02,2025-04-08,Business,Salaried,Pune,1,782000,12.75
100661,51179,32,510000.0,744.0,10.0,562000.0,84,0,2,0,519000,2024-04-01,2024-04-03,Education,Business Owner,Coimbatore,0,0,
100662,50129,33,432000.0,649.0,12.0,679000.0,72,2,2,0,695000,2023-06-13,2023-06-18,Education,Salaried,Chennai,0,0,
100663,50119,38,710000.0,746.0,15.0,426000.0,12,3,6,1,1298000,2023-04-02,2023-04-12,Home,Contract,Bengaluru,1,412000,13.11
100664,51294,33,691000.0,514.0,,583000.0,60,1,2,0,524000,2023-12-02,2023-12-05,Home,Self-Employed,Coimbatore,0,0,
100665,50416,31,1026000.0,643.0,7.0,572000.0,60,0,1,0,259000,2024-08-08,2024-08-13,Education,Contract,Hyderabad,0,0,
100666,50835,39,341000.0,630.0,22.0,494000.0,72,0,1,0,326000,2025-07-23,2025-07-26,Personal,Business Owner,Hyderabad,1,423000,12.6
100667,51034,35,834000.0,609.0,13.0,755000.0,84,0,2,1,694000,2023-11-10,2023-11-12,Auto,Business Owner,Pune,1,699000,14.23
100668,51434,53,783000.0,676.0,29.0,586000.0,60,0,2,1,524000,2024-08-24,2024-08-28,Personal,Salaried,Kochi,0,0,
100669,51247,21,563000.0,715.0,0.0,923000.0,12,1,1,1,266000,2025-09-20,2025-09-25,Business,Salaried,Mumbai,0,0,
100670,50842,49,699000.0,736.0,28.0,287000.0,24,1,3,0,840000,2025-06-28,2025-07-04,Personal,Contract,Hyderabad,0,0,
100671,50178,50,954000.0,706.0,29.0,658000.0,72,0,0,0,0,2024-07-14,2024-07-16,Personal,Contract,Hyderabad,0,0,
100672,51201,21,888000.0,647.0,1.0,753000.0,48,4,4,0,421000,2024-04-29,2024-05-02,Business,Business Owner,Pune,1,733000,14.62
100673,50544,35,359000.0,714.0,9.0,590000.0,48,2,6,0,924000,2024-10-17,2024-10-20,Auto,Salaried,Kochi,0,0,
100674,50577,34,868000.0,698.0,6.0,637000.0,36,0,1,0,350000,2024-09-18,2024-09-24,Education,Salaried,Pune,0,0,
100675,51050,24,583000.0,751.0,5.0,293000.0,36,1,2,0,572000,2023-03-07,2023-03-08,Personal,Contract,Bengaluru,0,0,
100676,51221,30,620000.0,741.0,14.0,852000.0,84,1,2,0,570000,2023-07-20,2023-07-27,Auto,Salaried,Bengaluru,0,0,
100677,51434,27,620000.0,692.0,1.0,1000000.0,24,0,0,0,0,2024-04-12,2024-04-20,Business,Contract,Hyderabad,0,0,
100678,50742,56,561000.0,632.0,40.0,918000.0,60,1,1,0,278000,2024-03-09,2024-03-16,Auto,Self-Employed,Delhi,0,0,
100679,51089,47,1026000.0,648.0,26.0,1239000.0,60,1,3,0,567000,2023-05-18,2023-05-22,Personal,Business Owner,Pune,1,1032000,12.42
100680,50396,51,578000.0,654.0,29.0,782000.0,24,0,3,1,1027000,2025-10-12,2025-10-19,Education,Salaried,Delhi,0,0,
100681,50938,45,363000.0,670.0,21.0,911000.0,84,2,3,0,758000,2025-12-11,2025-12-12,Business,Salaried,Mumbai,0,0,
100682,50183,27,503000.0,707.0,0.0,763000.0,48,1,3,0,600000,2025-03-12,2025-03-20,Business,Self-Employed,Bengaluru,0,0,
100683,50264,33,650000.0,736.0,15.0,1022000.0,60,0,1,0,353000,2025-05-11,2025-05-21,Personal,Self-Employed,Bengaluru,0,0,
100684,50027,43,1043000.0,687.0,18.0,294000.0,48,0,3,0,1039000,2023-05-16,2023-05-26,Auto,Self-Employed,Pune,0,0,
100685,51275,26,787000.0,691.0,1.0,428000.0,12,2,3,0,835000,2024-03-24,2024-03-27,Education,Contract,Delhi,0,0,
100686,50508,45,409000.0,699.0,27.0,1676000.0,72,1,3,0,1770000,2023-03-10,2023-03-19,Business,Contract,Hyderabad,0,0,
100687,50703,36,1836000.0,656.0,6.0,181000.0,36,1,4,0,1941000,2025-08-10,2025-08-11,Personal,Self-Employed,Mumbai,1,153000,10.57
100688,50128,34,676000.0,630.0,6.0,648000.0,60,0,3,1,1238000,2025-03-23,2025-03-29,Personal,Business Owner,Delhi,0,0,
100689,51440,45,1065000.0,576.0,23.0,1334000.0,36,3,3,2,2706000,2025-10-11,2025-10-12,Home,Business Owner,Delhi,0,0,
100690,50828,42,560000.0,645.0,21.0,665000.0,24,1,2,0,465000,2023-04-07,2023-04-15,Home,Salaried,Hyderabad,0,0,
100691,50419,34,763000.0,721.0,14.0,560000.0,72,1,1,0,198000,2024-01-12,2024-01-15,Auto,Contract,Chennai,1,449000,11.86
100692,51444,50,875000.0,644.0,27.0,752000.0,84,1,4,0,1538000,2025-12-12,2025-12-16,Personal,Business Owner,Chennai,0,0,
100693,50824,27,1038000.0,675.0,15.0,576000.0,12,0,2,0,441000,2023-01-09,2023-01-15,Auto,Salaried,Delhi,0,0,
100694,51253,44,966000.0,720.0,21.0,712000.0,60,3,4,0,1006000,2025-10-01,2025-10-05,Auto,Business Owner,Pune,1,637000,12.52
100695,50893,44,,724.0,21.0,481000.0,60,0,1,0,153000,2023-11-27,2023-12-05,Education,Contract,Mumbai,0,0,
100696,50544,35,521000.0,620.0,10.0,1288000.0,48,1,3,0,1016000,2023-09-08,2023-09-17,Home,Business Owner,Chennai,0,0,
100697,51103,41,464000.0,755.0,19.0,1531000.0,36,1,4,2,479000,2023-12-26,2023-12-31,Auto,Business Owner,Pune,0,0,
100698,50789,25,697000.0,763.0,5.0,650000.0,84,0,1,0,238000,2023-12-15,2023-12-16,Education,Contract,Mumbai,0,0,
100699,51080,47,913000.0,617.0,30.0,327000.0,12,1,1,0,248000,2023-05-04,2023-05-12,Education,Salaried,Chennai,0,0,
100700,50861,36,543000.0,636.0,8.0,525000.0,72,2,3,2,603000,2024-09-25,2024-09-27,Home,Salaried,Coimbatore,0,0,
100701,51078,33,969000.0,767.0,10.0,633000.0,48,0,2,0,208000,2023-07-18,2023-07-24,Home,Self-Employed,Bengaluru,1,501000,12.5
100702,51438,48,1154000.0,680.0,28.0,924000.0,72,0,3,0,310000,2025-04-08,2025-04-14,Personal,Salaried,Pune,1,699000,12.93
100703,51497,31,397000.0,546.0,11.0,402000.0,12,0,3,0,516000,2025-07-06,2025-07-13,Auto,Self-Employed,Kochi,0,0,
100704,50202,24,412000.0,599.0,2.0,459000.0,84,3,5,0,1637000,2023-01-30,2023-02-08,Education,Contract,Kochi,0,0,
100705,50223,22,563000.0,674.0,2.0,927000.0,12,1,1,0,289000,2024-08-18,2024-08-19,Personal,Salaried,Delhi,0,0,
100706,51153,44,689000.0,614.0,19.0,1173000.0,24,3,3,1,744000,2025-11-04,2025-11-14,Auto,Contract,Kochi,0,0,
100707,50330,25,474000.0,663.0,9.0,497000.0,24,1,3,1,482000,2024-10-16,2024-10-24,Auto,Salaried,Hyderabad,0,0,
100708,50881,56,1103000.0,692.0,38.0,336000.0,48,2,2,0,593000,2025-03-31,2025-04-05,Personal,Business Owner,Mumbai,1,268000,13.59
100709,51465,21,726000.0,785.0,0.0,4261000.0,48,4,6,0,610000,2024-04-04,2024-04-10,Education,Salaried,Chennai,0,0,
100710,50896,55,611000.0,671.0,29.0,1077000.0,72,1,3,1,226000,2023-01-23,2023-01-31,Personal,Business Owner,Delhi,0,0,
100711,50128,40,314000.0,760.0,14.0,604000.0,48,0,0,0,0,2023-11-22,2023-11-30,Auto,Salaried,Kochi,1,319000,9.41
100712,51165,37,332000.0,783.0,18.0,1129000.0,12,1,2,0,381000,2025-05-26,2025-06-02,Personal,Contract,Kochi,0,0,
100713,50470,33,681000.0,783.0,6.0,654000.0,60,0,1,0,415000,2024-11-15,2024-11-22,Personal,Self-Employed,Coimbatore,0,0,
100714,50582,42,230000.0,709.0,19.0,1128000.0,24,1,1,0,271000,2023-09-20,2023-09-21,Auto,Salaried,Chennai,1,465000,11.54
100715,50161,38,946000.0,562.0,18.0,764000.0,72,2,4,1,2283000,2025-03-17,2025-03-25,Home,Contract,Coimbatore,0,0,
100716,51473,49,559000.0,720.0,27.0,736000.0,72,1,3,0,570000,2024-03-08,2024-03-11,Education,Business Owner,Hyderabad,1,703000,13.81
100717,50515,39,2582000.0,758.0,18.0,658000.0,72,3,4,0,1276000,2024-07-13,2024-07-18,Auto,Business Owner,Bengaluru,1,600000,11.8
100718,51413,40,1695000.0,685.0,14.0,316000.0,84,3,5,1,1102000,2024-05-22,2024-05-26,Home,Business Owner,Kochi,0,0,
100719,50882,34,553000.0,803.0,14.0,2033000.0,60,0,2,1,998000,2023-02-18,2023-02-28,Personal,Business Owner,Delhi,0,0,
100720,50524,37,572000.0,746.0,13.0,417000.0,36,1,1,0,226000,2023-06-17,2023-06-20,Home,Contract,Bengaluru,1,314000,12.36
100721,51313,41,939000.0,727.0,18.0,331000.0,24,2,3,0,1150000,2024-03-16,2024-03-26,Auto,Salaried,Coimbatore,1,309000,12.03
100722,51051,21,,761.0,0.0,623000.0,72,0,3,0,438000,2024-08-16,2024-08-21,Auto,Business Owner,Kochi,1,508000,13.06
100723,50369,25,287000.0,712.0,3.0,413000.0,36,0,2,0,406000,2023-08-16,2023-08-19,Personal,Business Owner,Pune,0,0,
100724,51037,45,269000.0,528.0,23.0,680000.0,36,0,1,0,240000,2023-08-02,2023-08-11,Auto,Salaried,Kochi,0,0,
100725,51390,40,454000.0,658.0,15.0,1022000.0,84,0,1,1,470000,2025-05-29,2025-06-07,Business,Contract,Delhi,0,0,
100726,50123,36,780000.0,768.0,13.0,1210000.0,48,2,4,1,333000,2024-08-30,2024-09-05,Home,Business Owner,Chennai,0,0,
100727,50715,38,750000.0,638.0,16.0,1096000.0,72,2,5,1,1058000,2025-01-19,2025-01-22,Business,Self-Employed,Kochi,0,0,
100728,51278,41,971000.0,675.0,13.0,592000.0,12,1,3,1,624000,2025-11-07,2025-11-12,Business,Contract,Bengaluru,0,0,
100729,50715,33,350000.0,622.0,9.0,719000.0,60,1,2,1,177000,2024-04-11,2024-04-19,Home,Self-Employed,Chennai,0,0,
100730,50676,30,212000.0,806.0,10.0,876000.0,84,0,0,0,0,2023-12-10,2023-12-19,Auto,Contract,Kochi,0,0,
100731,51385,40,883000.0,799.0,13.0,266000.0,84,3,5,0,579000,2023-11-20,2023-11-23,Home,Business Owner,Mumbai,1,261000,11.5
100732,51210,28,413000.0,633.0,11.0,958000.0,84,2,3,0,234000,2025-12-19,2025-12-24,Personal,Contract,Kochi,0,0,
100733,50320,42,242000.0,700.0,25.0,314000.0,72,1,2,0,439000,2025-05-11,2025-05-13,Business,Contract,Kochi,1,261000,11.72
100734,51458,21,640000.0,646.0,0.0,2150000.0,36,1,2,0,431000,2025-12-08,2025-12-10,Business,Self-Employed,Chennai,0,0,
100735,50634,48,857000.0,730.0,31.0,560000.0,72,2,3,1,664000,2024-11-08,2024-11-10,Auto,Contract,Pune,0,0,
100736,50644,43,568000.0,723.0,20.0,632000.0,48,2,3,1,851000,2024-11-10,2024-11-16,Home,Contract,Mumbai,0,0,
100737,51324,41,488000.0,743.0,21.0,458000.0,12,2,3,0,483000,2025-04-27,2025-04-30,Education,Business Owner,Mumbai,0,0,
100738,50530,48,558000.0,712.0,24.0,495000.0,24,1,2,0,1224000,2024-07-29,2024-08-08,Auto,Salaried,Bengaluru,1,454000,10.78
100739,51042,55,508000.0,850.0,37.0,2445000.0,36,0,3,0,738000,2024-06-28,2024-07-03,Auto,Self-Employed,Mumbai,1,1023000,9.91
100740,51500,48,327000.0,623.0,28.0,1174000.0,72,1,2,0,951000,2023-02-27,2023-03-07,Auto,Self-Employed,Kochi,0,0,
100741,51030,21,435000.0,579.0,0.0,299000.0,48,3,5,0,540000,2023-03-05,2023-03-10,Home,Salaried,Kochi,1,286000,14.22
100742,51211,25,759000.0,664.0,0.0,1601000.0,72,2,3,0,494000,2025-06-17,2025-06-19,Auto,Self-Employed,Chennai,0,0,
100743,50043,32,693000.0,588.0,4.0,1349000.0,72,1,3,0,1057000,2023-05-05,2023-05-11,Personal,Business Owner,Delhi,0,0,
100744,51274,38,647000.0,593.0,17.0,600000.0,72,0,3,0,670000,2023-03-02,2023-03-04,Personal,Contract,Hyderabad,1,512000,13.28
100745,51221,43,383000.0,625.0,23.0,829000.0,72,2,3,0,439000,2024-01-15,2024-01-23,Business,Contract,Pune,1,684000,11.77
100746,51008,31,553000.0,630.0,12.0,694000.0,48,2,3,0,299000,2025-09-04,2025-09-06,Business,Business Owner,Chennai,1,672000,13.93
100747,51227,40,225000.0,628.0,18.0,2071000.0,48,1,3,0,1082000,2023-03-07,2023-03-14,Home,Self-Employed,Coimbatore,0,0,
100748,50777,30,650000.0,724.0,3.0,452000.0,24,0,1,1,346000,2025-03-08,2025-03-12,Education,Contract,Delhi,1,404000,11.91
100749,50189,32,1141000.0,657.0,7.0,759000.0,12,2,3,2,847000,2025-01-24,2025-01-28,Business,Salaried,Coimbatore,0,0,
100750,50847,24,309000.0,678.0,7.0,553000.0,60,2,3,0,585000,2024-09-23,2024-10-01,Business,Contract,Chennai,0,0,
100751,50473,29,461000.0,748.0,5.0,318000.0,60,1,3,0,430000,2025-08-15,2025-08-19,Business,Business Owner,Coimbatore,0,0,
100752,50273,24,696000.0,,3.0,2337000.0,36,0,1,0,243000,2023-08-15,2023-08-23,Business,Contract,Hyderabad,0,0,
100753,50690,28,1054000.0,673.0,2.0,365000.0,12,7,8,0,1036000,2023-07-11,2023-07-20,Auto,Business Owner,Coimbatore,0,0,
100754,50949,49,490000.0,714.0,28.0,790000.0,36,0,2,1,343000,2025-01-21,2025-01-29,Business,Self-Employed,Bengaluru,0,0,
100755,51114,29,439000.0,564.0,5.0,269000.0,60,2,4,3,1879000,2025-08-13,2025-08-17,Home,Salaried,Delhi,0,0,
100756,50270,64,247000.0,535.0,40.0,562000.0,24,1,3,0,297000,2023-04-09,2023-04-14,Auto,Business Owner,Delhi,0,0,
100757,50551,43,629000.0,712.0,24.0,883000.0,72,1,1,1,351000,2023-12-10,2023-12-16,Auto,Salaried,Kochi,1,759000,11.12
100758,51144,40,1504000.0,722.0,16.0,445000.0,12,0,2,0,1055000,2023-08-31,2023-09-09,Home,Self-Employed,Delhi,0,0,
100759,50567,29,680000.0,824.0,6.0,967000.0,12,0,2,0,752000,2023-01-20,2023-01-25,Education,Self-Employed,Hyderabad,0,0,
100760,51264,45,594000.0,700.0,21.0,604000.0,36,0,0,0,0,2023-12-25,2023-12-27,Business,Business Owner,Delhi,1,541000,14.74
100761,51289,32,694000.0,743.0,4.0,1325000.0,84,1,3,0,595000,2024-03-08,2024-03-15,Personal,Contract,Bengaluru,0,0,
100762,51215,39,597000.0,677.0,14.0,1480000.0,36,0,2,0,362000,2025-09-26,2025-10-02,Education,Salaried,Bengaluru,0,0,
100763,51307,64,416000.0,709.0,40.0,507000.0,24,0,5,1,406000,2024-09-02,2024-09-05,Business,Contract,Kochi,1,409000,13.0
100764,50675,37,869000.0,798.0,16.0,730000.0,12,2,3,1,764000,2024-05-01,2024-05-09,Personal,Salaried,Delhi,1,729000,12.23
100765,50859,49,664000.0,552.0,28.0,774000.0,84,1,3,0,613000,2023-11-26,2023-11-29,Auto,Self-Employed,Hyderabad,0,0,
100766,50464,31,605000.0,717.0,8.0,984000.0,60,2,5,1,882000,2023-07-04,2023-07-14,Auto,Self-Employed,Kochi,0,0,
100767,50828,38,387000.0,829.0,20.0,706000.0,60,1,1,0,248000,2023-12-01,2023-12-05,Auto,Self-Employed,Kochi,0,0,
100768,50798,56,,708.0,34.0,777000.0,48,0,1,0,258000,2024-05-20,2024-05-29,Business,Contract,Pune,1,695000,12.63
100769,51114,32,809000.0,797.0,13.0,612000.0,60,2,3,1,546000,2024-04-07,2024-04-11,Home,Self-Employed,Bengaluru,0,0,
100770,50359,56,468000.0,649.0,27.0,746000.0,72,1,3,0,1680000,2025-09-21,2025-09-23,Auto,Contract,Kochi,1,429000,11.55
100771,50380,45,942000.0,688.0,7.0,1429000.0,72,3,6,0,2161000,2023-01-03,2023-01-12,Auto,Self-Employed,Coimbatore,0,0,
100772,50167,32,480000.0,692.0,11.0,999000.0,48,1,3,0,1174000,2024-10-30,2024-11-09,Auto,Contract,Chennai,0,0,
100773,50692,44,422000.0,546.0,16.0,1029000.0,48,1,1,0,237000,2023-06-24,2023-07-02,Business,Business Owner,Hyderabad,1,881000,13.54
100774,50616,48,426000.0,614.0,,1042000.0,36,0,1,1,323000,2025-09-26,2025-09-30,Personal,Business Owner,Kochi,1,807000,12.91
100775,50570,44,270000.0,619.0,21.0,643000.0,60,1,2,0,319000,2023-10-25,2023-10-31,Education,Salaried,Delhi,0,0,
100776,51228,22,742000.0,743.0,6.0,834000.0,48,1,2,1,698000,2023-04-28,2023-05-04,Auto,Contract,Kochi,0,0,
