Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Tenure_Months,Debt_to_Income,Interest_Rate,Gender,Employment_Type,Education_Level,Marital_Status,Loan_Type,Loan_Default
CUST00245,29,119211.33,707.0,414979.16,24,0.57,6.83,Male,Self-Employed,Bachelor,Widowed,Education Loan,Yes
CUST00246,26,72410.27,684.0,228638.6,36,0.69,10.52,Female,Contract,Diploma,Divorced,Personal Loan,No
CUST00247,36,151667.39,,404863.82,12,0.13,9.44,Female,Self-Employed,PhD,Single,Personal Loan,No
CUST00248,49,76815.59,616.0,13902.56,72,0.21,7.38,Other,Self-Employed,Bachelor,Single,Personal Loan,No
CUST00249,23,23544.95,807.0,463034.92,24,0.58,5.09,Female,Salaried,Diploma,Single,Business Loan,No
CUST00250,40,152566.03,806.0,227220.19,12,0.24,11.07,Other,Self-Employed,PhD,Widowed,Personal Loan,No
CUST00251,56,73921.13,712.0,281156.29,24,0.49,13.91,Female,Salaried,Master,Widowed,Personal Loan,No
CUST00252,39,143361.19,695.0,134892.3,48,0.11,7.94,Female,Contract,High School,Divorced,Business Loan,No
CUST00253,46,76766.78,649.0,373840.11,72,0.37,6.71,Female,Salaried,Diploma,Divorced,Car Loan,No
CUST00254,23,157493.02,720.0,47551.55,72,0.57,16.53,Male,Salaried,High School,Divorced,Home Loan,No
CUST00255,39,53560.71,628.0,437591.54,48,0.53,8.58,Other,Salaried,Master,Single,Business Loan,No
CUST00256,40,175876.66,513.0,415777.25,72,0.62,7.91,Male,Business,Bachelor,Married,Business Loan,Yes
CUST00257,52,144320.92,476.0,115869.46,48,0.66,16.14,Female,Salaried,Bachelor,Widowed,Personal Loan,Yes
CUST00258,27,36506.54,620.0,406568.96,12,0.59,15.62,Male,Self-Employed,PhD,Single,Personal Loan,Yes
CUST00259,61,109655.81,692.0,395315.29,60,0.52,10.83,Other,Salaried,Diploma,Single,Home Loan,Yes
CUST00260,53,177629.5,705.0,319786.13,24,0.07,11.36,Female,Self-Employed,Diploma,Divorced,Personal Loan,No
CUST00261,60,94312.6,643.0,193024.89,48,0.42,7.83,Male,Salaried,PhD,Divorced,Education Loan,No
CUST00262,59,47501.36,691.0,143034.39,24,0.08,6.02,Male,Business,High School,Single,Personal Loan,No
CUST00263,38,96534.1,659.0,123573.96,12,0.62,12.45,Other,Contract,Bachelor,Widowed,Personal Loan,Yes
CUST00264,60,101018.14,605.0,166118.39,60,0.27,6.28,Male,Salaried,Bachelor,Widowed,Education Loan,No
CUST00265,21,138153.28,676.0,452743.64,12,0.44,10.84,Other,Salaried,Diploma,Single,Home Loan,No
CUST00266,31,131213.03,741.0,48043.98,72,0.25,17.23,Female,Business,Diploma,Married,Education Loan,No
CUST00267,48,83213.11,608.0,416146.93,24,0.6,17.39,Female,Salaried,PhD,Married,Business Loan,No
CUST00268,45,53319.74,608.0,180956.14,84,0.67,8.11,Male,Self-Employed,Master,Widowed,Education Loan,No
CUST00269,70,122498.78,600.0,265583.7,60,0.33,13.11,Female,Salaried,High School,Divorced,Car Loan,No
CUST00270,43,86316.04,535.0,399297.96,72,0.65,11.16,Female,Salaried,Master,Married,Business Loan,Yes
CUST00271,51,39428.75,644.0,443344.51,60,0.24,16.38,Male,Contract,Master,Married,Personal Loan,No
CUST00272,50,163892.71,734.0,178942.9,72,0.42,8.53,Female,Contract,Diploma,Divorced,Business Loan,Yes
CUST00273,62,129977.94,693.0,236303.31,12,0.65,5.05,Male,Salaried,Diploma,Married,Home Loan,Yes
CUST00274,55,128675.78,667.0,213112.87,48,0.28,7.11,Other,Business,Diploma,Single,Home Loan,No
CUST00275,27,151258.59,690.0,16493.01,24,0.72,9.54,Other,Contract,Master,Married,Education Loan,Yes
CUST00276,36,103805.19,643.0,155012.02,36,0.14,9.1,Other,Salaried,High School,Divorced,Business Loan,No
CUST00277,46,150038.82,534.0,235002.72,36,0.06,15.29,Male,Contract,Diploma,Single,Personal Loan,Yes
CUST00278,68,98690.7,739.0,211435.87,12,0.68,13.85,Male,Salaried,Bachelor,Married,Home Loan,Yes
CUST00279,69,28882.41,760.0,363745.32,24,0.1,8.89,Female,Contract,High School,Widowed,Personal Loan,No
CUST00280,22,83650.19,625.0,198553.77,24,0.74,10.95,Female,Contract,Bachelor,Single,Car Loan,Yes
CUST00281,21,98589.31,669.0,249794.46,12,0.72,6.24,Female,Self-Employed,High School,Single,Home Loan,No
CUST00282,68,134672.82,662.0,220508.21,24,0.15,16.68,Female,Salaried,Diploma,Widowed,Education Loan,No
CUST00283,32,35265.75,706.0,372906.81,48,0.43,17.16,Female,Salaried,PhD,Widowed,Car Loan,No
CUST00284,25,40683.0,807.0,432856.48,12,0.18,17.74,Male,Salaried,Diploma,Married,Business Loan,No
CUST00285,57,60716.78,767.0,270625.65,48,0.35,16.29,Male,Salaried,Master,Married,Personal Loan,No
CUST00286,52,61172.74,652.0,396821.78,24,0.09,7.26,Other,Contract,Master,Divorced,Home Loan,No
CUST00287,29,136613.9,721.0,155425.47,12,0.21,5.6,Other,Self-Employed,High School,Divorced,Car Loan,Yes
CUST00288,61,58618.37,774.0,275271.11,24,0.3,12.53,Other,Self-Employed,Master,Single,Car Loan,No
CUST00289,55,120561.89,711.0,179162.68,12,0.36,16.86,Other,Business,Diploma,Widowed,Home Loan,No
CUST00290,39,98072.36,680.0,212958.45,24,0.73,7.31,Male,Salaried,Bachelor,Widowed,Business Loan,No
CUST00291,68,110873.69,713.0,368882.79,48,0.62,5.09,Male,Business,Diploma,Divorced,Business Loan,No
CUST00292,36,153773.33,627.0,442014.62,84,0.57,15.47,Male,Contract,High School,Single,Education Loan,Yes
CUST00293,23,83509.8,638.0,69532.74,48,0.43,6.0,Female,Business,Master,Single,Business Loan,No
CUST00294,40,142887.64,600.0,320973.24,24,0.64,10.38,Female,Salaried,Bachelor,Divorced,Education Loan,Yes
CUST00295,44,86369.84,703.0,295250.47,12,0.29,13.83,Other,Self-Employed,PhD,Divorced,Car Loan,No
CUST00296,53,75327.16,670.0,68023.37,36,0.55,8.08,Female,Self-Employed,Bachelor,Divorced,Home Loan,Yes
CUST00297,44,173297.6,618.0,113828.22,48,0.75,6.09,Male,Salaried,Bachelor,Married,Business Loan,No
CUST00298,31,47868.09,668.0,162391.22,48,0.27,15.01,Other,Contract,Diploma,Single,Education Loan,No
CUST00299,69,32634.59,715.0,91796.22,72,0.52,13.19,Other,Salaried,PhD,Single,Car Loan,No
CUST00300,28,142899.72,824.0,129427.45,36,0.64,17.85,Female,Contract,High School,Single,Business Loan,No
CUST00301,56,29056.45,756.0,141124.39,24,0.69,9.48,Other,Self-Employed,High School,Divorced,Personal Loan,No
CUST00302,58,153606.8,509.0,174480.18,84,0.55,5.8,Female,Contract,Bachelor,Divorced,Car Loan,No
CUST00303,60,88825.33,698.0,377201.32,12,0.25,14.55,Female,Salaried,Bachelor,Divorced,Business Loan,No
CUST00304,40,166313.22,787.0,290236.98,72,0.28,11.78,Other,Salaried,Master,Divorced,Car Loan,Yes
CUST00305,55,134888.32,580.0,493260.87,24,0.06,7.77,Female,Salaried,PhD,Widowed,Home Loan,No
CUST00306,68,116885.56,721.0,213220.56,60,0.58,15.16,Female,Contract,Bachelor,Divorced,Home Loan,No
CUST00307,45,171787.7,662.0,379393.89,84,0.08,7.65,Female,Contract,Master,Married,Home Loan,No
CUST00308,55,82257.2,766.0,437019.53,48,0.66,8.39,Female,Contract,PhD,Widowed,Personal Loan,No
CUST00309,45,172562.08,710.0,342699.46,60,0.13,6.2,Other,Self-Employed,High School,Widowed,Home Loan,No
CUST00310,49,39870.21,614.0,211813.72,48,0.17,10.19,Male,Business,Master,Divorced,Personal Loan,No
CUST00311,38,96368.3,665.0,379261.37,48,0.38,10.45,Male,Business,PhD,Single,Home Loan,No
CUST00312,66,61725.62,669.0,109796.9,60,0.57,11.69,Female,Salaried,Master,Divorced,Car Loan,No
CUST00313,38,105454.53,671.0,170500.56,84,0.15,14.22,Female,Self-Employed,Bachelor,Single,Business Loan,No
CUST00314,22,44246.25,764.0,277875.77,60,0.36,16.78,Female,Contract,Diploma,Divorced,Business Loan,No
CUST00315,55,154327.8,617.0,291950.6,24,0.39,6.79,Male,Salaried,High School,Divorced,Home Loan,No
CUST00316,36,155118.07,755.0,20849.32,72,0.2,5.71,Female,Self-Employed,Bachelor,Single,Business Loan,No
CUST00317,61,172748.28,657.0,473105.95,72,0.13,5.24,Other,Salaried,Bachelor,Single,Home Loan,No
CUST00318,56,43056.89,697.0,351347.36,60,0.64,6.87,Other,Self-Employed,PhD,Single,Home Loan,Yes
CUST00319,53,118979.87,685.0,252894.84,24,0.4,13.55,Other,Self-Employed,Master,Single,Education Loan,No
CUST00320,24,94826.44,678.0,467232.34,72,0.06,14.46,Male,Business,High School,Married,Education Loan,No
CUST00321,53,73790.16,679.0,225156.83,24,0.61,15.22,Female,Salaried,Bachelor,Single,Education Loan,Yes
CUST00322,34,74949.51,789.0,490413.43,24,0.74,8.17,Female,Contract,PhD,Divorced,Personal Loan,No
CUST00323,41,84872.56,743.0,261019.53,48,0.47,8.98,Female,Business,High School,Divorced,Education Loan,No
CUST00324,68,132197.94,653.0,66000.03,72,0.4,11.28,Male,Business,Master,Married,Home Loan,No
CUST00325,40,114922.34,799.0,384752.48,72,0.66,5.82,Male,Contract,Bachelor,Single,Car Loan,No
CUST00326,28,92468.41,701.0,342659.89,48,0.72,12.94,Male,Self-Employed,Bachelor,Divorced,Education Loan,No
CUST00327,27,30301.21,707.0,388763.49,60,0.58,17.79,Male,Contract,Bachelor,Married,Education Loan,No
CUST00328,23,30597.99,617.0,476206.59,48,0.36,9.69,Other,Salaried,High School,Divorced,Car Loan,No
CUST00329,37,18378.98,643.0,390479.76,72,0.46,14.79,Male,Contract,High School,Married,Home Loan,No
CUST00330,53,174767.3,628.0,309554.94,72,0.54,11.5,Male,Self-Employed,High School,Married,Personal Loan,Yes
CUST00331,68,18851.12,686.0,430081.36,84,0.19,6.66,Male,Contract,High School,Widowed,Education Loan,No
CUST00332,32,34701.19,728.0,339890.76,60,0.36,12.57,Female,Self-Employed,PhD,Widowed,Car Loan,No
CUST00333,42,68964.64,708.0,209978.34,48,0.63,8.9,Female,Self-Employed,Diploma,Single,Home Loan,No
CUST00334,42,148803.7,799.0,443953.68,12,0.51,5.45,Female,Salaried,PhD,Widowed,Business Loan,No
CUST00335,66,173860.0,613.0,118731.23,12,0.34,13.25,Other,Contract,Bachelor,Married,Personal Loan,Yes
CUST00336,50,145982.2,689.0,360174.22,60,0.51,16.17,Other,Contract,PhD,Divorced,Car Loan,No
CUST00337,58,129870.76,584.0,441966.09,48,0.13,9.48,Male,Salaried,Master,Divorced,Car Loan,No
CUST00338,58,102450.71,611.0,368345.09,48,0.33,10.07,Female,Self-Employed,High School,Single,Car Loan,No
CUST00339,65,32046.24,775.0,351664.96,24,0.61,16.58,Other,Contract,Master,Widowed,Education Loan,No
CUST00340,28,173223.67,645.0,378792.76,72,0.2,15.58,Female,Salaried,Master,Single,Business Loan,No
CUST00341,47,140859.57,620.0,237877.07,36,0.18,14.29,Other,Self-Employed,Bachelor,Married,Personal Loan,Yes
CUST00342,47,121509.8,520.0,438343.63,84,0.72,8.23,Other,Salaried,High School,Widowed,Home Loan,No
CUST00343,54,140963.81,619.0,109683.87,60,0.2,16.83,Male,Contract,Master,Single,Home Loan,No
CUST00344,41,135304.74,665.0,72419.34,36,0.23,7.01,Male,Salaried,Bachelor,Divorced,Business Loan,No
CUST00345,50,121231.52,578.0,149899.3,36,0.73,13.15,Other,Business,High School,Divorced,Car Loan,No
CUST00346,53,176853.44,660.0,270472.92,60,0.56,5.37,Male,Self-Employed,Diploma,Single,Car Loan,No
CUST00347,48,164344.94,775.0,260175.28,48,0.54,13.37,Other,Business,Bachelor,Single,Car Loan,No
CUST00348,67,122759.72,627.0,412093.39,60,0.65,8.6,Other,Business,PhD,Single,Car Loan,Yes
CUST00349,53,130294.38,609.0,208238.64,36,0.13,10.85,Female,Self-Employed,High School,Married,Car Loan,No
CUST00350,25,26358.52,596.0,247328.77,72,0.54,9.49,Male,Self-Employed,Master,Married,Business Loan,No
CUST00351,68,126526.63,594.0,16550.16,84,0.4,7.25,Male,Salaried,Master,Divorced,Education Loan,No
CUST00352,39,25154.8,720.0,210772.23,84,0.63,13.09,Male,Self-Employed,PhD,Married,Personal Loan,No
CUST00353,24,113298.73,684.0,327409.37,72,0.41,16.47,Female,Business,PhD,Married,Car Loan,No
CUST00354,55,179895.27,752.0,17599.08,72,0.48,17.47,Female,Business,Master,Widowed,Education Loan,No
CUST00355,69,,831.0,147632.16,48,0.38,7.5,Female,Contract,High School,Married,Home Loan,No
CUST00356,37,94660.04,543.0,111898.62,12,0.38,14.33,Male,Self-Employed,Bachelor,Widowed,Business Loan,Yes
CUST00357,64,68682.49,709.0,30572.86,60,0.59,13.64,Male,Business,PhD,Married,Education Loan,No
CUST00358,48,37524.66,596.0,244837.44,84,0.49,9.46,Male,Contract,PhD,Divorced,Car Loan,No
CUST00359,50,136425.83,739.0,99044.41,72,0.49,5.25,Female,Contract,PhD,Single,Car Loan,No
CUST00360,49,49201.04,660.0,374109.95,60,0.37,13.97,Female,Salaried,Diploma,Divorced,Car Loan,No
CUST00361,66,36675.69,682.0,425484.66,84,0.42,17.29,Other,Business,High School,Married,Education Loan,No
CUST00362,26,86325.55,584.0,277336.74,72,0.57,13.22,Female,Salaried,High School,Single,Car Loan,Yes
CUST00363,55,146845.38,648.0,491036.6,84,0.63,10.66,Other,Business,High School,Single,Education Loan,Yes
CUST00364,61,138700.46,687.0,230734.5,48,0.54,11.83,Male,Salaried,High School,Single,Car Loan,No
CUST00365,57,26890.98,782.0,261550.42,12,0.7,7.6,Female,Salaried,High School,Widowed,Home Loan,No
CUST00366,44,91733.28,620.0,494716.7,12,0.62,14.76,Male,Self-Employed,Master,Divorced,Home Loan,Yes
CUST00367,49,102634.4,639.0,123458.73,72,0.44,14.7,Male,Salaried,PhD,Widowed,Personal Loan,No
CUST00368,69,122416.56,751.0,471847.51,84,0.52,6.89,Male,Self-Employed,Master,Single,Car Loan,Yes
CUST00369,66,123327.11,616.0,30990.4,48,0.7,16.41,Male,Contract,Diploma,Divorced,Car Loan,No
CUST00370,51,77080.95,766.0,228729.58,24,0.48,8.5,Female,Business,Bachelor,Divorced,Education Loan,No
CUST00371,55,108829.71,679.0,44301.72,60,0.63,17.77,Male,Contract,PhD,Married,Education Loan,Yes
CUST00372,53,95932.03,703.0,367325.02,60,0.53,9.98,Other,Business,Diploma,Widowed,Car Loan,Yes
CUST00373,41,161369.73,708.0,308120.38,36,0.44,7.31,Female,Contract,Master,Widowed,Personal Loan,Yes
CUST00374,52,103902.95,634.0,356250.79,48,0.22,9.57,Male,Business,Bachelor,Married,Car Loan,No
CUST00375,43,89447.21,709.0,193495.4,84,0.35,10.72,Female,Salaried,Diploma,Widowed,Education Loan,No
CUST00376,53,83526.64,622.0,191046.15,36,0.73,5.9,Other,Business,Bachelor,Single,Car Loan,No
CUST00377,23,110733.3,642.0,32206.45,72,0.51,12.52,Male,Business,Diploma,Single,Education Loan,Yes
CUST00378,38,148244.27,722.0,181473.02,84,0.45,12.77,Other,Contract,Master,Widowed,Car Loan,No
CUST00379,45,105221.04,702.0,465351.32,36,0.7,14.61,Male,Contract,Bachelor,Married,Business Loan,No
CUST00380,62,125188.14,674.0,195821.0,12,0.46,5.38,Other,Contract,Diploma,Divorced,Education Loan,No
CUST00381,51,137532.63,586.0,417370.18,60,0.42,12.04,Male,Self-Employed,Master,Widowed,Personal Loan,Yes
CUST00382,23,102267.23,604.0,422739.5,84,0.58,5.69,Female,Self-Employed,PhD,Divorced,Business Loan,No
CUST00383,60,87144.36,701.0,192888.17,36,0.55,14.11,Male,Business,Master,Married,Car Loan,No
CUST00384,66,160019.79,735.0,319674.45,12,0.19,5.72,Female,Business,Master,Divorced,Education Loan,No
CUST00385,44,85635.99,597.0,56732.09,48,0.38,16.85,Male,Salaried,PhD,Married,Business Loan,No
CUST00386,70,92834.74,,60802.5,36,0.38,14.13,Male,Salaried,Master,Married,Personal Loan,No
CUST00387,52,178435.29,690.0,33842.26,72,0.31,11.6,Other,Business,PhD,Single,Education Loan,No
CUST00388,67,18038.48,688.0,294697.4,72,0.41,10.74,Other,Self-Employed,PhD,Single,Business Loan,No
CUST00389,42,48046.61,558.0,218774.78,72,0.34,6.7,Other,Business,PhD,Married,Business Loan,No
CUST00390,43,80202.15,692.0,278535.85,84,0.19,8.78,Male,Salaried,Diploma,Widowed,Business Loan,No
CUST00391,22,169079.57,635.0,265325.86,60,0.34,16.3,Male,Self-Employed,Bachelor,Single,Home Loan,Yes
CUST00392,47,29344.81,803.0,181599.47,36,0.1,16.76,Male,Self-Employed,Diploma,Married,Car Loan,Yes
CUST00393,62,19536.64,699.0,341961.97,48,0.45,5.01,Female,Salaried,PhD,Divorced,Education Loan,Yes
CUST00394,22,26534.78,712.0,381665.92,36,0.65,12.72,Female,Business,Bachelor,Divorced,Education Loan,No
CUST00395,46,32344.03,714.0,17167.85,60,0.56,14.35,Male,Contract,Bachelor,Widowed,Education Loan,No
CUST00396,37,24090.68,589.0,111548.73,12,0.3,13.04,Other,Business,PhD,Divorced,Business Loan,No
CUST00397,60,95724.57,826.0,359485.58,60,0.11,6.06,Other,Business,Bachelor,Divorced,Car Loan,Yes
CUST00398,53,112082.67,558.0,199443.88,72,0.19,7.83,Other,Salaried,Bachelor,Married,Personal Loan,No
CUST00399,29,62013.29,740.0,334617.13,84,0.43,8.25,Male,Self-Employed,Diploma,Divorced,Education Loan,No
CUST00400,63,82522.56,726.0,180011.7,12,0.19,15.81,Other,Salaried,Bachelor,Divorced,Car Loan,No
CUST00401,68,32855.29,644.0,201470.02,84,0.43,11.02,Male,Business,PhD,Divorced,Car Loan,No
CUST00402,59,72492.02,730.0,87752.65,72,0.21,11.33,Female,Contract,High School,Divorced,Home Loan,No
CUST00403,49,102648.11,656.0,136533.2,24,0.64,17.15,Other,Contract,High School,Married,Education Loan,No
CUST00404,62,136628.03,629.0,306651.76,60,0.33,13.28,Female,Contract,High School,Divorced,Business Loan,No
CUST00405,46,18542.11,715.0,222249.92,60,0.22,16.68,Other,Salaried,PhD,Widowed,Car Loan,No
CUST00406,55,93704.34,605.0,389408.31,48,0.62,10.93,Male,Self-Employed,High School,Single,Car Loan,No
CUST00407,70,66114.47,663.0,427766.63,36,0.29,6.94,Male,Salaried,Diploma,Widowed,Personal Loan,No
CUST00408,45,156157.14,635.0,275406.74,12,0.13,17.09,Male,Contract,PhD,Single,Home Loan,No
CUST00409,44,133919.64,655.0,381550.97,84,0.45,10.96,Male,Business,PhD,Widowed,Car Loan,No
CUST00410,33,113435.58,712.0,160383.21,12,0.46,7.36,Other,Self-Employed,PhD,Single,Car Loan,No
CUST00411,27,62917.03,635.0,213335.9,48,0.55,8.93,Female,Salaried,Bachelor,Single,Business Loan,No
CUST00412,56,165474.93,666.0,359261.06,48,0.22,5.66,Male,Salaried,Bachelor,Single,Business Loan,No
CUST00413,65,25306.31,642.0,199243.88,84,0.36,11.09,Other,Self-Employed,Bachelor,Single,Personal Loan,No
CUST00414,40,35733.75,788.0,298367.42,36,0.25,16.09,Female,Self-Employed,Master,Married,Personal Loan,No
CUST00415,21,81444.08,706.0,100832.66,84,0.11,17.14,Male,Business,Diploma,Widowed,Personal Loan,No
CUST00416,28,38158.88,697.0,303887.94,84,0.66,17.12,Female,Self-Employed,PhD,Single,Business Loan,No
CUST00417,66,172939.34,731.0,432141.72,72,0.56,6.63,Male,Business,PhD,Widowed,Business Loan,No
CUST00418,36,147274.27,635.0,435633.42,36,0.26,9.97,Female,Contract,Bachelor,Divorced,Home Loan,No
CUST00419,34,59955.19,744.0,364928.76,60,0.47,5.37,Female,Contract,PhD,Single,Education Loan,No
CUST00420,32,113345.79,706.0,375419.16,72,0.19,16.12,Male,Salaried,PhD,Widowed,Education Loan,No
CUST00421,43,177137.54,563.0,283384.45,24,0.67,9.66,Other,Contract,High School,Married,Home Loan,No
CUST00422,35,161240.23,573.0,296487.36,36,0.13,13.2,Female,Contract,PhD,Widowed,Education Loan,Yes
CUST00423,48,115329.35,637.0,75488.78,48,0.05,14.29,Male,Business,Master,Single,Business Loan,No
CUST00424,54,164403.28,581.0,227491.0,72,0.4,10.59,Female,Salaried,Bachelor,Divorced,Education Loan,No
CUST00425,22,178247.96,662.0,230880.38,36,0.46,8.98,Female,Self-Employed,Diploma,Widowed,Business Loan,No
CUST00426,52,138423.16,604.0,479663.94,12,0.46,17.51,Other,Salaried,Diploma,Divorced,Home Loan,No
CUST00427,43,28527.8,673.0,221232.56,84,0.09,17.54,Female,Contract,High School,Married,Personal Loan,No
CUST00428,42,83056.0,786.0,279177.9,24,0.27,8.76,Female,Self-Employed,Diploma,Widowed,Home Loan,No
CUST00429,45,153727.77,676.0,271293.19,60,0.4,11.24,Male,Salaried,Diploma,Widowed,Education Loan,No
CUST00430,42,55352.21,657.0,322013.24,84,0.2,17.65,Male,Salaried,Bachelor,Married,Business Loan,No
CUST00431,42,152564.09,709.0,376634.09,12,0.66,5.06,Other,Salaried,Bachelor,Married,Education Loan,Yes
CUST00432,69,37494.88,628.0,120270.52,12,0.11,10.36,Female,Salaried,Master,Married,Education Loan,Yes
CUST00433,62,25605.15,743.0,269074.97,24,0.39,6.31,Female,Business,High School,Single,Personal Loan,No
CUST00434,26,80222.68,717.0,414699.68,60,0.53,11.62,Female,Salaried,Diploma,Single,Education Loan,No
CUST00435,35,23950.57,683.0,236926.21,48,0.23,5.32,Other,Contract,Master,Widowed,Personal Loan,No
CUST00436,63,173077.78,692.0,146444.2,72,0.49,10.29,Female,Contract,High School,Widowed,Business Loan,No
CUST00437,57,151845.32,833.0,330807.45,60,0.63,7.87,Male,Business,Diploma,Widowed,Business Loan,No
CUST00438,53,147724.69,751.0,413646.02,36,0.18,11.93,Other,Self-Employed,Diploma,Divorced,Personal Loan,No
CUST00439,28,120024.02,845.0,40938.74,12,0.69,17.95,Male,Self-Employed,Bachelor,Married,Home Loan,No
CUST00440,64,,720.0,390627.34,36,0.44,15.41,Male,Contract,PhD,Widowed,Business Loan,No
CUST00441,64,101958.18,570.0,412607.49,48,0.26,15.99,Other,Contract,High School,Married,Home Loan,No
CUST00442,25,114758.4,660.0,236146.23,36,0.35,13.26,Male,Business,Diploma,Single,Business Loan,No
CUST00443,59,103055.1,552.0,491819.77,60,0.27,5.54,Female,Self-Employed,High School,Married,Business Loan,No
CUST00444,24,60157.81,720.0,395487.09,36,0.56,7.69,Other,Self-Employed,Master,Divorced,Car Loan,No
CUST00445,26,101470.16,736.0,389094.66,48,0.61,17.03,Male,Salaried,Master,Divorced,Education Loan,Yes
CUST00446,65,97572.19,614.0,376440.9,48,0.63,9.76,Female,Salaried,PhD,Married,Education Loan,Yes
CUST00447,52,179406.4,631.0,83797.97,48,0.74,6.35,Female,Salaried,Diploma,Divorced,Home Loan,No
CUST00448,50,163384.66,691.0,116443.13,60,0.6,14.13,Male,Business,Bachelor,Divorced,Education Loan,No
CUST00449,67,93067.68,590.0,237355.16,48,0.47,8.89,Female,Contract,Diploma,Single,Home Loan,Yes
CUST00450,55,118915.86,585.0,139362.13,12,0.29,8.5,Other,Business,High School,Widowed,Business Loan,No
CUST00451,60,139155.2,773.0,213468.08,84,0.43,17.97,Male,Self-Employed,Master,Divorced,Car Loan,No
CUST00452,36,23648.16,689.0,445347.41,48,0.08,16.16,Female,Contract,High School,Widowed,Car Loan,No
CUST00453,33,162977.27,638.0,413920.18,36,0.57,10.3,Female,Salaried,PhD,Married,Business Loan,No
CUST00454,70,157340.54,553.0,318719.54,72,0.36,17.74,Male,Business,Master,Married,Personal Loan,No
CUST00455,62,92104.0,744.0,430478.99,36,0.06,13.45,Male,Business,Bachelor,Divorced,Personal Loan,No
CUST00456,50,81369.5,629.0,394048.47,72,0.09,14.65,Male,Salaried,Master,Married,Education Loan,Yes
CUST00457,39,62219.42,820.0,220202.62,36,0.32,5.41,Male,Business,Diploma,Single,Home Loan,No
CUST00458,37,95221.65,744.0,108521.92,60,0.46,6.58,Other,Salaried,Diploma,Divorced,Car Loan,No
CUST00459,39,25189.02,,261958.51,36,0.37,13.23,Male,Self-Employed,Master,Divorced,Education Loan,No
CUST00460,48,156055.35,626.0,370752.15,60,0.48,16.69,Other,Contract,PhD,Divorced,Business Loan,No
CUST00461,46,23738.42,809.0,223845.6,60,0.39,13.11,Other,Self-Employed,Diploma,Married,Car Loan,No
CUST00462,57,,674.0,336718.24,48,0.51,6.74,Male,Self-Employed,Diploma,Married,Home Loan,Yes
CUST00463,46,168917.5,642.0,56220.44,12,0.2,6.5,Other,Salaried,Bachelor,Divorced,Home Loan,No
CUST00464,43,137104.45,682.0,376522.32,72,0.13,15.97,Male,Business,Master,Widowed,Personal Loan,Yes
CUST00465,29,63585.34,641.0,408229.67,48,0.47,6.81,Male,Self-Employed,Diploma,Married,Education Loan,Yes
CUST00466,32,58929.15,698.0,356350.55,48,0.39,11.76,Female,Self-Employed,PhD,Married,Business Loan,No
CUST00467,21,18823.31,674.0,483959.16,84,0.07,5.48,Male,Self-Employed,High School,Divorced,Car Loan,No
CUST00468,21,130705.72,746.0,415059.51,60,0.32,6.05,Female,Business,Master,Widowed,Home Loan,No
CUST00469,67,25902.94,651.0,452515.93,60,0.12,13.74,Other,Business,Bachelor,Divorced,Car Loan,Yes
CUST00470,54,104281.61,614.0,467449.83,72,0.42,13.96,Female,Salaried,Diploma,Married,Business Loan,No
CUST00471,52,173863.76,654.0,402660.52,36,0.33,9.44,Other,Self-Employed,PhD,Divorced,Car Loan,No
CUST00472,68,35733.96,653.0,340386.83,36,0.48,7.8,Male,Contract,Master,Divorced,Education Loan,No
CUST00473,45,162905.75,674.0,12802.1,48,0.61,15.58,Other,Business,PhD,Divorced,Personal Loan,No
CUST00474,60,178619.0,728.0,238254.62,24,0.26,7.82,Other,Salaried,PhD,Widowed,Car Loan,No
CUST00475,65,27965.76,723.0,289869.53,24,0.72,12.05,Male,Self-Employed,Bachelor,Divorced,Personal Loan,No
CUST00476,21,161030.82,770.0,158974.83,36,0.42,17.59,Other,Contract,Master,Married,Business Loan,No
CUST00477,36,101604.8,619.0,165871.18,24,0.48,6.92,Male,Business,Diploma,Divorced,Personal Loan,No
CUST00478,59,164855.22,709.0,480968.11,84,0.53,17.23,Female,Contract,Bachelor,Widowed,Car Loan,No
CUST00479,25,110553.67,735.0,446938.32,36,0.52,7.38,Male,Business,Diploma,Single,Car Loan,No
CUST00480,42,125262.15,629.0,426097.71,60,0.41,12.38,Male,Salaried,High School,Widowed,Home Loan,No
CUST00481,49,106092.18,664.0,208945.78,48,0.35,9.9,Other,Contract,PhD,Divorced,Car Loan,Yes
CUST00482,23,158047.85,549.0,16712.29,12,0.09,17.54,Female,Self-Employed,High School,Single,Personal Loan,No
CUST00483,32,136893.41,748.0,49308.9,48,0.07,8.56,Male,Self-Employed,PhD,Divorced,Home Loan,No
CUST00484,46,102444.17,664.0,162976.22,36,0.3,10.2,Female,Business,Bachelor,Widowed,Car Loan,No
CUST00485,36,158642.05,740.0,17714.03,84,0.28,17.78,Female,,Diploma,Single,Car Loan,No
CUST00486,57,57736.26,695.0,18403.39,36,0.32,11.97,Other,Contract,Diploma,Single,Business Loan,No
CUST00487,42,43489.19,666.0,459135.62,48,0.15,11.53,Male,Salaried,Bachelor,Divorced,Home Loan,No
CUST00488,49,43984.82,561.0,356017.67,84,0.57,8.35,Other,Business,Master,Divorced,Business Loan,Yes
CUST00489,34,72109.44,574.0,161388.44,84,0.65,14.12,Male,Contract,High School,Widowed,Business Loan,No
