Production_ID,Machine_ID,Production_Date,Machine_Age_Years,Operating_Hours,Idle_Hours,Maintenance_Count,Temperature,Pressure,Vibration,Production_Units,Defective_Units,Material_Cost,Labor_Hours,Energy_Consumption,Production_Shift,Product_Type,Operator_Experience,Downtime_Hours,Production_Quality
100621,M011,2025-04-15,3.6,10.5,0.5,7,86.4,51.6,3.57,547.0,21,57800.0,33.2,429.3,Morning,Component_C,7.7,0.8,Good
100622,M014,2024-02-02,7.4,17.4,5.5,2,78.7,52.7,4.92,806.0,34,61474.0,60.4,648.0,Morning,Component_B,9.0,4.9,Good
100623,M019,2025-04-10,11.6,8.1,5.9,2,83.5,38.4,7.23,292.0,19,28299.0,20.8,302.9,Night,Component_B,11.7,5.2,Average
100624,M015,2024-10-17,10.0,16.2,4.9,3,62.9,39.4,4.97,476.0,24,48603.0,26.9,736.5,Afternoon,Component_B,9.2,4.8,Good
100625,M022,2024-10-28,10.8,23.6,3.4,3,94.9,59.9,4.69,1024.0,46,95279.0,70.8,1032.2,Afternoon,Component_C,7.3,2.5,Good
100626,M025,2025-09-30,4.5,12.2,0.5,2,64.0,49.6,4.92,454.0,11,45710.0,39.7,469.4,Morning,Component_B,2.0,0.1,Good
100627,M010,2025-04-29,3.0,12.7,5.9,4,79.7,51.5,2.95,474.0,16,44404.0,42.7,610.0,Night,Component_D,0.5,6.4,Good
100628,M004,2025-11-06,5.6,19.1,8.6,5,71.2,55.7,5.76,579.0,18,35492.0,52.7,749.6,Night,Component_C,5.6,4.2,Good
100629,M007,2024-12-29,6.2,9.8,3.5,4,78.4,39.2,5.23,516.0,10,38874.0,24.6,372.2,Morning,Component_D,3.9,1.9,Good
100630,M024,2025-12-02,9.3,13.5,6.1,2,60.2,51.3,4.42,454.0,19,49770.0,37.0,524.2,Night,Component_D,4.0,4.3,Good
100631,M006,2024-03-23,1.0,18.4,1.1,5,57.3,54.0,5.14,577.0,9,52700.0,28.1,725.5,Afternoon,Component_C,5.8,0.4,Good
100632,M001,2025-12-30,10.6,13.5,6.1,2,75.4,70.9,5.09,652.0,25,63795.0,37.9,435.1,Morning,Component_B,8.0,7.3,Good
100633,M022,2024-12-28,5.5,15.1,4.0,2,67.6,46.7,5.09,673.0,29,63898.0,44.1,358.5,Morning,Component_A,4.1,3.0,Good
100634,M028,2024-01-26,4.7,19.0,3.1,4,67.2,62.1,6.29,814.0,17,67253.0,55.9,774.2,Afternoon,Component_C,8.7,2.5,Good
100635,M020,2025-10-08,3.0,17.7,3.1,4,78.5,55.0,3.14,751.0,25,66083.0,46.5,796.7,Afternoon,Component_B,6.1,1.7,Good
100636,M011,2024-12-08,1.0,17.1,4.0,2,54.1,44.8,6.86,727.0,13,72652.0,49.6,514.9,Night,Component_C,6.1,3.5,Good
100637,M019,2025-10-06,8.5,14.6,6.0,6,86.5,49.3,1.62,661.0,26,67068.0,40.6,697.1,Night,Component_B,11.6,6.2,Good
100638,M003,2025-01-07,,17.5,1.7,3,73.4,62.8,5.69,573.0,18,73244.0,30.3,446.9,Afternoon,Component_B,6.5,2.7,Good
100639,M003,2025-12-27,2.1,15.5,4.0,7,81.2,62.0,4.8,505.0,13,44356.0,51.1,523.9,Night,Component_A,5.8,5.2,Good
100640,M001,2025-04-19,2.1,17.8,4.9,1,78.3,50.3,2.77,670.0,13,80440.0,48.9,923.5,Afternoon,Component_C,7.6,2.3,Good
100641,M010,2024-03-21,5.0,14.0,2.3,1,79.0,58.1,6.35,512.0,29,42032.0,41.4,581.9,Night,Component_C,11.4,2.2,Good
100642,M026,2024-12-05,11.0,15.3,9.5,2,57.6,45.7,1.24,629.0,31,64365.0,33.4,566.4,Night,Component_C,5.9,8.9,Good
100643,M014,2025-12-20,5.2,12.0,2.9,0,86.0,53.4,7.43,532.0,29,51959.0,40.1,490.6,Morning,Component_D,7.3,2.9,Good
100644,M017,2025-09-15,1.5,15.9,3.3,4,75.3,51.1,8.56,642.0,13,59778.0,39.8,759.4,Morning,Component_C,5.7,1.8,Good
100645,M002,2025-05-04,5.3,12.8,2.6,5,66.3,63.4,4.21,429.0,11,40719.0,36.6,349.0,Afternoon,Component_D,5.7,3.0,Good
100646,M014,2024-05-02,5.2,11.5,9.5,2,70.5,59.2,2.65,523.0,22,44801.0,39.2,568.6,Afternoon,Component_D,4.5,4.1,Good
100647,M005,2025-03-21,1.0,17.0,6.4,1,76.3,48.9,3.46,796.0,14,86413.0,56.6,581.4,Afternoon,Component_B,4.3,6.8,Good
100648,M007,2024-05-01,5.8,16.9,2.7,2,74.2,49.8,6.26,625.0,17,51475.0,47.1,749.6,Night,Component_D,11.1,1.0,Good
100649,M015,2024-03-20,5.3,19.1,7.8,9,79.2,54.7,3.92,670.0,17,66841.0,35.0,642.5,Morning,Component_C,4.3,5.0,Good
100650,M021,2025-10-01,8.1,14.3,5.5,3,91.8,53.5,0.5,644.0,42,68482.0,48.6,752.2,Morning,Component_A,1.4,5.9,Average
100651,M029,2024-11-29,11.5,17.6,5.6,2,59.6,52.5,5.19,703.0,33,81381.0,61.0,687.4,Afternoon,Component_C,6.4,5.9,Good
100652,M019,2024-03-14,9.4,18.2,4.1,6,81.0,51.8,6.11,818.0,34,89634.0,31.1,516.9,Night,Component_B,9.1,3.7,Good
100653,M021,2025-03-25,5.2,17.8,3.1,5,70.7,67.4,5.43,611.0,14,63291.0,42.7,753.7,Afternoon,Component_B,9.7,4.1,Good
100654,M006,2024-10-23,2.7,12.7,5.8,1,85.7,50.9,5.71,424.0,15,36224.0,33.0,620.2,Morning,Component_D,2.4,4.2,Good
100655,M020,2024-03-26,13.7,16.6,3.6,1,91.5,57.7,7.39,628.0,49,52258.0,28.0,816.0,Morning,Component_B,9.3,3.8,Average
100656,M004,2025-12-04,6.2,17.5,9.5,4,74.4,76.8,4.12,811.0,32,63194.0,32.9,690.5,Morning,Component_B,12.2,6.0,Good
100657,M014,2025-05-14,6.0,16.0,1.8,0,79.4,47.4,7.59,646.0,23,49410.0,41.2,723.9,Morning,Component_D,3.9,0.8,Good
100658,M001,2024-05-02,5.9,7.7,8.8,1,86.6,56.7,4.22,315.0,12,29918.0,26.4,278.4,Afternoon,Component_D,5.5,5.2,Average
100659,M023,2025-09-30,6.6,16.6,4.7,1,84.0,57.2,6.53,664.0,31,55835.0,25.8,722.5,Afternoon,Component_B,2.3,2.6,Average
100660,M008,2025-03-04,5.6,24.0,5.7,2,87.1,54.9,4.24,1135.0,53,128242.0,79.8,992.9,Afternoon,Component_C,11.6,5.1,Good
100661,M020,2025-06-25,4.3,14.6,7.1,6,68.4,55.4,8.17,671.0,18,57918.0,48.1,225.2,Night,Component_C,1.5,6.2,Good
100662,M006,2024-06-15,4.4,13.1,3.4,2,65.8,47.1,5.67,436.0,14,42036.0,42.1,401.7,Morning,Component_D,4.8,2.7,Good
100663,M015,2025-10-20,5.9,17.5,7.2,8,58.4,58.2,4.33,843.0,30,76739.0,39.5,705.9,Afternoon,Component_B,8.4,3.3,Good
100664,M006,2025-03-06,4.4,17.2,0.5,2,69.7,38.5,2.34,804.0,20,59449.0,42.7,685.1,Afternoon,Component_B,3.9,1.5,Good
100665,M015,2024-02-07,3.9,20.8,3.2,1,71.0,71.2,4.87,1008.0,23,112232.0,48.0,793.4,Morning,Component_C,3.0,0.3,Good
100666,M001,2025-02-04,6.3,11.0,2.7,3,70.3,70.4,3.03,377.0,15,39748.0,37.3,438.5,Afternoon,Component_D,5.8,1.9,Good
100667,M010,2025-09-04,5.2,18.9,1.9,2,77.9,52.0,5.29,671.0,18,71903.0,48.1,911.2,Night,Component_B,13.2,1.6,Good
100668,M004,2025-08-13,10.5,18.4,4.5,2,78.2,64.5,5.69,783.0,40,81373.0,30.6,772.3,Morning,Component_B,5.2,5.0,Good
100669,M014,2024-04-11,1.0,15.4,6.0,1,71.2,52.4,6.37,648.0,8,54178.0,31.5,299.8,Afternoon,Component_A,5.4,1.9,Good
100670,M022,2025-05-05,9.3,17.4,6.8,4,76.2,55.1,5.47,838.0,30,70308.0,42.2,950.9,Night,Component_A,2.7,3.7,Good
100671,M012,2025-11-05,9.7,20.1,5.6,3,81.9,48.9,4.64,923.0,39,93943.0,68.5,476.6,Afternoon,Component_D,7.2,5.0,Good
100672,M025,2025-04-09,1.0,19.5,3.3,1,62.4,62.4,6.88,864.0,19,102076.0,51.4,892.5,Morning,Component_A,8.7,2.3,Good
100673,M020,2025-08-19,5.0,11.4,5.9,2,83.2,49.8,7.09,482.0,23,48581.0,33.0,300.5,Morning,Component_A,4.2,1.1,Good
100674,M016,2025-09-13,4.9,19.3,5.3,2,64.7,62.1,2.61,856.0,28,93884.0,32.4,963.0,Morning,Component_B,7.6,2.9,Good
100675,M025,2025-03-17,1.8,15.7,7.3,2,89.3,54.6,7.67,632.0,18,55055.0,51.1,565.3,Night,Component_B,4.2,1.5,Good
100676,M020,2025-02-09,3.7,16.3,6.9,4,74.0,54.8,6.71,760.0,18,84716.0,42.0,676.9,Morning,Component_D,0.5,5.4,Good
100677,M007,2025-01-23,2.7,16.3,5.1,8,72.8,41.6,2.96,537.0,13,47636.0,54.5,365.8,Morning,Component_D,7.4,4.0,Good
100678,M007,2024-07-06,11.3,15.4,2.8,5,50.5,55.5,1.12,609.0,24,60049.0,36.8,697.7,Night,Component_D,12.2,3.0,Good
100679,M024,2024-02-05,8.8,20.8,3.4,2,79.9,44.7,6.67,1008.0,39,90224.0,59.6,877.3,Night,Component_B,2.4,3.6,Good
100680,M007,2024-07-30,9.8,15.7,3.6,4,73.1,55.6,4.87,553.0,34,59911.0,38.3,693.7,Morning,Component_B,6.5,3.2,Good
100681,M006,2024-12-31,8.2,11.5,4.2,2,74.1,72.5,3.68,634.0,30,68815.0,20.5,540.8,Night,Component_A,9.9,1.9,Good
100682,M019,2024-11-08,2.6,14.4,5.7,3,70.9,42.5,5.07,519.0,3,37808.0,29.4,573.0,Night,Component_C,5.7,3.5,Good
100683,M015,2025-05-17,4.4,16.7,6.8,3,79.5,53.7,6.64,658.0,23,75591.0,27.3,615.2,Afternoon,Component_B,1.7,3.6,Good
100684,M026,2025-08-18,7.5,20.9,4.9,6,81.9,49.3,0.84,1035.0,31,135219.0,49.8,673.6,Afternoon,Component_D,6.1,4.3,Good
100685,M023,2024-03-30,2.3,18.4,5.0,7,77.8,45.6,4.73,927.0,10,83124.0,51.5,638.6,Morning,Component_D,10.5,3.8,Good
100686,M028,2025-10-05,8.1,12.6,5.4,3,87.8,47.9,4.6,577.0,30,53718.0,25.0,616.6,Afternoon,Component_B,4.5,4.0,Average
100687,M022,2024-11-02,5.3,24.0,3.7,3,63.4,68.2,7.19,1088.0,36,123587.0,59.5,761.7,Morning,Component_C,6.7,2.2,Average
100688,M010,2025-08-18,4.9,17.1,2.7,2,64.9,70.6,5.99,888.0,32,85249.0,41.3,407.5,Night,Component_C,2.8,1.7,Good
100689,M012,2024-04-15,8.1,21.1,0.6,2,76.9,45.6,5.97,703.0,29,66743.0,54.2,651.3,Afternoon,Component_D,5.7,2.0,Good
100690,M008,2025-11-22,7.3,15.4,3.3,1,79.9,58.6,3.7,468.0,24,57777.0,28.8,674.5,Night,Component_D,7.2,2.4,Average
100691,M004,2024-07-21,4.9,18.1,6.2,4,78.2,46.7,5.71,517.0,11,38612.0,46.5,653.7,Afternoon,Component_D,6.4,3.1,Good
100692,M007,2024-11-22,9.5,19.4,3.2,3,56.5,48.9,3.63,762.0,34,63372.0,43.2,850.0,Afternoon,Component_C,4.7,2.3,Good
100693,M023,2024-11-06,2.8,20.9,4.4,1,57.6,36.6,4.3,868.0,21,87900.0,43.3,465.3,Afternoon,Component_D,7.3,4.4,Good
100694,M003,2025-09-11,7.8,20.2,6.2,4,69.8,74.2,5.53,900.0,35,63636.0,54.0,301.2,Night,Component_D,8.0,4.1,Good
100695,M008,2024-01-31,7.8,19.5,6.3,1,50.5,64.9,4.65,929.0,32,83057.0,35.0,797.8,Afternoon,Component_A,8.2,3.4,Good
100696,M013,2024-02-19,5.1,14.7,2.3,5,75.1,49.1,5.07,741.0,23,66147.0,48.5,687.0,Afternoon,Component_B,5.1,2.5,Good
100697,M013,2024-03-27,7.0,13.7,7.5,4,71.1,57.6,6.86,663.0,26,72550.0,46.2,347.1,Afternoon,Component_D,4.1,4.6,Good
100698,M026,2025-10-16,2.2,17.3,7.8,3,61.0,51.4,3.84,608.0,8,64079.0,48.8,734.6,Night,Component_A,11.9,2.2,Good
100699,M016,2024-03-05,8.8,19.7,2.2,5,65.4,63.5,2.63,851.0,39,59359.0,41.5,953.8,Morning,Component_A,6.4,2.5,Good
100700,M016,2025-08-22,5.4,15.1,2.9,0,,51.9,2.87,588.0,16,49747.0,41.6,584.1,Afternoon,Component_C,5.2,2.1,Good
100701,M002,2024-11-30,4.4,20.3,8.0,1,54.1,53.2,2.48,935.0,27,79147.0,54.9,926.5,Afternoon,Component_C,1.6,6.3,Good
100702,M003,2024-06-24,9.1,21.8,4.6,1,64.8,49.0,7.39,949.0,53,87072.0,49.8,879.8,Afternoon,Component_A,3.2,4.0,Good
100703,M015,2025-10-22,3.9,12.3,0.5,4,68.8,60.4,5.68,600.0,17,47122.0,25.5,449.3,Morning,Component_D,4.1,0.5,Good
100704,M017,2025-04-14,1.8,12.7,1.5,2,68.4,74.9,6.43,684.0,10,69614.0,23.3,569.6,Morning,Component_D,7.3,1.9,Good
100705,M002,2024-01-24,1.3,15.4,4.4,6,68.7,52.4,6.1,624.0,7,52782.0,29.8,823.5,Night,Component_C,4.9,2.9,Good
100706,M029,2025-10-24,7.8,17.2,2.1,1,88.3,52.3,4.14,587.0,31,60948.0,48.3,592.4,Afternoon,Component_C,6.0,2.0,Good
100707,M027,2024-11-20,2.2,13.9,4.0,4,83.4,54.8,7.43,453.0,11,43016.0,45.5,522.8,Morning,Component_C,1.7,2.4,Good
100708,M017,2024-02-05,11.3,21.4,5.1,4,64.3,57.3,3.26,781.0,28,62795.0,48.6,666.2,Night,Component_A,10.2,3.6,Good
100709,M006,2024-08-19,1.0,17.7,8.7,1,59.6,52.3,8.12,845.0,23,97871.0,30.9,696.6,Morning,Component_A,3.8,4.6,Good
100710,M011,2025-11-28,11.1,16.2,4.3,2,67.0,51.5,4.72,720.0,27,83711.0,24.7,617.5,Afternoon,Component_B,6.7,4.2,Good
100711,M005,2025-08-24,6.6,10.3,7.7,3,86.7,55.7,7.72,464.0,16,46101.0,23.8,500.1,Morning,Component_D,4.4,5.2,Good
100712,M006,2024-11-17,5.7,10.7,8.6,8,46.5,39.2,2.61,469.0,15,42872.0,21.0,539.5,Morning,Component_C,5.0,4.9,Good
100713,M003,2024-08-13,4.4,17.1,8.6,0,73.0,50.1,3.72,775.0,24,61346.0,36.7,766.4,Morning,Component_A,3.6,3.1,Good
100714,M023,2024-12-25,7.2,7.5,5.7,1,68.3,37.0,1.61,212.0,7,23546.0,14.9,362.2,Afternoon,Component_C,6.9,4.3,Good
100715,M004,2024-07-09,5.9,20.1,0.5,3,86.4,50.6,6.38,941.0,45,101007.0,56.8,662.3,Morning,Component_B,3.1,1.6,Good
100716,M015,2024-06-21,9.3,15.4,6.2,1,83.8,46.5,4.96,709.0,33,58698.0,42.8,486.2,Afternoon,Component_D,6.9,3.5,Good
100717,M029,2025-08-17,6.3,24.0,7.6,4,54.4,60.6,8.13,784.0,27,66403.0,79.8,1008.5,Night,Component_D,5.6,4.1,Good
100718,M017,2025-09-24,6.5,24.0,4.8,4,86.4,48.4,3.63,1102.0,45,112243.0,69.6,928.8,Afternoon,Component_B,7.9,4.1,Good
100719,M003,2025-04-10,4.9,15.3,9.4,0,44.0,51.7,6.91,539.0,27,41702.0,28.0,835.9,Afternoon,Component_D,8.2,2.6,Average
100720,M016,2025-11-20,5.8,15.6,7.1,1,79.3,35.7,4.64,683.0,33,58475.0,46.8,364.6,Afternoon,Component_D,5.0,4.7,Good
100721,M021,2024-07-17,6.9,20.0,6.4,6,80.4,64.2,4.33,839.0,36,66609.0,37.3,872.9,Afternoon,Component_B,7.1,6.0,Good
100722,M029,2024-05-08,1.0,22.8,7.7,5,92.2,45.2,3.98,767.0,22,61264.0,59.7,978.4,Afternoon,Component_B,4.7,2.9,Good
100723,M023,2024-12-07,2.0,9.4,5.8,2,74.7,50.7,2.98,407.0,6,34269.0,15.5,303.9,Morning,Component_B,9.9,2.2,Good
100724,M016,2024-03-23,8.2,8.9,0.5,3,64.0,62.0,5.17,466.0,16,50603.0,14.2,285.7,Night,Component_C,4.9,0.7,Good
100725,M025,2024-05-16,6.5,13.5,3.8,7,59.9,62.0,4.88,561.0,16,38530.0,32.8,489.4,Afternoon,Component_D,5.4,4.7,Good
100726,M021,2025-09-02,5.4,18.3,8.0,1,89.5,45.0,1.67,895.0,39,90845.0,31.3,465.9,Afternoon,Component_B,4.6,6.7,Good
100727,M001,2025-05-16,6.1,18.0,3.0,4,92.4,59.7,0.5,741.0,18,73262.0,38.0,906.1,Night,Component_A,3.8,3.7,Good
100728,M021,2024-06-11,7.0,20.3,4.4,3,66.6,44.7,3.94,955.0,34,104597.0,44.2,1200.0,Afternoon,Component_C,12.1,4.3,Good
100729,M011,2024-05-20,4.4,11.2,2.4,2,72.3,57.1,6.59,466.0,8,46067.0,34.0,403.8,Morning,Component_C,7.5,2.3,Good
100730,M001,2025-10-27,3.7,6.7,9.5,2,88.4,47.9,4.9,342.0,11,30547.0,14.5,227.7,Night,Component_D,6.2,7.7,Good
100731,M007,2024-06-21,6.6,19.4,9.2,3,81.2,45.9,2.16,708.0,24,58601.0,48.3,547.0,Morning,Component_D,4.6,4.7,Good
100732,M009,2024-06-27,3.1,12.7,2.8,6,69.8,55.3,1.31,446.0,5,48996.0,38.7,377.4,Night,Component_B,9.3,2.6,Good
100733,M013,2024-06-01,7.2,7.9,5.4,4,62.9,48.5,6.58,293.0,3,30019.0,15.1,277.3,Morning,Component_B,4.4,1.8,Good
100734,M022,2025-07-21,1.0,16.6,3.3,1,61.9,73.2,1.52,676.0,14,59220.0,51.6,793.3,Night,Component_C,6.4,0.6,Good
100735,M020,2025-10-04,9.1,19.2,6.5,3,83.4,49.4,5.87,804.0,43,87341.0,60.7,1200.0,Night,Component_A,,3.8,Good
100736,M006,2025-04-03,7.4,15.5,6.3,3,67.6,44.3,5.52,655.0,28,57844.0,53.9,514.2,Morning,Component_C,3.1,4.4,Good
100737,M030,2025-04-22,6.8,14.2,7.0,1,67.1,46.9,7.44,511.0,22,48538.0,33.9,450.7,Morning,Component_B,7.6,3.2,Good
100738,M017,2025-07-18,8.9,15.4,5.8,2,79.3,54.8,3.37,553.0,19,47521.0,34.5,459.1,Afternoon,Component_B,6.9,1.5,Good
100739,M020,2025-07-27,11.0,14.5,12.0,1,73.0,56.0,6.19,715.0,31,73650.0,42.1,625.3,Night,Component_D,7.6,9.1,Good
100740,M006,2024-04-14,9.0,10.6,2.4,2,76.7,57.8,7.02,476.0,18,38121.0,17.1,450.0,Night,Component_A,5.1,3.0,Good
100741,M002,2025-12-07,1.0,13.1,0.7,4,68.1,63.2,2.09,595.0,13,53860.0,20.7,510.4,Night,Component_A,4.2,1.5,Good
100742,M003,2024-07-18,2.2,18.1,4.0,0,67.6,40.0,4.74,748.0,21,63716.0,39.3,627.9,Morning,Component_D,6.7,2.6,Good
100743,M020,2024-11-10,4.1,17.3,1.1,2,63.2,63.6,4.43,768.0,18,75998.0,51.2,853.7,Morning,Component_A,4.6,1.2,Good
100744,M006,2025-02-09,6.1,16.7,1.3,0,80.5,46.8,2.59,643.0,16,64832.0,28.9,748.9,Night,Component_B,0.5,1.5,Good
100745,M030,2025-11-08,7.6,12.0,2.5,5,73.0,58.6,4.98,356.0,7,27924.0,33.3,540.4,Afternoon,Component_A,3.5,3.9,Good
100746,M019,2025-12-28,3.8,15.3,2.7,1,75.5,70.5,2.4,721.0,14,72891.0,31.2,634.3,Night,Component_A,5.0,0.9,Average
100747,M001,2024-10-13,6.6,7.3,2.6,1,59.8,47.8,5.19,294.0,14,21418.0,20.5,279.5,Night,Component_B,2.8,1.9,Average
100748,M022,2024-12-31,3.7,16.7,6.3,1,80.3,47.4,8.41,680.0,26,86958.0,40.3,546.5,Night,Component_D,6.5,2.5,Good
100749,M024,2024-08-04,4.2,21.7,3.7,5,75.7,45.8,4.13,896.0,14,78246.0,37.5,923.3,Afternoon,Component_C,3.7,2.3,Good
100750,M016,2025-07-03,1.8,10.1,4.6,2,80.8,52.0,4.33,423.0,11,46843.0,20.1,421.6,Night,Component_D,5.9,2.4,Good
100751,M008,2024-10-31,3.2,13.7,7.2,2,76.1,66.4,7.05,703.0,18,68906.0,26.6,589.2,Morning,Component_A,12.5,4.2,Good
100752,M016,2025-12-30,1.9,17.3,3.1,2,75.4,45.0,6.77,787.0,17,77619.0,31.6,444.7,Afternoon,Component_A,9.7,2.9,Good
100753,M027,2024-04-09,3.1,21.0,4.3,1,50.2,50.6,3.39,742.0,14,57512.0,51.2,861.2,Afternoon,Component_B,7.8,2.1,Good
100754,M004,2025-02-14,9.2,14.2,5.9,2,85.7,63.8,5.74,493.0,28,53072.0,48.4,522.9,Morning,Component_B,11.4,4.8,Good
100755,M022,2025-06-18,3.2,13.2,0.5,1,56.2,60.6,0.5,530.0,3,50737.0,37.2,415.2,Afternoon,Component_A,5.8,1.7,Good
100756,M015,2024-12-05,13.9,8.1,0.5,8,84.4,50.5,2.69,345.0,17,35208.0,25.7,382.8,Afternoon,Component_B,5.8,1.4,Good
100757,M014,2024-10-09,7.5,16.4,5.9,10,71.1,53.1,6.43,740.0,17,69293.0,56.8,661.5,Afternoon,Component_A,2.8,1.8,Good
100758,M001,2025-08-15,6.6,24.0,6.2,3,52.7,63.2,3.58,979.0,27,94915.0,61.9,1200.0,Night,Component_B,9.8,5.7,Good
100759,M022,2025-10-15,3.4,17.1,10.2,3,71.0,69.2,4.14,599.0,15,48934.0,33.8,722.9,Morning,Component_C,11.9,6.9,Good
100760,M028,2024-05-10,8.1,15.9,5.4,5,54.0,70.3,2.84,708.0,20,65636.0,53.4,582.6,Morning,Component_D,8.7,5.2,Good
100761,M001,2024-04-13,4.3,17.3,7.0,0,85.3,67.4,2.55,829.0,37,73534.0,50.1,651.0,Morning,Component_B,10.3,5.2,Good
100762,M004,2025-06-22,6.4,16.0,4.5,2,65.8,49.0,0.5,806.0,29,68040.0,54.7,470.8,Afternoon,Component_D,0.5,2.7,Good
100763,M015,2025-12-02,13.7,12.7,5.7,3,59.5,71.4,3.85,563.0,29,54621.0,35.6,635.1,Night,Component_D,13.0,4.2,Good
100764,M025,2024-09-08,5.7,19.3,9.2,1,79.9,48.4,5.34,736.0,32,73932.0,58.9,793.4,Night,Component_C,5.7,3.5,Good
100765,M006,2025-11-14,9.4,16.9,0.5,0,71.5,40.1,4.94,708.0,30,69923.0,55.5,705.9,Afternoon,Component_B,13.1,0.8,Good
100766,M004,2024-01-25,3.9,16.1,6.0,1,78.2,56.0,3.0,655.0,15,61220.0,48.6,482.5,Night,Component_B,11.2,1.1,Good
100767,M026,2024-07-07,5.9,12.1,10.3,2,70.6,68.3,1.93,447.0,17,45221.0,31.8,547.0,Morning,Component_B,8.3,6.9,Good
100768,M020,2024-07-21,11.3,21.2,5.7,0,85.9,61.0,3.83,654.0,33,64506.0,51.8,669.6,Morning,Component_D,5.0,4.7,Good
100769,M004,2025-05-22,4.1,,9.1,6,67.2,54.3,2.11,1064.0,23,102637.0,58.8,635.9,Afternoon,Component_D,6.5,7.6,Good
100770,M010,2024-02-21,11.4,13.8,3.4,5,53.1,57.6,3.12,552.0,25,53816.0,42.0,561.0,Afternoon,Component_D,0.5,4.4,Good
100771,M007,2025-10-13,8.1,20.0,4.9,3,58.9,59.8,4.73,805.0,40,90760.0,44.7,683.2,Afternoon,Component_D,8.8,5.0,Good
100772,M027,2025-05-20,4.3,14.0,5.1,3,77.2,56.3,2.93,599.0,17,46077.0,35.0,451.9,Afternoon,Component_C,0.5,3.2,Good
100773,M025,2025-04-12,7.9,12.9,0.5,1,64.1,52.3,6.82,529.0,24,47727.0,35.7,500.8,Morning,Component_C,5.1,2.1,Good
100774,M006,2025-02-21,8.9,13.0,2.1,2,87.4,48.3,2.62,335.0,14,33524.0,20.2,616.8,Afternoon,Component_A,10.6,3.1,Good
100775,M023,2024-04-29,7.9,8.9,2.3,6,58.0,56.0,3.41,381.0,10,27150.0,17.8,417.7,Morning,Component_B,8.2,3.1,Good
100776,M004,2025-05-06,1.3,17.9,7.1,2,84.2,53.9,6.03,942.0,26,109026.0,35.8,784.1,Night,Component_D,1.4,2.2,Good
100777,M027,2024-09-13,3.8,8.7,7.2,5,66.8,55.0,5.74,380.0,4,37552.0,28.4,372.0,Night,Component_A,2.0,2.3,Good
100778,M013,2025-04-02,5.3,11.1,5.8,5,87.7,64.4,5.43,536.0,18,58613.0,24.0,390.2,Afternoon,Component_C,4.2,3.9,Good
100779,M011,2024-07-11,5.8,7.7,7.1,2,78.1,52.8,3.35,332.0,8,37116.0,19.9,373.2,Morning,Component_A,6.2,4.5,Good
100780,M021,2025-09-29,7.9,15.7,4.6,5,74.3,53.1,5.55,647.0,22,65468.0,49.7,394.4,Morning,Component_A,8.6,4.1,Good
100781,M009,2024-05-12,6.5,15.4,8.0,5,80.0,56.7,5.93,663.0,23,40782.0,31.1,651.6,Night,Component_D,7.8,7.5,Good
100782,M008,2024-07-03,2.0,14.7,5.0,4,86.7,78.6,5.3,587.0,20,,25.7,661.5,Afternoon,Component_B,2.8,2.6,Good
100783,M029,2024-05-29,7.1,11.8,5.1,4,71.4,45.2,4.44,470.0,15,46144.0,40.1,454.1,Afternoon,Component_B,7.9,5.5,Good
100784,M010,2025-03-02,7.8,11.3,4.3,1,49.5,64.8,5.54,458.0,17,36043.0,32.9,379.7,Night,Component_C,8.2,3.7,Good
100785,M002,2024-09-14,7.7,17.9,6.7,0,86.4,52.3,4.36,592.0,24,40348.0,33.2,690.3,Afternoon,Component_A,7.5,5.3,Good
100786,M024,2025-04-01,9.2,13.8,3.9,1,68.7,54.5,5.23,607.0,30,61868.0,43.3,459.2,Night,Component_C,13.4,1.3,Good
100787,M003,2025-01-25,8.5,17.3,7.4,1,102.7,43.2,4.63,728.0,37,55519.0,53.2,745.6,Night,Component_D,8.2,3.8,Average
100788,M002,2024-10-03,7.4,12.5,2.2,4,64.8,71.9,1.78,644.0,21,81093.0,39.7,584.4,Morning,Component_B,8.9,3.4,Good
100789,M018,2024-11-22,5.8,16.7,2.3,1,67.4,57.0,3.45,728.0,19,72033.0,34.3,705.9,Night,Component_C,11.6,2.3,Good
100790,M011,2025-07-24,1.0,21.2,6.7,4,80.9,60.9,8.24,654.0,18,75388.0,50.8,873.3,Night,Component_B,8.6,4.8,Good
100791,M020,2024-04-29,7.3,18.3,4.8,3,81.1,41.5,1.01,818.0,30,78092.0,52.8,821.3,Night,Component_D,4.3,3.3,Good
100792,M001,2025-08-07,6.6,14.4,3.9,1,77.1,49.2,7.29,648.0,25,68865.0,32.9,661.3,Night,Component_C,9.7,3.7,Good
100793,M005,2024-09-07,6.8,17.0,7.2,7,65.3,58.7,5.63,694.0,21,66484.0,27.9,553.8,Afternoon,Component_B,,2.6,Good
100794,M027,2024-04-24,2.2,15.0,3.5,2,58.1,53.6,4.56,744.0,12,81902.0,26.6,389.8,Morning,Component_B,3.1,1.1,Good
100795,M007,2025-01-30,2.8,16.0,4.5,7,63.9,59.0,1.48,708.0,14,45613.0,43.1,649.2,Morning,Component_C,3.3,2.1,Good
100796,M018,2025-05-06,9.2,14.7,8.5,3,53.8,73.9,4.5,534.0,25,57844.0,33.1,685.7,Afternoon,Component_C,9.7,4.0,Good
