Employee_ID,Age,Experience_Years,Monthly_Salary,Performance_Score,Training_Hours,Projects_Completed,Joining_Date,Department,Job_Level,Education_Level,Employment_Type,Work_Mode,Gender,Annual_Bonus,Performance_Review_Count,Leave_Days,Promoted
10676,29.0,7.2,75000.0,4.4,40.3,7,2022-09-26,Operations,Mid,Diploma,Full-Time,Hybrid,Male,6400,6,16,1
10677,26.0,4.2,55700.0,2.7,44.7,2,2020-12-27,Marketing,Junior,Bachelor,Full-Time,Remote,Female,4000,4,25,0
10678,49.0,26.5,38400.0,4.5,42.4,3,2017-06-11,Marketing,Senior,High School,Contract,Hybrid,Male,4800,17,6,0
10679,42.0,23.6,42400.0,3.6,50.6,4,2016-09-19,IT,Mid,Diploma,Full-Time,Remote,Male,4400,13,16,1
10680,45.0,22.7,44100.0,3.4,38.0,5,2018-05-12,Operations,Lead,High School,Full-Time,Office,Male,4400,14,7,1
10681,41.0,15.6,48500.0,3.1,42.2,8,2015-06-07,HR,Senior,Bachelor,Full-Time,Remote,Female,6600,9,17,1
10682,26.0,2.8,61200.0,2.4,37.3,4,2018-09-15,Sales,Mid,Diploma,Full-Time,Office,Female,6400,6,13,0
10683,31.0,9.5,73200.0,4.1,45.3,4,2023-04-10,Sales,Mid,Master,Full-Time,Office,Male,7600,7,4,1
10684,39.0,20.7,53900.0,2.9,11.3,4,2021-02-21,Marketing,Junior,High School,Full-Time,Office,Male,2500,13,11,1
10685,25.0,4.8,55400.0,2.9,21.6,3,2018-12-25,IT,Mid,Diploma,Full-Time,Office,Male,6100,3,19,0
10686,41.0,16.4,58200.0,4.1,58.8,2,2022-08-03,Finance,Senior,High School,Full-Time,Remote,Female,8100,9,12,0
10687,33.0,18.5,44700.0,2.1,5.0,5,2016-07-06,Sales,Mid,High School,Full-Time,Hybrid,Female,4200,10,14,1
10688,32.0,10.8,38000.0,2.3,32.9,9,2020-03-09,Operations,Mid,Diploma,Full-Time,Office,Male,5200,6,16,1
10689,41.0,22.8,27300.0,3.4,52.6,6,2024-10-30,Operations,Senior,Diploma,Part-Time,Office,Male,1800,13,10,1
10690,39.0,16.5,41600.0,3.6,33.6,3,2017-05-11,Sales,Junior,Diploma,Full-Time,Remote,Female,1100,9,20,1
10691,32.0,11.6,66500.0,3.7,28.9,4,2023-01-10,HR,Junior,Bachelor,Full-Time,Hybrid,Male,5200,9,14,1
10692,,24.5,41500.0,3.2,36.9,3,2019-06-29,Sales,Mid,Diploma,Contract,Hybrid,Male,900,14,18,1
10693,26.0,7.7,50000.0,5.0,29.7,4,2019-02-04,Marketing,Senior,High School,Part-Time,Remote,Female,2000,8,14,1
10694,40.0,21.2,66300.0,3.2,35.5,3,2021-11-10,IT,Senior,Diploma,Full-Time,Remote,Female,3000,14,12,1
10695,40.0,20.6,67700.0,3.2,24.7,5,2022-11-07,IT,Mid,Bachelor,Full-Time,Hybrid,Female,6100,13,9,1
10696,33.0,10.1,35700.0,2.8,51.6,6,2023-07-14,Operations,Senior,Bachelor,Full-Time,Hybrid,Male,5100,6,16,0
10697,38.0,14.3,82000.0,3.5,56.3,8,2020-09-16,Sales,Junior,Diploma,Full-Time,Office,Male,1900,9,10,0
10698,25.0,4.0,86300.0,3.8,33.0,2,2016-11-06,Finance,Junior,High School,Part-Time,Hybrid,Female,4400,6,10,0
10699,42.0,22.8,35000.0,4.2,14.2,6,2021-07-16,Marketing,Senior,Bachelor,Full-Time,Remote,Female,5100,13,1,1
10700,34.0,11.3,39600.0,2.4,27.1,4,2019-05-13,Operations,Junior,High School,Full-Time,Remote,Male,5300,6,7,0
10701,31.0,12.2,88600.0,3.2,32.2,5,2015-10-29,Sales,Junior,Master,Contract,Hybrid,Female,11400,7,8,1
10702,43.0,25.4,51900.0,3.7,42.6,5,2022-05-06,Marketing,Junior,Bachelor,Full-Time,Hybrid,Female,1700,18,12,1
10703,29.0,4.3,22600.0,3.8,19.9,7,2023-12-09,Finance,Mid,Master,Full-Time,Hybrid,Female,2300,4,15,1
10704,24.0,0.0,31400.0,3.4,23.5,7,2020-04-21,Operations,Senior,Bachelor,Part-Time,Remote,Male,1500,4,9,0
10705,23.0,0.6,49800.0,3.8,42.7,6,2017-06-16,Marketing,Senior,High School,Full-Time,Office,Female,5200,2,9,0
10706,40.0,18.9,,2.8,49.1,5,2016-09-07,Operations,Senior,Master,Full-Time,Hybrid,Male,2600,9,19,1
10707,25.0,1.4,46600.0,4.5,25.7,2,2019-07-06,Marketing,Junior,High School,Full-Time,Office,Female,4800,3,17,0
10708,49.0,31.1,55700.0,4.1,15.0,1,2015-05-12,Marketing,Lead,Bachelor,Part-Time,Remote,Male,4200,17,11,1
10709,21.0,0.3,98700.0,2.5,84.3,4,2019-06-20,Operations,Mid,High School,Full-Time,Office,Male,13600,1,10,0
10710,49.0,27.1,49000.0,2.6,46.7,4,2019-06-07,IT,Senior,Master,Full-Time,Remote,Female,1100,16,7,1
10711,37.0,10.7,84500.0,2.7,31.0,2,2024-09-09,Finance,Lead,Diploma,Full-Time,Office,Male,3800,6,14,0
10712,34.0,8.1,97400.0,3.9,48.0,5,2018-04-08,Operations,Mid,Diploma,Contract,Office,Male,12500,5,19,0
10713,31.0,9.8,97600.0,2.5,33.1,8,2024-12-11,IT,Junior,Bachelor,Full-Time,Office,Female,11300,6,10,1
10714,38.0,9.6,61600.0,3.2,48.0,5,2017-08-02,HR,Mid,Diploma,Full-Time,Remote,Male,2700,10,13,0
10715,35.0,16.0,25100.0,3.7,37.4,7,2017-06-03,Sales,Mid,Bachelor,Full-Time,Hybrid,Female,900,11,14,1
10716,44.0,21.5,66100.0,3.4,36.4,7,2018-07-12,Operations,Junior,High School,Contract,Office,Female,4000,14,9,1
10717,36.0,23.7,83700.0,3.6,33.3,6,2023-12-15,IT,Junior,High School,Full-Time,Office,Male,6900,13,7,1
10718,36.0,20.9,53200.0,2.7,13.3,6,2018-07-30,Operations,Mid,Master,Full-Time,Office,Male,1400,13,6,1
10719,32.0,9.5,110500.0,3.8,64.1,5,2024-07-08,Operations,Junior,Master,Full-Time,Office,Male,14400,7,18,1
10720,35.0,12.7,77600.0,3.0,20.9,5,2019-04-20,Operations,Senior,Diploma,Part-Time,Hybrid,Male,6800,8,11,0
10721,37.0,18.0,69000.0,3.2,14.6,4,2024-09-21,Marketing,Junior,High School,Part-Time,Office,Female,9600,11,18,1
10722,21.0,4.1,,3.6,31.8,10,2023-12-20,HR,Mid,Master,Full-Time,Hybrid,Female,5300,4,13,1
10723,24.0,0.0,62800.0,3.5,20.6,2,2016-04-15,Finance,Junior,Diploma,Full-Time,Office,Female,1700,2,22,1
10724,41.0,13.6,20300.0,3.4,34.2,8,2020-05-09,Finance,Senior,Bachelor,Full-Time,Remote,Male,2700,8,6,0
10725,36.0,12.1,45000.0,2.9,45.3,2,2021-07-24,Operations,Senior,Master,Full-Time,Office,Female,1800,7,17,1
10726,34.0,13.7,88800.0,3.2,49.9,4,2020-09-21,IT,Junior,Master,Part-Time,Hybrid,Female,5700,8,10,1
10727,35.0,14.5,39800.0,3.4,47.2,7,2022-09-24,Operations,Senior,Diploma,Full-Time,Hybrid,Female,3200,12,4,1
10728,38.0,19.2,50300.0,2.4,30.4,3,2021-12-04,Marketing,Junior,Master,Full-Time,Office,Male,4200,14,9,0
10729,31.0,5.4,36200.0,3.1,35.7,6,2024-06-10,Marketing,Senior,Diploma,Full-Time,Office,Male,800,5,0,1
10730,29.0,0.1,112300.0,3.7,41.1,10,2015-03-19,Operations,Mid,Master,Full-Time,Office,Male,9900,2,3,1
10731,37.0,17.6,107800.0,2.5,8.6,5,2017-11-25,Finance,Junior,High School,Full-Time,Hybrid,Male,3200,11,15,0
10732,27.0,2.5,38600.0,4.2,43.6,4,2024-06-16,Marketing,Mid,High School,Full-Time,Office,Female,2400,2,12,0
10733,38.0,9.9,58300.0,4.3,13.1,4,2022-11-03,Sales,Junior,High School,Full-Time,Hybrid,Male,8600,8,15,0
10734,21.0,0.0,41900.0,2.5,65.6,7,2018-04-12,IT,Senior,Master,Full-Time,Hybrid,Female,2400,1,14,0
10735,43.0,23.4,70300.0,4.4,28.9,4,2023-02-23,IT,Senior,Diploma,Full-Time,Hybrid,Male,8800,14,12,1
10736,39.0,16.6,67400.0,3.3,32.2,1,2016-10-08,Marketing,Senior,High School,Part-Time,Hybrid,Female,5800,9,17,1
10737,37.0,13.6,76100.0,3.7,23.5,4,2018-09-15,Finance,Senior,Bachelor,Contract,Office,Male,3500,8,5,1
10738,43.0,20.5,62800.0,3.1,25.6,2,2022-05-23,Operations,Senior,Master,Part-Time,Hybrid,Female,7100,13,17,1
10739,48.0,24.9,177900.0,4.0,69.1,12,2017-12-14,Sales,Mid,Diploma,Contract,Hybrid,Female,16400,14,11,1
10740,,17.0,36500.0,3.7,49.1,4,2017-02-02,Sales,Senior,Master,Contract,Hybrid,Male,3300,10,12,1
10741,21.0,0.0,27700.0,2.8,11.8,7,2021-05-15,,Senior,Diploma,Full-Time,Hybrid,Male,700,1,19,0
10742,25.0,4.6,47000.0,2.6,57.6,8,2016-04-03,Sales,Senior,Diploma,Full-Time,Hybrid,Male,3000,2,5,1
10743,30.0,9.0,29400.0,2.4,52.9,6,2016-11-22,HR,Lead,Master,Full-Time,Hybrid,Male,3400,4,15,0
10744,35.0,13.5,30300.0,3.5,30.8,8,2022-01-16,Marketing,Lead,Bachelor,Full-Time,Hybrid,Male,3700,7,7,1
10745,39.0,14.0,36800.0,3.8,39.6,4,2019-01-18,Sales,Junior,Bachelor,Contract,Remote,Male,4600,9,19,1
10746,29.0,6.5,38000.0,3.9,34.8,1,2020-01-19,Marketing,Junior,Master,Full-Time,Hybrid,Male,900,4,21,0
10747,36.0,7.5,37500.0,3.3,64.6,3,2024-12-25,Finance,Mid,High School,Full-Time,Hybrid,Male,1500,6,16,1
10748,29.0,7.5,67700.0,2.6,23.1,4,2021-12-14,Finance,Lead,High School,Full-Time,Hybrid,Female,10000,9,17,0
10749,30.0,12.3,44900.0,2.9,37.2,4,2015-03-15,Operations,Junior,Diploma,Contract,Hybrid,Female,1800,8,2,0
10750,24.0,0.0,51200.0,4.2,28.6,5,2019-01-18,Finance,Senior,High School,Full-Time,Office,Male,2400,3,9,1
10751,28.0,4.2,78700.0,3.1,13.5,6,2017-03-29,HR,Senior,Master,Full-Time,Hybrid,Female,9800,3,12,1
10752,24.0,3.0,40500.0,3.5,67.9,7,2020-05-31,Finance,Lead,Master,Full-Time,Office,Female,2900,4,14,1
10753,27.0,8.8,49500.0,2.6,17.3,7,2015-06-04,Marketing,Mid,Bachelor,Contract,Hybrid,Male,1700,7,10,0
10754,43.0,19.7,63700.0,3.6,38.3,2,2016-06-02,IT,Mid,High School,Contract,Office,Male,2300,15,10,1
10755,27.0,2.9,25300.0,3.1,8.9,6,2016-01-10,IT,Junior,High School,Part-Time,Hybrid,Female,800,1,8,1
10756,56.0,28.1,21200.0,4.1,29.0,6,2024-03-31,Marketing,Lead,Diploma,Full-Time,Office,Male,900,16,12,1
10757,39.0,17.3,,3.9,41.3,4,2015-12-09,,Lead,Master,Full-Time,Remote,Female,5300,12,8,1
10758,36.0,20.1,67000.0,3.1,22.6,6,2022-06-05,Sales,Senior,Master,Full-Time,Office,Male,1500,15,2,0
10759,28.0,6.8,125600.0,3.3,43.8,8,2020-09-22,IT,Lead,Master,Contract,Remote,Female,4400,6,0,1
10760,41.0,18.9,58600.0,3.0,31.0,6,2016-07-01,HR,Junior,Bachelor,Full-Time,Hybrid,Male,8100,11,15,0
10761,30.0,9.0,76300.0,2.4,52.4,2,2024-08-13,Finance,Mid,Bachelor,Full-Time,Remote,Female,10200,6,13,0
10762,36.0,14.0,50900.0,2.8,55.4,3,2018-01-25,IT,Junior,Bachelor,Full-Time,Office,Male,6500,11,12,1
10763,55.0,30.6,61900.0,3.5,26.2,9,2021-01-21,IT,Senior,Master,Full-Time,Hybrid,Female,6900,17,17,1
10764,34.0,14.5,107200.0,3.6,36.2,6,2022-08-25,Operations,Junior,Master,Full-Time,Hybrid,Female,11400,8,4,1
10765,44.0,22.7,23500.0,3.5,37.8,8,2023-09-10,HR,Junior,High School,Full-Time,Office,Male,1300,12,11,1
10766,29.0,7.1,64900.0,3.2,44.3,3,2016-03-11,Operations,Senior,Master,Full-Time,Hybrid,Female,4100,7,19,1
10767,35.0,10.1,129200.0,4.1,35.2,5,2024-06-14,HR,Senior,Master,Full-Time,Office,Female,6500,6,10,1
10768,49.0,30.9,61600.0,3.4,37.9,9,2021-10-30,IT,Lead,Bachelor,Part-Time,Hybrid,Male,9100,17,11,1
10769,30.0,10.0,106400.0,3.9,31.3,5,2017-10-27,Sales,Mid,,Contract,Office,Female,10900,5,17,1
10770,49.0,25.3,42800.0,2.2,36.7,2,2023-09-01,IT,Mid,Master,Full-Time,Office,Female,6200,15,11,0
10771,41.0,22.0,54300.0,1.0,54.5,7,2016-03-19,Sales,Mid,Diploma,Full-Time,Office,Female,3000,13,3,0
10772,31.0,7.5,55700.0,3.6,44.7,2,2016-04-23,Operations,Lead,Bachelor,Full-Time,Remote,Male,5600,5,11,1
10773,40.0,15.7,22700.0,2.4,45.5,2,2020-03-15,Finance,Senior,Diploma,Full-Time,Hybrid,Female,2700,11,9,1
10774,43.0,18.7,34500.0,3.3,45.8,6,2019-02-26,Marketing,Senior,High School,Full-Time,Remote,Male,1100,12,6,1
10775,40.0,12.7,35500.0,3.2,32.7,5,2015-02-06,Finance,Junior,Bachelor,Full-Time,Remote,Female,3800,6,19,0
10776,22.0,1.4,76400.0,4.5,39.8,7,2019-04-06,IT,Mid,High School,Full-Time,Office,Male,3200,5,13,1
10777,29.0,1.5,78000.0,3.7,18.7,6,2015-04-08,IT,Lead,Master,Full-Time,Office,Female,4900,4,17,0
10778,33.0,7.3,62600.0,3.5,54.0,5,2022-11-01,Sales,Junior,Bachelor,Contract,Remote,Male,7100,7,4,1
10779,34.0,5.8,76500.0,4.0,5.0,7,2017-11-10,HR,Mid,High School,Full-Time,Hybrid,Female,5900,3,10,1
10780,40.0,17.7,51500.0,3.7,33.7,5,2018-06-09,Operations,Mid,High School,Full-Time,Remote,Female,7200,12,17,1
10781,36.0,13.5,89000.0,3.1,52.1,5,2016-04-12,Operations,Mid,High School,Full-Time,Hybrid,Male,4600,11,14,0
10782,24.0,1.0,55200.0,4.2,14.5,9,2015-12-20,Operations,Junior,,Full-Time,Hybrid,Female,2200,6,18,1
10783,38.0,12.9,56300.0,2.6,41.0,7,2015-03-13,Sales,Senior,Bachelor,Contract,Office,Female,3600,10,10,1
10784,40.0,14.5,49500.0,3.6,24.8,3,2018-10-07,HR,Lead,High School,Full-Time,Office,Female,6500,7,13,0
10785,39.0,18.4,72300.0,2.3,29.5,7,2017-12-11,HR,Junior,Bachelor,Full-Time,Hybrid,Male,9400,13,13,1
10786,44.0,20.3,46500.0,3.5,49.2,6,2018-05-30,HR,Mid,Master,Full-Time,Office,Male,3200,12,13,0
10787,42.0,20.9,81300.0,3.5,38.0,7,2017-10-20,HR,Junior,Master,Full-Time,Office,Female,10200,12,13,1
10788,39.0,14.3,35000.0,4.6,5.0,3,2019-12-26,IT,Mid,High School,Full-Time,Office,Male,1100,9,10,1
10789,34.0,12.5,35400.0,2.3,20.4,4,2024-04-19,Marketing,Mid,Bachelor,Full-Time,Office,Female,700,7,16,0
10790,22.0,3.9,72400.0,3.0,49.6,7,2017-09-16,Operations,Mid,High School,Full-Time,Hybrid,Male,9600,2,15,1
10791,38.0,17.8,53100.0,4.0,41.7,8,2016-04-04,Marketing,Junior,High School,Contract,Remote,Male,7100,9,13,1
10792,37.0,13.8,45900.0,3.6,61.2,5,2018-04-05,Finance,Mid,Diploma,Full-Time,Remote,Male,1800,9,8,1
10793,37.0,15.8,78500.0,3.5,60.2,5,2018-07-30,Finance,Mid,Bachelor,Full-Time,Remote,Female,4600,10,11,0
10794,25.0,2.3,43100.0,2.7,29.9,5,2021-12-23,Finance,Lead,Diploma,Full-Time,Hybrid,Female,5600,3,4,1
10795,26.0,4.0,50800.0,3.0,72.5,4,2016-12-17,Sales,Junior,High School,Full-Time,Hybrid,Male,1600,2,10,0
10796,43.0,20.0,96300.0,4.3,35.4,5,2016-01-02,Finance,Senior,Diploma,Full-Time,Remote,Male,12700,13,12,0
10797,35.0,12.5,101800.0,3.4,20.6,5,2023-07-05,Operations,Mid,Diploma,Full-Time,Office,Male,9600,9,17,1
10798,40.0,18.6,103200.0,3.7,25.5,3,2016-08-29,Finance,Junior,Diploma,Full-Time,Office,Male,10900,10,9,1
10799,35.0,10.0,49100.0,3.3,5.0,3,2022-01-19,Finance,Mid,Master,Full-Time,Office,Female,4800,12,10,0
10800,35.0,10.0,90000.0,2.6,59.1,3,2023-05-05,IT,Senior,,Full-Time,Remote,Male,8600,6,17,1
10801,43.0,16.8,37600.0,4.1,58.9,3,2017-01-18,Finance,Mid,Diploma,Part-Time,Office,Male,1700,11,18,1
10802,31.0,4.2,38300.0,3.8,19.8,6,2019-08-27,Marketing,Junior,,Part-Time,Hybrid,Male,1900,8,11,0
10803,36.0,10.3,21500.0,5.0,31.6,6,2016-08-24,IT,Senior,Master,Contract,Remote,Male,2100,11,15,1
10804,31.0,9.5,107400.0,2.7,36.4,6,2016-09-11,HR,Junior,Diploma,Contract,Office,Female,7800,7,8,1
10805,32.0,7.3,38900.0,4.0,20.6,5,2015-09-12,Sales,Junior,High School,Full-Time,Remote,Female,3500,5,13,0
10806,33.0,12.5,52300.0,2.5,8.7,3,2023-02-25,IT,Mid,Master,Full-Time,Office,Female,2800,6,12,0
10807,37.0,15.1,38200.0,3.5,31.8,6,2022-06-17,IT,Junior,High School,Contract,Hybrid,Female,3100,10,7,1
10808,31.0,3.1,72600.0,4.1,30.2,6,2018-05-08,Marketing,Junior,Diploma,Contract,Hybrid,Male,2800,5,14,1
10809,45.0,25.0,47300.0,1.9,29.2,5,2017-04-15,Operations,Mid,Diploma,Full-Time,Office,Female,1200,14,10,1
10810,28.0,8.4,32600.0,3.3,38.3,4,2020-01-25,Operations,Senior,Diploma,Full-Time,Office,Female,4700,9,21,0
10811,34.0,9.0,65600.0,3.0,56.4,5,2016-10-30,Finance,Mid,High School,Full-Time,Office,Male,7500,4,9,0
10812,31.0,10.3,31000.0,2.9,30.5,6,2023-06-30,HR,Senior,Master,Part-Time,Hybrid,Female,2600,9,4,0
10813,,22.4,39300.0,3.7,37.6,4,2024-12-28,Marketing,Senior,Diploma,Full-Time,Office,Female,3600,16,12,1
10814,37.0,15.3,23700.0,4.2,45.9,4,2022-04-02,Marketing,Lead,Bachelor,Part-Time,Hybrid,Female,2000,8,16,1
10815,43.0,17.2,31100.0,3.3,43.3,4,2021-12-08,IT,Junior,Diploma,Full-Time,Hybrid,Female,4300,9,11,0
10816,23.0,0.0,59100.0,3.5,25.8,6,2021-04-25,HR,Mid,Master,Full-Time,Office,Female,7100,3,14,0
10817,37.0,13.9,25100.0,3.5,36.4,4,2015-09-10,Marketing,Junior,Master,Full-Time,Hybrid,Female,1600,9,16,1
10818,42.0,19.6,30400.0,3.4,43.2,3,2016-05-08,Operations,Senior,Bachelor,Full-Time,Office,Male,1500,14,10,1
10819,,12.8,54900.0,2.6,18.1,4,2024-01-19,Sales,Senior,Diploma,Contract,Remote,Male,1600,8,25,1
10820,44.0,18.4,44300.0,4.2,54.0,6,2018-02-04,Sales,Mid,Master,Full-Time,Office,Male,1700,11,11,1
10821,31.0,7.8,122000.0,3.6,56.5,4,2019-05-24,Marketing,Mid,Master,Full-Time,Hybrid,Male,10200,6,21,0
10822,46.0,24.8,114500.0,3.7,24.2,3,2022-10-08,IT,Senior,Master,Part-Time,Remote,Female,5300,16,17,1
10823,53.0,30.9,38900.0,2.8,37.9,6,2015-12-02,Sales,Mid,High School,Full-Time,Remote,Female,2400,16,20,1
10824,32.0,10.5,68700.0,3.1,44.6,6,2020-10-01,IT,Senior,Master,Contract,Hybrid,Female,2600,7,16,1
10825,31.0,7.0,74200.0,3.3,26.8,3,2019-11-12,Finance,Senior,Master,Full-Time,Office,Female,10400,4,14,0
10826,47.0,28.5,43300.0,2.3,42.2,3,2020-02-11,Finance,Senior,High School,Part-Time,Hybrid,Female,1100,16,8,1
10827,48.0,22.5,30200.0,2.2,37.4,2,2022-06-27,IT,Mid,Diploma,Part-Time,Hybrid,Male,2000,12,10,1
10828,31.0,10.5,54700.0,3.0,13.0,3,2023-07-11,Marketing,Lead,Bachelor,Full-Time,Office,Male,2900,8,7,1
10829,32.0,13.5,51300.0,3.8,41.9,5,2024-02-14,Finance,Mid,High School,Full-Time,Hybrid,Male,1100,8,14,1
10830,33.0,12.4,46200.0,2.9,18.5,7,2024-06-02,Operations,Junior,High School,Full-Time,Remote,Female,6500,11,18,0
10831,24.0,1.4,65600.0,2.7,49.1,3,2015-07-29,Finance,Mid,High School,Full-Time,Hybrid,Male,4000,2,13,1
10832,28.0,4.4,40700.0,2.8,24.9,3,2024-09-07,Operations,Junior,Master,Full-Time,Hybrid,Female,3500,2,15,0
10833,27.0,8.1,34700.0,3.1,32.6,6,2023-07-11,Sales,Mid,Diploma,Contract,Office,Male,3300,6,18,1
10834,29.0,2.7,57500.0,3.2,55.6,7,2017-10-09,Marketing,Senior,Diploma,Full-Time,Office,Male,5700,5,9,1
10835,35.0,10.1,64200.0,4.9,42.4,3,2018-10-08,IT,Lead,Diploma,Full-Time,Hybrid,Female,5100,8,16,1
10836,37.0,13.8,34400.0,4.1,18.8,6,2022-06-22,Finance,Senior,Bachelor,Full-Time,Office,Male,3300,9,19,1
10837,47.0,28.7,79700.0,4.1,19.8,8,2017-06-12,Marketing,Mid,Diploma,Full-Time,Remote,Female,9400,20,17,1
10838,27.0,6.1,27100.0,4.2,26.0,3,2018-07-06,Finance,Mid,Bachelor,Contract,Remote,Male,3900,3,20,0
10839,43.0,18.1,43600.0,2.7,40.9,3,2015-12-03,Sales,Lead,Master,Full-Time,Hybrid,Female,4600,12,19,1
10840,33.0,10.1,49600.0,2.5,40.4,5,2022-07-26,Marketing,Lead,Diploma,Full-Time,Remote,Male,4000,8,8,0
10841,35.0,11.2,42600.0,2.6,22.4,5,2018-11-19,HR,Lead,Bachelor,Full-Time,Office,Female,3300,6,10,1
10842,40.0,15.9,43900.0,4.3,17.5,7,2022-12-06,Sales,Mid,Master,Full-Time,Remote,Male,4900,10,15,1
10843,26.0,6.9,116300.0,3.0,39.2,9,2016-11-05,IT,Senior,Master,Full-Time,Office,Female,11800,5,13,1
10844,38.0,11.9,39100.0,2.5,32.3,4,2015-04-15,Marketing,Senior,Bachelor,Full-Time,Hybrid,Male,2900,6,1,0
10845,36.0,18.8,146000.0,3.1,67.4,6,2016-12-03,Operations,Junior,Master,Contract,Hybrid,Female,9300,11,0,1
10846,39.0,19.5,65500.0,3.2,35.5,6,2018-02-21,Finance,Junior,Master,Full-Time,Hybrid,Female,9800,12,2,1
10847,37.0,18.3,57100.0,3.6,62.2,5,2023-09-06,Operations,Senior,Diploma,Contract,Hybrid,Male,6800,10,17,0
10848,55.0,31.6,66500.0,3.6,17.4,6,2020-08-15,Marketing,Mid,Bachelor,Full-Time,Office,Female,3100,18,14,1
10849,30.0,7.6,151300.0,2.8,11.4,10,2022-10-18,IT,Junior,Master,Contract,Hybrid,Female,8800,8,11,0
10850,31.0,4.7,37000.0,3.9,18.2,4,2018-07-14,Operations,Junior,High School,Contract,Office,Female,5000,3,9,0
10851,30.0,6.4,35100.0,3.0,52.8,3,2023-07-12,Operations,Mid,High School,Contract,Hybrid,Female,3700,5,16,1
10852,31.0,10.5,40700.0,3.3,61.3,8,2022-05-24,Operations,Junior,Master,Part-Time,Hybrid,Female,2500,5,15,1
10853,30.0,11.9,55700.0,3.9,23.3,6,2018-07-16,Marketing,Junior,Diploma,Full-Time,Office,Male,3800,11,4,1
10854,45.0,19.7,27600.0,3.0,28.1,7,2022-02-11,Finance,Junior,High School,Full-Time,Office,Male,1900,13,7,0
10855,46.0,22.9,55500.0,3.0,17.5,5,2023-03-09,Operations,Senior,Diploma,Full-Time,Office,Male,2500,15,10,1
10856,30.0,7.5,108300.0,3.8,7.8,6,2016-11-04,Sales,Junior,Master,Contract,Hybrid,Female,9400,4,9,0
10857,28.0,1.8,58400.0,2.8,45.8,2,2018-05-03,Sales,Mid,Bachelor,Full-Time,Hybrid,Female,7000,3,10,1
10858,39.0,18.8,48900.0,3.1,38.3,4,2023-02-23,Finance,Mid,Master,Contract,Remote,Female,4600,11,9,1
10859,31.0,6.8,43000.0,3.8,35.2,4,2021-06-29,HR,Senior,Master,Full-Time,Hybrid,Female,4500,3,8,1
10860,40.0,17.4,78800.0,4.8,14.0,5,2022-04-17,HR,Junior,High School,Full-Time,Office,Female,7700,14,14,1
10861,37.0,13.6,39500.0,3.8,59.6,6,2017-01-26,Sales,Mid,Bachelor,Full-Time,Remote,Male,1100,10,14,1
10862,23.0,0.0,115100.0,3.7,27.4,6,2017-12-24,Operations,Junior,Diploma,Full-Time,Remote,Female,5100,1,2,1
10863,47.0,25.0,119200.0,3.8,43.0,3,2015-07-20,IT,Lead,Diploma,Full-Time,Office,Male,7800,16,9,0
10864,49.0,26.4,60900.0,2.6,13.2,6,2015-08-30,Marketing,Senior,Bachelor,Full-Time,Remote,Male,8300,15,3,0
10865,30.0,6.9,54700.0,3.5,32.1,3,2023-06-06,Finance,Junior,Diploma,Full-Time,Hybrid,Female,3600,6,20,1
10866,32.0,7.8,83100.0,3.4,39.4,7,2024-01-04,IT,Senior,High School,Full-Time,Hybrid,Female,5200,5,12,1
10867,37.0,16.0,85200.0,3.6,39.9,3,2020-08-12,Operations,Junior,Master,Full-Time,Hybrid,Male,2600,10,10,0
10868,38.0,21.0,39800.0,3.5,37.3,6,2022-12-11,Marketing,Mid,Diploma,Contract,Hybrid,Male,5800,12,14,1
10869,40.0,18.4,44600.0,3.7,42.4,9,2019-01-27,Sales,Mid,High School,Full-Time,Hybrid,Female,5400,11,17,1
10870,51.0,32.0,32400.0,3.2,18.0,3,2017-08-25,Finance,Mid,Diploma,Full-Time,Office,Female,3900,20,3,1
10871,34.0,7.8,64800.0,3.4,38.0,5,2023-04-01,IT,Senior,High School,Contract,Office,Male,4500,6,8,1
10872,29.0,7.5,71800.0,2.5,36.7,7,2021-06-10,Marketing,Junior,Diploma,Full-Time,Hybrid,Male,2200,5,12,0
10873,24.0,0.0,32100.0,3.2,38.5,2,2015-11-10,Sales,Senior,Diploma,Full-Time,Office,Male,1700,2,6,1
10874,29.0,2.6,45800.0,4.4,36.1,4,2021-11-30,Sales,Mid,Bachelor,Contract,Hybrid,Male,6000,4,9,1
10875,35.0,10.8,32100.0,3.6,15.9,4,2022-10-14,Marketing,Junior,Bachelor,Full-Time,Remote,Male,1400,7,3,1
10876,49.0,30.6,38400.0,3.4,15.2,12,2017-06-01,HR,Senior,High School,Full-Time,Hybrid,Female,5200,15,7,1
10877,31.0,11.9,68600.0,4.7,5.0,3,2024-07-14,HR,Lead,Bachelor,Full-Time,Remote,Female,6100,7,8,1
10878,37.0,15.7,41000.0,2.4,47.3,4,2016-05-12,Marketing,Mid,Master,Full-Time,Hybrid,Female,4600,8,20,0
10879,35.0,8.4,48800.0,2.6,47.4,7,2019-04-07,Marketing,Mid,Bachelor,Full-Time,Office,Male,3900,6,15,1
10880,45.0,22.4,28700.0,4.6,47.7,6,2024-05-21,Marketing,Senior,High School,Full-Time,Remote,Female,4100,14,5,1
10881,55.0,33.9,59300.0,3.4,39.6,9,2020-10-19,Sales,Senior,Bachelor,Full-Time,Office,Female,3000,17,9,1
10882,31.0,9.5,54000.0,3.2,5.0,6,2020-03-20,Operations,Junior,High School,Part-Time,Remote,Female,5100,8,14,1
