Transaction_ID,Customer_ID,Customer_Age,Gender,City,Product_Category,Payment_Method,Device_Type,Quantity,Unit_Price,Discount_Percent,Transaction_Date,Gross_Amount,Discount_Amount,Total_Amount,Transaction_Time
ORD_01155,CUST_0296,57,Female,Chennai,Home & Garden,Net Banking,Mobile,3,41282.89,20,2024-04-12,123848.67,24769.73,99078.94,18:17:00
ORD_00978,CUST_0161,35,Male,Bengaluru,Food,Net Banking,Mobile,3,16114.68,25,2024-04-12,48344.04,12086.01,36258.03,09:31:00
ORD_00856,CUST_0213,19,Male,Kochi,Toys,Cash,Desktop,4,41328.25,20,2024-04-12,165313.0,33062.6,132250.4,15:00:00
ORD_00933,CUST_0104,25,Male,Delhi,Beauty,Net Banking,Mobile,6,2466.04,0,2024-04-12,14796.24,0.0,14796.24,12:52:00
ORD_00280,CUST_0037,43,Male,Coimbatore,Fashion,Net Banking,Desktop,2,26866.88,15,2024-04-13,53733.76,8060.06,45673.7,16:39:00
ORD_01000,CUST_0285,20,Female,Delhi,Sports,Credit Card,Mobile,6,40820.07,10,2024-04-13,244920.42,24492.04,220428.38,21:04:00
ORD_00865,CUST_0089,28,Female,Bengaluru,Books,Cash,Desktop,1,5038.53,15,2024-04-14,5038.53,755.78,4282.75,19:52:00
ORD_00909,CUST_0157,19,Female,Kochi,Food,Net Banking,Mobile,6,24354.27,0,2024-04-15,146125.62,0.0,146125.62,10:21:00
ORD_00274,CUST_0220,23,Female,Mumbai,Sports,Credit Card,Mobile,2,17049.06,0,2024-04-15,34098.12,0.0,34098.12,16:44:00
ORD_00846,CUST_0076,52,Male,Bengaluru,Books,Net Banking,Mobile,2,23713.34,20,2024-04-16,47426.68,9485.34,37941.34,10:59:00
ORD_00987,CUST_0177,29,Male,Hyderabad,Food,Credit Card,Mobile,5,19309.44,0,2024-04-16,96547.2,0.0,96547.2,13:44:00
ORD_00421,CUST_0065,57,Female,Coimbatore,Books,Net Banking,Mobile,2,42015.91,20,2024-04-16,84031.82,16806.36,67225.46,18:27:00
ORD_01053,CUST_0285,23,Female,Kochi,Beauty,Cash,Tablet,2,44900.01,25,2024-04-17,89800.02,22450.0,67350.02,11:53:00
ORD_00591,CUST_0197,37,Male,Delhi,Food,Net Banking,Desktop,2,4477.11,0,2024-04-18,8954.22,0.0,8954.22,09:38:00
ORD_00862,CUST_0089,59,Male,Hyderabad,Toys,Credit Card,Desktop,5,12357.02,5,2024-04-18,61785.1,3089.26,58695.84,20:35:00
ORD_01196,CUST_0282,24,Female,Pune,Electronics,Credit Card,Desktop,4,22421.89,0,2024-04-19,89687.56,0.0,89687.56,20:40:00
ORD_00285,CUST_0188,21,Male,Hyderabad,Toys,Debit Card,Tablet,6,49945.34,15,2024-04-19,299672.04,44950.81,254721.23,16:20:00
ORD_00093,CUST_0062,41,Female,Bengaluru,Toys,Net Banking,Mobile,6,120.04,20,2024-04-19,720.24,144.05,576.19,21:14:00
ORD_00100,CUST_0227,25,Male,Hyderabad,Sports,Debit Card,Mobile,5,16103.54,20,2024-04-20,80517.7,16103.54,64414.16,14:48:00
ORD_01104,CUST_0165,22,Female,Kochi,Toys,Debit Card,Desktop,4,26080.7,25,2024-04-20,104322.8,26080.7,78242.1,21:47:00
ORD_00223,CUST_0099,63,Male,Pune,Food,Cash,Mobile,2,26875.25,15,2024-04-21,53750.5,8062.58,45687.92,20:40:00
ORD_00368,CUST_0118,35,Female,Delhi,Food,Debit Card,Desktop,6,20292.22,0,2024-04-21,121753.32,0.0,121753.32,12:24:00
ORD_01060,CUST_0195,48,Male,Hyderabad,Books,Credit Card,Mobile,6,10229.38,20,2024-04-22,61376.28,12275.26,49101.02,16:41:00
ORD_00563,CUST_0259,47,Female,Delhi,Fashion,UPI,Mobile,1,40525.99,10,2024-04-23,40525.99,4052.6,36473.39,15:01:00
ORD_00159,CUST_0180,65,Male,Chennai,Books,Debit Card,Mobile,5,28717.24,20,2024-04-23,143586.2,28717.24,114868.96,12:36:00
ORD_00104,CUST_0005,63,Male,Hyderabad,Books,Debit Card,Tablet,6,21565.78,0,2024-04-24,129394.68,0.0,129394.68,09:34:00
ORD_00288,CUST_0253,30,Female,Pune,Food,Credit Card,Mobile,5,11337.83,25,2024-04-24,56689.15,14172.29,42516.86,21:06:00
ORD_00635,CUST_0154,60,Male,Coimbatore,Toys,Debit Card,Mobile,1,5438.86,0,2024-04-24,5438.86,0.0,5438.86,12:00:00
ORD_00215,CUST_0060,31,Male,Kochi,Food,Debit Card,Desktop,1,16338.37,25,2024-04-24,16338.37,4084.59,12253.78,20:07:00
ORD_00925,CUST_0011,33,Female,Kochi,Electronics,Credit Card,Desktop,1,45275.56,20,2024-04-25,45275.56,9055.11,36220.45,09:23:00
ORD_01094,CUST_0098,54,Male,Hyderabad,Food,Cash,Mobile,2,40862.21,10,2024-04-25,81724.42,8172.44,73551.98,15:44:00
ORD_00231,CUST_0116,62,Female,Coimbatore,Sports,UPI,Tablet,3,34561.7,0,2024-04-26,103685.1,0.0,103685.1,14:18:00
ORD_00679,CUST_0111,55,Female,Pune,Home & Garden,Credit Card,Desktop,2,780.63,10,2024-04-26,1561.26,156.13,1405.13,20:19:00
ORD_00212,CUST_0252,35,Female,Kochi,Sports,Credit Card,Mobile,5,49356.29,20,2024-04-27,246781.45,49356.29,197425.16,21:25:00
ORD_00457,CUST_0183,62,Female,Pune,Beauty,Net Banking,Desktop,1,22077.69,15,2024-04-27,22077.69,3311.65,18766.04,08:27:00
ORD_00832,CUST_0172,27,Male,Coimbatore,Fashion,Debit Card,Mobile,4,4878.13,20,2024-04-28,19512.52,3902.5,15610.02,21:51:00
ORD_00118,CUST_0231,37,Male,Bengaluru,Home & Garden,Credit Card,Mobile,5,47426.42,0,2024-04-29,237132.1,0.0,237132.1,10:59:00
ORD_00388,CUST_0238,29,Female,Mumbai,Beauty,Cash,Mobile,1,26476.35,10,2024-04-29,26476.35,2647.64,23828.71,12:37:00
ORD_00004,CUST_0072,25,Male,Mumbai,Beauty,Credit Card,Mobile,5,4931.25,5,2024-04-29,24656.25,1232.81,23423.44,13:27:00
ORD_01190,CUST_0026,48,Female,Bengaluru,Home & Garden,Debit Card,Mobile,1,40653.38,20,2024-04-29,40653.38,8130.68,32522.7,12:59:00
ORD_01156,CUST_0017,38,Female,Pune,Sports,Credit Card,Mobile,1,6384.44,5,2024-04-30,6384.44,319.22,6065.22,11:08:00
ORD_00637,CUST_0162,47,Male,Chennai,Electronics,Credit Card,Tablet,5,42742.98,20,2024-04-30,213714.9,42742.98,170971.92,20:01:00
ORD_01035,CUST_0264,25,Female,Delhi,Fashion,UPI,Mobile,1,12828.85,10,2024-05-01,12828.85,1282.88,11545.97,17:12:00
ORD_00325,CUST_0186,35,Female,Delhi,Food,UPI,Desktop,3,4009.08,10,2024-05-05,12027.24,1202.72,10824.52,18:25:00
ORD_00796,CUST_0036,37,Female,Bengaluru,Food,Debit Card,Desktop,2,13817.29,25,2024-05-05,27634.58,6908.64,20725.94,16:08:00
ORD_00119,CUST_0237,59,Female,Coimbatore,Fashion,UPI,Mobile,3,42138.96,0,2024-05-07,126416.88,0.0,126416.88,09:36:00
ORD_01077,CUST_0224,45,Female,Kochi,Food,Net Banking,Mobile,3,29584.51,5,2024-05-07,88753.53,4437.68,84315.85,17:44:00
ORD_00248,CUST_0135,21,Male,Pune,Home & Garden,UPI,Tablet,1,4386.93,10,2024-05-08,4386.93,438.69,3948.24,09:33:00
ORD_00708,CUST_0073,55,Male,Bengaluru,Food,Cash,Mobile,2,32396.39,20,2024-05-09,64792.78,12958.56,51834.22,16:43:00
ORD_00970,CUST_0128,44,Male,Bengaluru,Electronics,Net Banking,Desktop,2,6101.52,15,2024-05-09,12203.04,1830.46,10372.58,21:42:00
ORD_00242,CUST_0208,45,Male,Kochi,Toys,UPI,Mobile,1,12781.95,15,2024-05-10,12781.95,1917.29,10864.66,15:29:00
ORD_01184,CUST_0200,41,Male,Pune,Food,Cash,Tablet,6,9945.97,25,2024-05-11,59675.82,14918.96,44756.86,20:55:00
ORD_00137,CUST_0108,58,Male,Coimbatore,Food,Cash,Desktop,3,14948.78,5,2024-05-11,44846.34,2242.32,42604.02,13:41:00
ORD_00403,CUST_0223,50,Male,Mumbai,Toys,Debit Card,Tablet,3,37341.06,0,2024-05-11,112023.18,0.0,112023.18,13:54:00
ORD_00405,CUST_0147,30,Female,Mumbai,Food,Credit Card,Mobile,5,8513.09,20,2024-05-11,42565.45,8513.09,34052.36,19:42:00
ORD_00343,CUST_0262,41,Female,Mumbai,Electronics,Credit Card,Desktop,1,5731.62,0,2024-05-12,5731.62,0.0,5731.62,12:52:00
ORD_00544,CUST_0173,54,Female,Bengaluru,Toys,Debit Card,Mobile,5,3711.58,15,2024-05-12,18557.9,2783.68,15774.22,13:45:00
ORD_00580,CUST_0192,61,Female,Delhi,Books,Net Banking,Tablet,5,7998.32,25,2024-05-13,39991.6,9997.9,29993.7,14:39:00
ORD_00077,CUST_0129,42,Male,Hyderabad,Electronics,UPI,Tablet,4,43152.26,25,2024-05-13,172609.04,43152.26,129456.78,08:19:00
ORD_00840,CUST_0038,38,Male,Bengaluru,Beauty,UPI,Mobile,4,41986.46,25,2024-05-13,167945.84,41986.46,125959.38,20:04:00
ORD_00016,CUST_0294,31,Female,Mumbai,Books,Debit Card,Mobile,3,29669.15,20,2024-05-13,89007.45,17801.49,71205.96,18:20:00
ORD_00240,CUST_0194,49,Male,Coimbatore,Toys,Net Banking,Mobile,6,21266.83,15,2024-05-16,127600.98,19140.15,108460.83,11:33:00
ORD_00321,CUST_0288,52,Male,Coimbatore,Books,Cash,Mobile,5,19924.84,15,2024-05-17,99624.2,14943.63,84680.57,10:04:00
ORD_00898,CUST_0086,25,Male,Chennai,Home & Garden,Debit Card,Mobile,4,22511.26,0,2024-05-20,90045.04,0.0,90045.04,15:08:00
ORD_01008,CUST_0194,19,Male,Chennai,Books,Credit Card,Mobile,6,2112.23,5,2024-05-20,12673.38,633.67,12039.71,15:10:00
ORD_00904,CUST_0159,39,Male,Chennai,Books,Debit Card,Mobile,6,41680.24,25,2024-05-21,250081.44,62520.36,187561.08,21:09:00
ORD_00750,CUST_0039,33,Female,Mumbai,Food,Cash,Mobile,4,32427.07,25,2024-05-21,129708.28,32427.07,97281.21,14:13:00
ORD_00026,CUST_0188,57,Female,Delhi,Books,Debit Card,Mobile,1,6640.89,0,2024-05-22,6640.89,0.0,6640.89,20:28:00
ORD_00781,CUST_0289,43,Female,Pune,Fashion,UPI,Desktop,2,3256.81,10,2024-05-23,6513.62,651.36,5862.26,15:54:00
ORD_00252,CUST_0176,21,Female,Delhi,Beauty,Net Banking,Tablet,6,19579.78,25,2024-05-23,117478.68,29369.67,88109.01,19:29:00
ORD_00572,CUST_0090,37,Female,Hyderabad,Beauty,UPI,Desktop,4,36824.08,15,2024-05-25,147296.32,22094.45,125201.87,09:17:00
ORD_00535,CUST_0058,37,Female,Bengaluru,Books,Debit Card,Tablet,4,1649.74,5,2024-05-25,6598.96,329.95,6269.01,18:05:00
ORD_00850,CUST_0060,28,Female,Mumbai,Toys,UPI,Mobile,3,24943.67,0,2024-05-26,74831.01,0.0,74831.01,15:23:00
ORD_01145,CUST_0250,58,Female,Kochi,Beauty,Credit Card,Mobile,6,15003.74,5,2024-05-26,90022.44,4501.12,85521.32,17:49:00
ORD_00177,CUST_0130,57,Female,Coimbatore,Home & Garden,Credit Card,Tablet,4,23592.17,20,2024-05-28,94368.68,18873.74,75494.94,16:08:00
ORD_00969,CUST_0017,19,Male,Delhi,Food,Cash,Desktop,1,14465.19,5,2024-05-28,14465.19,723.26,13741.93,12:29:00
ORD_00666,CUST_0285,42,Female,Delhi,Beauty,Cash,Mobile,1,30324.39,25,2024-05-28,30324.39,7581.1,22743.29,11:21:00
ORD_00385,CUST_0069,41,Male,Delhi,Beauty,UPI,Desktop,3,22534.99,25,2024-05-29,67604.97,16901.24,50703.73,20:38:00
ORD_01079,CUST_0115,24,Female,Hyderabad,Home & Garden,Net Banking,Mobile,6,39910.34,20,2024-05-30,239462.04,47892.41,191569.63,09:20:00
ORD_00889,CUST_0157,56,Female,Kochi,Sports,Credit Card,Mobile,3,27636.25,0,2024-05-31,82908.75,0.0,82908.75,11:42:00
ORD_00433,CUST_0264,25,Female,Delhi,Electronics,UPI,Tablet,4,45211.35,20,2024-05-31,180845.4,36169.08,144676.32,14:48:00
ORD_00378,CUST_0076,42,Female,Mumbai,Books,Debit Card,Tablet,2,41499.23,5,2024-06-02,82998.46,4149.92,78848.54,12:04:00
ORD_00289,CUST_0161,58,Female,Hyderabad,Electronics,Cash,Mobile,6,12929.09,15,2024-06-03,77574.54,11636.18,65938.36,16:54:00
ORD_00260,CUST_0283,39,Male,Delhi,Home & Garden,UPI,Desktop,5,14382.59,0,2024-06-04,71912.95,0.0,71912.95,15:37:00
ORD_00496,CUST_0235,53,Male,Mumbai,Home & Garden,Net Banking,Desktop,6,32175.82,0,2024-06-04,193054.92,0.0,193054.92,08:22:00
ORD_00070,CUST_0252,20,Female,Coimbatore,Books,Credit Card,Desktop,1,40989.45,0,2024-06-04,40989.45,0.0,40989.45,19:58:00
ORD_00998,CUST_0032,31,Male,Mumbai,Books,UPI,Mobile,4,21867.1,15,2024-06-06,87468.4,13120.26,74348.14,12:22:00
ORD_00176,CUST_0126,51,Male,Coimbatore,Food,Cash,Desktop,5,22802.04,15,2024-06-07,114010.2,17101.53,96908.67,11:49:00
ORD_00551,CUST_0252,40,Male,Mumbai,Food,,Desktop,1,46548.56,10,2024-06-07,46548.56,4654.86,41893.7,08:54:00
ORD_00091,CUST_0033,56,Female,Delhi,Books,Debit Card,Mobile,3,9601.63,15,2024-06-07,28804.89,4320.73,24484.16,20:19:00
ORD_01173,CUST_0044,40,Female,Hyderabad,Sports,Credit Card,Tablet,2,23441.14,5,2024-06-07,46882.28,2344.11,44538.17,21:30:00
ORD_00377,CUST_0247,62,Female,Mumbai,Fashion,UPI,Mobile,4,12704.04,15,2024-06-08,50816.16,7622.42,43193.74,21:11:00
ORD_01075,CUST_0215,38,Male,Coimbatore,Sports,Debit Card,Mobile,3,33503.66,5,2024-06-09,100510.98,5025.55,95485.43,08:22:00
ORD_01076,CUST_0128,26,Female,Kochi,Toys,Credit Card,Mobile,5,10885.18,25,2024-06-09,54425.9,13606.48,40819.42,11:59:00
ORD_01139,CUST_0055,46,Male,Kochi,Toys,Cash,Mobile,3,25476.09,0,2024-06-10,76428.27,0.0,76428.27,16:08:00
ORD_00640,CUST_0268,43,Male,Bengaluru,Home & Garden,UPI,Mobile,1,11232.19,15,2024-06-11,11232.19,1684.83,9547.36,17:57:00
ORD_00437,CUST_0105,64,Male,Hyderabad,Beauty,Net Banking,Desktop,4,31277.29,5,2024-06-11,125109.16,6255.46,118853.7,21:56:00
ORD_00515,CUST_0136,43,Female,Kochi,Fashion,Debit Card,Desktop,6,38427.66,0,2024-06-12,230565.96,0.0,230565.96,10:25:00
ORD_01028,CUST_0249,20,Male,Pune,Food,Net Banking,Tablet,1,28902.27,10,2024-06-12,28902.27,2890.23,26012.04,11:40:00
ORD_00910,CUST_0136,55,Male,Pune,Sports,Net Banking,Mobile,1,15757.73,10,2024-06-13,15757.73,1575.77,14181.96,12:10:00
ORD_00814,CUST_0212,41,Female,Hyderabad,Sports,Credit Card,Desktop,5,21989.72,10,2024-06-13,109948.6,10994.86,98953.74,09:12:00
ORD_00464,CUST_0084,49,Female,Chennai,Toys,Net Banking,Mobile,5,33400.82,5,2024-06-13,167004.1,8350.2,158653.9,18:50:00
ORD_00879,CUST_0104,57,Female,Bengaluru,Beauty,Cash,Mobile,4,7018.76,10,2024-06-14,28075.04,2807.5,25267.54,17:58:00
ORD_00278,CUST_0099,28,Female,Bengaluru,Toys,Cash,Mobile,5,32576.31,20,2024-06-16,162881.55,32576.31,130305.24,11:47:00
ORD_00049,CUST_0002,30,Female,Mumbai,Electronics,Credit Card,Mobile,1,45621.5,25,2024-06-16,45621.5,11405.38,34216.12,10:58:00
ORD_00383,CUST_0285,28,Female,Bengaluru,Books,Cash,Desktop,2,23296.25,20,2024-06-16,46592.5,9318.5,37274.0,16:40:00
ORD_00581,CUST_0145,45,Male,Kochi,Beauty,Debit Card,Mobile,1,34437.07,25,2024-06-19,34437.07,8609.27,25827.8,18:35:00
ORD_00245,CUST_0068,54,Female,Bengaluru,Electronics,Debit Card,Mobile,4,27215.95,20,2024-06-19,108863.8,21772.76,87091.04,15:36:00
ORD_00801,CUST_0004,62,Female,Mumbai,Sports,UPI,Tablet,4,31888.67,0,2024-06-20,127554.68,0.0,127554.68,20:07:00
ORD_00929,CUST_0200,29,Female,Hyderabad,Food,Cash,Tablet,1,29279.36,0,2024-06-20,29279.36,0.0,29279.36,09:10:00
ORD_00645,CUST_0112,44,Female,Kochi,Home & Garden,Net Banking,Mobile,4,25845.7,25,2024-06-21,103382.8,25845.7,77537.1,19:20:00
ORD_00950,CUST_0257,23,Male,Bengaluru,Toys,Net Banking,Desktop,1,14570.37,10,2024-06-22,14570.37,1457.04,13113.33,20:11:00
ORD_00161,CUST_0052,35,Male,Hyderabad,Food,Credit Card,Tablet,3,43095.09,0,2024-06-22,129285.27,0.0,129285.27,15:55:00
ORD_01030,CUST_0229,58,Male,Kochi,Food,Credit Card,Mobile,5,9645.33,5,2024-06-23,48226.65,2411.33,45815.32,19:51:00
ORD_00432,CUST_0090,29,Male,Bengaluru,Beauty,Debit Card,Desktop,5,29053.4,10,2024-06-23,145267.0,14526.7,130740.3,08:25:00
ORD_00724,CUST_0253,19,Male,Kochi,Fashion,Credit Card,Tablet,4,24581.62,5,2024-06-23,98326.48,4916.32,93410.16,09:12:00
ORD_00682,CUST_0183,51,Male,Coimbatore,Books,Net Banking,Mobile,6,39533.97,5,2024-06-23,237203.82,11860.19,225343.63,13:35:00
ORD_00072,CUST_0041,31,Female,Hyderabad,Toys,Credit Card,Desktop,5,6076.02,20,2024-06-24,30380.1,6076.02,24304.08,18:52:00
ORD_00022,CUST_0236,51,Female,Coimbatore,Toys,UPI,Desktop,6,25296.15,25,2024-06-24,151776.9,37944.22,113832.68,17:40:00
ORD_00315,CUST_0173,22,Other,Kochi,Beauty,Net Banking,Tablet,1,33965.14,20,2024-06-24,33965.14,6793.03,27172.11,11:41:00
ORD_00764,CUST_0109,21,Male,Delhi,Beauty,Net Banking,Mobile,4,13199.18,15,2024-06-26,52796.72,7919.51,44877.21,18:05:00
ORD_00658,CUST_0249,58,Male,Mumbai,Food,Credit Card,Desktop,6,28078.65,0,2024-06-26,168471.9,0.0,168471.9,10:33:00
ORD_01107,CUST_0087,38,Female,Pune,Beauty,Credit Card,Mobile,2,21180.04,5,2024-06-27,42360.08,2118.0,40242.08,19:45:00
ORD_00502,CUST_0253,53,Female,Coimbatore,Food,Net Banking,Mobile,3,44153.54,25,2024-06-28,132460.62,33115.16,99345.46,13:35:00
ORD_00199,CUST_0148,24,Male,Chennai,Fashion,Cash,Desktop,2,45055.3,10,2024-06-28,90110.6,9011.06,81099.54,21:07:00
ORD_00381,CUST_0086,58,Male,Bengaluru,Toys,Net Banking,Desktop,3,20505.47,5,2024-06-28,61516.41,3075.82,58440.59,13:53:00
ORD_00302,CUST_0127,44,Male,Coimbatore,Books,UPI,Mobile,5,43552.78,15,2024-06-29,217763.9,32664.58,185099.32,10:48:00
ORD_00379,CUST_0154,50,Female,Chennai,Home & Garden,Credit Card,Desktop,4,35226.44,10,2024-06-29,140905.76,14090.58,126815.18,12:59:00
ORD_00250,CUST_0128,49,Female,Bengaluru,Food,Cash,Mobile,1,9892.09,25,2024-06-29,9892.09,2473.02,7419.07,15:16:00
ORD_00807,CUST_0203,39,Male,Bengaluru,Books,Net Banking,Mobile,4,37897.71,15,2024-06-30,151590.84,22738.63,128852.21,11:03:00
ORD_01167,CUST_0108,62,Female,Chennai,Beauty,Credit Card,Desktop,4,24369.97,10,2024-07-01,97479.88,9747.99,87731.89,12:48:00
ORD_00228,CUST_0054,48,Male,Coimbatore,Food,UPI,Tablet,5,34332.61,10,2024-07-03,171663.05,17166.3,154496.75,17:54:00
ORD_01036,CUST_0291,38,Male,Chennai,Beauty,Net Banking,Mobile,6,6438.98,25,2024-07-03,38633.88,9658.47,28975.41,18:58:00
ORD_01064,CUST_0293,27,Male,Hyderabad,Toys,Credit Card,Desktop,1,4936.17,0,2024-07-04,4936.17,0.0,4936.17,20:49:00
ORD_00576,CUST_0028,64,Female,Coimbatore,Beauty,Credit Card,Mobile,6,8646.54,10,2024-07-04,51879.24,5187.92,46691.32,16:59:00
ORD_00523,CUST_0182,31,Female,Chennai,Sports,UPI,Mobile,6,29689.94,20,2024-07-06,178139.64,35627.93,142511.71,21:12:00
ORD_01165,CUST_0131,40,Male,Bengaluru,Beauty,Cash,Mobile,5,23176.6,5,2024-07-07,115883.0,5794.15,110088.85,11:12:00
ORD_00524,CUST_0167,31,Female,Delhi,Food,Debit Card,Tablet,5,46806.11,5,2024-07-09,234030.55,11701.53,222329.02,08:49:00
ORD_00560,CUST_0143,46,Female,Coimbatore,Beauty,Cash,Desktop,1,26420.08,15,2024-07-11,26420.08,3963.01,22457.07,21:13:00
ORD_00624,CUST_0078,25,Male,Hyderabad,Beauty,Cash,Tablet,6,36383.85,10,2024-07-11,218303.1,21830.31,196472.79,10:48:00
ORD_00665,CUST_0133,58,Female,Delhi,Electronics,UPI,Desktop,5,22837.47,20,2024-07-12,114187.35,22837.47,91349.88,11:47:00
ORD_00997,CUST_0211,47,Female,Kochi,Sports,Cash,Desktop,2,34308.38,5,2024-07-12,68616.76,3430.84,65185.92,12:30:00
ORD_00730,CUST_0014,29,Female,Kochi,Food,Cash,Mobile,1,28893.32,10,2024-07-13,28893.32,2889.33,26003.99,15:18:00
ORD_00894,CUST_0097,61,Male,Kochi,Sports,Debit Card,Mobile,6,48286.09,20,2024-07-14,289716.54,57943.31,231773.23,13:50:00
ORD_00055,CUST_0044,63,Other,Chennai,Books,Debit Card,Desktop,1,48605.47,5,2024-07-14,48605.47,2430.27,46175.2,10:43:00
ORD_00608,CUST_0283,46,Male,Delhi,Food,Cash,Desktop,5,44875.19,25,2024-07-14,224375.95,56093.99,168281.96,14:07:00
ORD_00821,CUST_0090,54,Female,Delhi,Home & Garden,Debit Card,Desktop,6,11498.45,15,2024-07-14,68990.7,10348.6,58642.1,19:49:00
ORD_01136,CUST_0232,52,Male,Mumbai,Toys,UPI,Mobile,1,9013.58,25,2024-07-17,9013.58,2253.4,6760.18,20:18:00
ORD_00442,CUST_0277,21,Female,Coimbatore,Food,Net Banking,Desktop,6,45105.61,25,2024-07-17,270633.66,67658.41,202975.25,19:57:00
ORD_00812,CUST_0118,32,Female,Delhi,Sports,Credit Card,Mobile,6,34445.82,0,2024-07-17,206674.92,0.0,206674.92,17:34:00
ORD_00828,CUST_0178,42,Female,Kochi,Sports,UPI,Desktop,6,45431.03,25,2024-07-19,272586.18,68146.54,204439.64,17:09:00
ORD_00887,CUST_0015,23,Female,Coimbatore,Toys,UPI,Mobile,1,11800.75,15,2024-07-19,11800.75,1770.11,10030.64,21:21:00
ORD_01113,CUST_0168,56,Female,Pune,Electronics,UPI,Mobile,3,16535.97,15,2024-07-20,49607.91,7441.19,42166.72,20:36:00
ORD_00663,CUST_0051,26,Female,Mumbai,Beauty,Credit Card,Mobile,1,43840.37,15,2024-07-20,43840.37,6576.06,37264.31,13:58:00
ORD_00895,CUST_0289,44,Female,Chennai,Toys,Credit Card,Mobile,3,841.32,15,2024-07-20,2523.96,378.59,2145.37,11:05:00
ORD_00800,CUST_0075,61,Male,Pune,Beauty,UPI,Mobile,3,49134.36,0,2024-07-22,147403.08,0.0,147403.08,13:28:00
ORD_00822,CUST_0142,21,Female,Pune,Beauty,Credit Card,Mobile,3,13773.19,10,2024-07-22,41319.57,4131.96,37187.61,19:24:00
ORD_00494,CUST_0215,49,Male,Chennai,Sports,Debit Card,Mobile,6,17939.92,25,2024-07-22,107639.52,26909.88,80729.64,12:14:00
ORD_00281,CUST_0280,51,Female,Mumbai,Sports,Cash,Mobile,6,21913.69,20,2024-07-22,131482.14,26296.43,105185.71,21:35:00
ORD_01059,CUST_0234,36,Male,Pune,Beauty,UPI,Mobile,4,26304.53,5,2024-07-23,105218.12,5260.91,99957.21,14:17:00
ORD_00693,CUST_0122,42,Female,Coimbatore,Sports,Credit Card,Mobile,5,31400.19,15,2024-07-24,157000.95,23550.14,133450.81,19:40:00
ORD_00220,CUST_0160,19,Female,Delhi,Fashion,Debit Card,Desktop,6,32528.21,5,2024-07-25,195169.26,9758.46,185410.8,17:06:00
ORD_00859,CUST_0078,38,Female,Delhi,Electronics,Credit Card,Mobile,2,40324.23,5,2024-07-27,80648.46,4032.42,76616.04,18:51:00
ORD_00476,CUST_0052,27,Male,Mumbai,Electronics,UPI,Desktop,2,25777.1,15,2024-07-27,51554.2,7733.13,43821.07,15:07:00
ORD_00573,CUST_0136,45,Female,Chennai,Books,Net Banking,Tablet,1,15131.44,10,2024-07-27,15131.44,1513.14,13618.3,08:37:00
ORD_00463,CUST_0062,46,Male,Delhi,Fashion,UPI,Desktop,5,49181.51,25,2024-07-27,245907.55,61476.89,184430.66,20:15:00
ORD_00853,CUST_0270,31,Male,Hyderabad,Home & Garden,Credit Card,Mobile,5,20584.19,5,2024-07-28,102920.95,5146.05,97774.9,16:18:00
ORD_00286,CUST_0116,34,Female,Delhi,Food,Debit Card,Desktop,4,30427.36,0,2024-07-28,121709.44,0.0,121709.44,17:56:00
ORD_00549,CUST_0213,53,Female,Bengaluru,Food,UPI,Mobile,3,49277.65,20,2024-07-30,147832.95,29566.59,118266.36,09:07:00
ORD_00106,CUST_0255,60,Female,Bengaluru,Food,Debit Card,Tablet,3,15142.66,20,2024-07-30,45427.98,9085.6,36342.38,19:33:00
ORD_00582,CUST_0201,64,Male,Hyderabad,Sports,Cash,Desktop,1,6496.58,20,2024-07-31,6496.58,1299.32,5197.26,09:31:00
ORD_00301,CUST_0151,28,Male,Bengaluru,Beauty,Debit Card,Mobile,4,2014.36,0,2024-07-31,8057.44,0.0,8057.44,20:35:00
ORD_00384,CUST_0220,39,Female,Kochi,Books,Debit Card,Mobile,2,31566.38,0,2024-08-01,63132.76,0.0,63132.76,14:25:00
ORD_00308,CUST_0176,38,Female,Kochi,Books,UPI,Mobile,2,43590.44,0,2024-08-01,87180.88,0.0,87180.88,15:15:00
ORD_00086,CUST_0041,29,Female,Coimbatore,Fashion,Net Banking,Mobile,3,2620.32,20,2024-08-01,7860.96,1572.19,6288.77,08:13:00
ORD_00526,CUST_0202,54,Male,Chennai,Food,Debit Card,Mobile,1,20780.05,0,2024-08-02,20780.05,0.0,20780.05,10:13:00
ORD_00790,CUST_0137,30,Male,Bengaluru,Electronics,Debit Card,Mobile,2,43956.17,15,2024-08-02,87912.34,13186.85,74725.49,15:25:00
ORD_00114,CUST_0241,64,Male,Delhi,Toys,Debit Card,Mobile,6,10470.41,5,2024-08-02,62822.46,3141.12,59681.34,08:38:00
ORD_00911,CUST_0261,34,Female,Hyderabad,Sports,Cash,Mobile,6,7178.04,0,2024-08-02,43068.24,0.0,43068.24,12:53:00
ORD_00993,CUST_0257,52,Female,Kochi,Beauty,Cash,Tablet,1,24098.99,25,2024-08-02,24098.99,6024.75,18074.24,12:23:00
ORD_00802,CUST_0134,59,Male,Mumbai,Beauty,Cash,Mobile,3,8165.72,20,2024-08-04,24497.16,4899.43,19597.73,15:48:00
ORD_00893,CUST_0038,22,Male,Mumbai,Fashion,Cash,Mobile,1,8570.95,25,2024-08-04,8570.95,2142.74,6428.21,20:18:00
